,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,69,1,1,9/12/2021,IND,,SEA,"L, 16-28",*,25,38,14,34.1,216,5.7,103,4.1,2.7,148,5.9,2,3,0,2,5.7,6,17.1,11,3,7,13,29.5,3,7.7,4,23,0,23,5.8,0,0,0,
2,70,2,2,9/19/2021,IND,,LAR,"L, 24-27",*,20,31,11,32.4,231,7.5,122,6.1,3.9,125,6.3,0,1,0,1,3.3,7,23.3,12,2,6,11,28.2,5,7.4,5,37,2,36,7.2,1,0.2,0,
3,71,3,3,9/26/2021,IND,@,TEN,"L, 16-25",*,19,37,8,20.5,198,5.4,80,4.2,2.2,114,6,1,2,0,2,5.7,9,25.7,13,6,7,15,38.5,0,,0,0,0,0,,0,,0,
4,72,4,4,10/3/2021,IND,@,MIA,"W, 27-17",*,24,32,9,26.5,282,8.8,159,6.6,5,69,2.9,0,0,0,0,0,3,9.4,7,2,5,9,26.5,0,,5,8,2,8,1.6,0,0,0,
5,73,5,5,10/11/2021,IND,@,BAL,"L, 25-31 (OT)",*,25,35,16,43.2,204,5.8,177,7.1,5.1,225,9,0,1,0,1,2.9,5,14.7,13,1,5,8,21.1,1,4,2,5,0,2,1,3,1.5,0,
6,74,6,6,10/17/2021,IND,,HOU,"W, 31-3",*,11,20,8,36.4,244,12.2,171,15.5,8.6,52,4.7,0,2,0,3,16.7,3,16.7,3,3,3,8,34.8,1,2,2,1,0,0,0,1,0.5,0,
7,75,7,7,10/24/2021,IND,@,SFO,"W, 30-18",*,17,26,6,22.2,191,7.3,80,4.7,3.1,70,4.1,0,0,0,1,3.8,3,11.5,10,3,2,6,20.7,2,11,4,23,2,15,3.8,8,2,0,
8,76,8,8,10/31/2021,IND,,TEN,"L, 31-34 (OT)",*,27,51,10,19.2,483,9.5,111,4.1,2.2,120,4.4,0,2,0,2,4.1,13,26.5,10,3,7,11,20.8,1,6,3,11,2,7,2.3,4,1.3,0,
9,77,9,9,11/4/2021,IND,,NYJ,"W, 45-30",*,22,30,17,54.8,269,9,113,5.1,3.8,159,7.2,0,1,0,0,0,6,20.7,8,0,2,3,9.1,2,6,4,13,1,11,2.8,2,0.5,0,
10,78,10,10,11/14/2021,IND,,JAX,"W, 23-17",*,22,34,9,25.7,166,4.9,77,3.5,2.3,103,4.7,1,1,0,2,6.1,6,18.2,15,4,7,12,33.3,1,2,4,-1,0,-1,-0.3,0,0,0,
11,79,11,11,11/21/2021,IND,@,BUF,"W, 41-15",*,11,20,6,30,123,6.2,48,4.4,2.4,58,5.3,1,0,0,2,10,5,25,8,3,3,6,28.6,1,18,2,18,1,0,0,18,9,0,
12,80,12,12,11/28/2021,IND,,TAM,"L, 31-38",*,27,44,15,31.9,408,9.3,214,7.9,4.9,92,3.4,0,1,0,2,4.7,6,14,15,4,4,11,22.4,2,9,3,21,2,15,5,6,2,2,1.5
13,81,13,13,12/5/2021,IND,@,HOU,"W, 31-0",*,16,22,8,34.8,154,7,82,5.1,3.7,76,4.8,0,0,0,1,4.5,4,18.2,9,2,2,5,20.8,1,7,3,8,1,5,1.7,3,1,0,
14,82,14,15,12/18/2021,IND,,NWE,"W, 27-17",*,5,12,3,23.1,112,9.3,27,5.4,2.3,30,6,0,0,0,1,8.3,3,25,4,0,0,1,7.1,1,11,8,17,4,12,1.5,5,0.6,0,
15,83,15,16,12/25/2021,IND,@,ARI,"W, 22-16",*,18,28,11,36.7,194,6.9,138,7.7,4.9,87,4.8,1,0,0,3,10.7,4,14.3,9,2,5,9,29,1,5,2,4,1,4,2,0,0,0,
16,84,16,17,1/2/2022,IND,,LVR,"L, 20-23",*,16,27,6,21.4,158,5.9,97,6.1,3.6,51,3.2,1,3,0,1,4.2,5,20.8,4,2,6,9,31,1,1,3,10,2,7,2.3,3,1,0,
17,85,17,18,1/9/2022,IND,@,JAX,"L, 11-26",*,17,29,8,22.9,308,10.6,114,6.7,3.9,71,4.2,1,0,0,1,3.4,6,20.7,5,1,4,11,28.9,3,5.7,3,17,1,14,4.7,3,1,0,
,,,,,,,,8-Sep,,322,516,165,30.1,3941,7.6,1913,5.9,3.7,1650,5.1,8,17,0,25,5,94,18.8,156,41,75,148,25.8,26,7.1,57,215,21,158,2.8,57,1,2,28.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
