,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,17,1,1,9/8/2024,CAR,@,NOR,"L, 10-47",*,13,30,7,20.6,377,12.6,111,8.5,3.7,50,3.8,0,3,0,1,3.7,11,40.7,13,6,2,12,31.6,4,3,4,12,1,12,3,0,0,0,
2,18,2,2,9/15/2024,CAR,,LAC,"L, 3-26",*,18,26,3,10.7,61,2.3,22,1.2,0.8,62,3.4,1,0,0,0,0,4,15.4,6,0,0,2,6.9,1,6,1,6,0,6,6,0,0,0,
3,19,5,5,10/6/2024,CAR,@,CHI,"L, 10-36",,4,7,3,37.5,59,8.4,35,8.8,5,23,5.8,0,0,0,0,0,1,14.3,1,2,0,3,33.3,1,8,1,8,0,8,8,0,0,0,
4,20,7,7,10/20/2024,CAR,@,WAS,"L, 7-40",,2,2,0,0,-8,-4,-8,-4,-4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0,,0,
5,21,8,8,10/27/2024,CAR,@,DEN,"L, 14-28",*,24,37,11,28.2,302,8.2,116,4.8,3.1,108,4.5,0,3,0,1,2.9,7,20.6,11,5,4,11,26.8,2,4,3,6,0,6,2,0,0,0,
6,22,9,9,11/3/2024,CAR,,NOR,"W, 23-22",*,16,26,8,29.6,211,8.1,65,4.1,2.5,106,6.6,0,2,0,1,4.2,5,20.8,7,2,2,5,17.2,2,6,4,9,1,4,1,5,1.3,1,4
7,23,10,10,11/10/2024,CAR,,NYG,"W, 20-17 (OT)",*,15,25,6,23.1,165,6.6,81,5.4,3.2,45,3,0,0,0,1,4,8,32,10,7,2,10,35.7,2,15,2,30,1,29,14.5,1,0.5,0,
8,24,11,12,11/24/2024,CAR,,KAN,"L, 27-30",*,21,35,13,35.1,290,8.3,162,7.7,4.6,101,4.8,0,2,0,3,9.1,7,21.2,15,3,4,9,22.5,3,6.7,3,20,1,16,5.3,4,1.3,0,
9,25,12,13,12/1/2024,CAR,,TAM,"L, 23-26 (OT)",*,26,46,14,29.8,434,9.4,186,7.2,4,112,4.3,0,5,0,4,9.8,10,24.4,23,3,10,14,28,3,5.7,3,17,1,12,4,5,1.7,0,
10,26,13,14,12/8/2024,CAR,@,PHI,"L, 16-22",*,19,34,11,31.4,372,10.9,139,7.3,4.1,52,2.7,0,1,0,1,3,9,27.3,10,0,7,8,19.5,6,5,7,29,2,28,4,1,0.1,0,
11,27,14,15,12/15/2024,CAR,,DAL,"L, 14-30",*,19,28,7,20.6,225,8,96,5.1,3.4,123,6.5,0,1,0,1,3.7,5,18.5,5,3,4,13,35.1,3,4,3,12,1,12,4,0,0,0,
12,28,15,16,12/22/2024,CAR,,ARI,"W, 36-30 (OT)",*,17,26,9,31,170,6.5,92,5.4,3.5,66,3.9,0,2,0,1,4.2,4,16.7,13,5,1,9,27.3,4,17.3,5,68,3,62,12.4,6,1.2,0,
13,29,16,17,12/29/2024,CAR,@,TAM,"L, 14-48",*,15,28,10,30.3,346,12.4,185,12.3,6.6,18,1.2,0,6,0,1,4.5,4,18.2,16,14,2,21,60,2,4,2,8,1,8,4,0,0,0,
14,30,17,18,1/5/2025,CAR,@,ATL,"W, 44-38 (OT)",*,25,34,15,44.1,294,8.6,152,6.1,4.5,99,4,0,0,0,0,0,5,14.7,5,3,0,3,7.9,4,6.3,5,24,3,14,2.8,10,2,3,1.7
,,,,,,,,10-Apr,,234,384,117,28.3,3298,8.6,1434,6.1,3.7,969,4.1,1,25,0,15,4.2,80,22.3,136,53,38,120,26.7,37,6.9,43,249,15,217,5,32,0.7,4,10.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
