,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,86,1,1,9/11/2022,DAL,,TAM,"L, 3-19",*,14,29,6,19.4,202,7,78,5.6,2.7,56,4,0,1,0,0,0,11,39.3,12,5,4,11,35.5,0,,2,11,1,11,5.5,0,0,0,
2,87,7,7,10/23/2022,DAL,,DET,"W, 24-6",*,19,25,10,37,270,10.8,128,6.7,5.1,79,4.2,0,0,0,2,8,3,12,6,1,3,6,21.4,1,2,3,0,0,0,0,0,0,0,
3,88,8,8,10/30/2022,DAL,,CHI,"W, 49-29",*,21,27,15,53.6,186,6.9,155,7.4,5.7,95,4.5,0,1,0,0,0,3,11.5,3,0,2,3,10.7,0,,5,34,2,10,2,24,4.8,0,
4,89,9,10,11/13/2022,DAL,@,GNB,"L, 28-31 (OT)",*,27,46,13,27.1,338,7.3,168,6.2,3.7,97,3.6,1,2,0,2,4.5,9,20.5,17,5,3,10,20.8,0,,4,6,4,1,0.3,5,1.3,0,
5,90,10,11,11/20/2022,DAL,@,MIN,"W, 40-3",*,22,25,9,36,139,5.6,117,5.3,4.7,159,7.2,0,0,0,0,0,3,12,5,0,1,1,3.7,2,2.5,3,16,1,15,5,1,0.3,1,3
6,91,11,12,11/24/2022,DAL,,NYG,"W, 28-20",*,21,30,13,43.3,352,11.7,178,8.5,5.9,83,4,0,0,0,0,0,7,23.3,18,1,9,10,32.3,1,5,2,4,0,-1,-0.5,5,2.5,0,
7,92,12,13,12/4/2022,DAL,,IND,"W, 54-19",*,20,30,11,35.5,207,6.9,50,2.5,1.7,120,6,0,0,0,2,6.7,5,16.7,4,4,0,5,16.1,0,,0,0,0,0,,0,,0,
8,93,13,14,12/11/2022,DAL,,HOU,"W, 27-23",*,24,39,11,27.5,327,8.4,187,7.8,4.8,97,4,1,0,0,4,10.3,5,12.8,0,1,5,7,16.7,2,6,6,23,2,17,2.8,6,1,0,
9,94,14,15,12/18/2022,DAL,@,JAX,"L, 34-40 (OT)",*,23,30,14,42.4,263,8.8,150,6.5,5,106,4.6,0,0,0,2,6.7,4,13.3,11,3,4,10,29.4,1,1,5,20,3,18,3.6,2,0.4,0,
10,95,15,16,12/24/2022,DAL,,PHI,"W, 40-34",*,27,35,18,43.9,253,7.2,211,7.8,6,136,5,0,0,0,6,17.1,2,5.7,14,2,2,10,22.7,3,9,6,41,3,41,6.8,0,0,0,
11,96,16,17,12/29/2022,DAL,@,TEN,"W, 27-13",*,29,41,16,38.1,311,7.6,133,4.6,3.2,149,5.1,2,0,0,2,4.9,5,12.2,9,5,2,8,18.2,2,5.5,3,11,1,9,3,2,0.7,0,
12,97,17,18,1/8/2023,DAL,@,WAS,"L, 6-26",*,14,37,6,15.8,391,10.6,101,7.2,2.7,27,1.9,0,2,0,4,11.4,10,28.6,3,2,2,5,12.2,3,4,6,16,2,11,1.8,5,0.8,0,
,,,,,,,,4-Aug,,261,394,142,34.3,3239,8.2,1656,6.3,4.2,1204,4.6,4,6,0,24,6.2,67,17.3,102,29,37,86,20,15,5,45,182,19,132,2.9,50,1.1,1,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
