,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,167,5,5,10/11/2020,WAS,,LAR,"L, 10-30",,9,17,2,8.7,97,5.7,-2,-0.2,-0.1,39,4.3,0,0,0,0,0,4,23.5,7,4,0,10,41.7,1,1,1,1,0,1,1,0,0,0
2,168,8,9,11/8/2020,WAS,,NYG,"L, 20-23",,24,32,12,35.3,107,3.3,90,3.8,2.8,235,9.8,1,0,0,1,3.1,4,12.5,9,3,4,9,26.5,0,,0,0,0,0,,0,,0
3,169,9,10,11/15/2020,WAS,@,DET,"L, 27-30",*,38,55,22,38.6,324,5.9,193,5.1,3.5,197,5.2,1,2,0,1,1.9,13,24.5,4,9,6,17,29.3,1,5,2,4,0,4,2,0,0,0
4,170,10,11,11/22/2020,WAS,,CIN,"W, 20-9",*,17,25,8,29.6,143,5.7,69,4.1,2.8,97,5.7,0,1,0,1,4.2,3,12.5,9,1,3,6,22.2,0,,3,-3,0,-3,-1,0,0,0
5,171,11,12,11/26/2020,WAS,@,DAL,"W, 41-16",*,19,26,5,17.2,92,3.5,67,3.5,2.6,82,4.3,0,3,0,1,4.3,0,0,9,3,3,9,30,1,3,3,1,0,1,0.3,0,0,0
6,172,12,13,12/7/2020,WAS,@,PIT,"W, 23-17",*,31,46,12,24.5,265,5.8,128,4.1,2.8,168,5.4,1,2,0,3,6.8,4,9.1,14,5,7,15,30.6,0,,0,0,0,0,,0,,0
7,173,13,14,12/13/2020,WAS,@,SFO,"W, 23-15",*,8,19,4,20,157,8.3,23,2.9,1.2,34,4.3,0,2,0,0,0,8,47.1,4,5,2,8,40,0,,0,0,0,0,,0,,0
8,174,16,17,1/3/2021,WAS,@,PHI,"W, 20-14",*,22,32,8,22.9,101,3.2,61,2.8,1.9,101,4.6,1,2,0,1,3.3,6,20,7,7,2,12,34.3,0,,1,0,0,0,0,0,0,0
,,,,,,,,3-May,,168,252,73,26.6,1286,5.1,629,3.7,2.5,953,5.7,4,12,0,8,3.3,42,17.5,63,37,27,86,31,3,3,10,3,0,3,0.3,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
