,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,67,1,1,9/8/2024,MIN,@,NYG,"W, 28-6",*,19,24,8,32,195,8.1,140,7.4,5.8,68,3.6,0,0,0,0,0,2,8.3,5,3,1,5,19.2,1,3,3,3,1,2,0.7,1,0.3,0,
2,68,2,2,9/15/2024,MIN,,SFO,"W, 23-17",*,17,26,9,31,170,6.5,116,6.8,4.5,152,8.9,0,1,1,0,0,3,12.5,3,3,2,8,25.8,2,17,5,32,2,32,6.4,0,0,0,
3,69,3,3,9/22/2024,MIN,,HOU,"W, 34-7",*,17,28,12,37.5,190,6.8,114,6.7,4.1,67,3.9,0,3,0,2,8,3,12,6,5,3,12,37.5,0,,0,0,0,0,,0,,0,
4,70,4,4,9/29/2024,MIN,@,GNB,"W, 31-29",*,20,28,11,36.7,289,10.3,160,8,5.7,115,5.8,0,1,0,0,0,6,22.2,7,6,1,9,27.3,3,7.7,7,15,2,13,1.9,2,0.3,0,
5,71,5,5,10/6/2024,MIN,,NYJ,"W, 23-17",*,14,31,7,20,402,13,125,8.9,4,54,3.9,0,4,0,1,3.7,6,22.2,11,6,2,12,33.3,1,10,5,11,2,10,2,1,0.2,0,
6,72,6,7,10/20/2024,MIN,,DET,"L, 29-31",*,22,27,10,32.3,215,8,170,7.7,6.3,89,4,0,1,0,1,3.8,1,3.8,15,1,1,6,17.1,4,9.8,4,39,1,39,9.8,0,0,0,
7,73,7,8,10/24/2024,MIN,@,LAR,"L, 20-30",*,18,25,14,50,223,8.9,170,9.4,6.8,70,3.9,0,2,0,1,4.3,4,17.4,6,6,2,11,37.9,1,5,3,6,1,5,1.7,1,0.3,0,
8,74,8,9,11/3/2024,MIN,,IND,"W, 21-13",*,28,34,16,42.1,240,7.1,192,6.9,5.6,98,3.5,0,2,0,1,3.1,1,3.1,6,3,4,11,28.2,1,11,4,14,3,0,0,14,3.5,0,
9,75,9,10,11/10/2024,MIN,@,JAX,"W, 12-7",*,24,38,15,38.5,348,9.2,146,6.1,3.8,95,4,0,1,0,2,5.4,6,16.2,1,3,2,6,14.3,3,9,7,28,3,4,0.6,24,3.4,0,
10,76,10,11,11/17/2024,MIN,@,TEN,"W, 23-13",*,20,32,12,35.3,304,9.5,138,6.9,4.3,108,5.4,0,2,0,3,10,5,16.7,7,2,2,6,16.2,3,4.7,8,18,4,12,1.5,6,0.8,0,
11,77,11,12,11/24/2024,MIN,@,CHI,"W, 30-27 (OT)",*,22,34,12,32.4,286,8.4,199,9,5.9,131,6,1,3,0,2,6.5,2,6.5,8,4,6,13,35.1,0,,2,-1,1,-1,-0.5,0,0,0,
12,78,12,13,12/1/2024,MIN,,ARI,"W, 23-22",*,21,31,13,36.1,213,6.9,119,5.7,3.8,116,5.5,3,1,0,1,3.3,5,16.7,10,0,3,8,20.5,3,7.7,4,22,1,17,4.3,5,1.3,1,4
13,79,13,14,12/8/2024,MIN,,ATL,"W, 42-21",*,22,28,15,46.9,291,10.4,237,10.8,8.5,110,5,1,0,0,0,0,4,14.3,5,1,3,8,23.5,2,4,4,7,0,6,1.5,1,0.3,0,
14,80,14,15,12/16/2024,MIN,,CHI,"W, 30-12",*,24,40,14,33.3,328,8.2,131,5.5,3.3,100,4.2,1,3,0,1,2.7,8,21.6,9,4,5,11,26.2,0,,0,0,0,0,,0,,0,
15,81,15,16,12/22/2024,MIN,@,SEA,"W, 27-24",*,22,35,12,31.6,268,7.7,157,7.1,4.5,89,4,1,0,0,3,8.6,4,11.4,6,0,4,7,17.5,2,7,5,11,1,11,2.2,0,0,0,
16,82,16,17,12/29/2024,MIN,,GNB,"W, 27-25",*,33,43,20,45.5,319,7.4,199,6,4.6,178,5.4,3,2,0,0,0,4,9.8,9,2,3,6,13.6,0,,3,-3,0,-3,-1,0,0,0,
17,83,17,18,1/5/2025,MIN,@,DET,"L, 9-31",*,18,41,7,16.3,280,6.8,53,2.9,1.3,113,6.3,0,3,0,1,2.6,13,34.2,23,3,8,13,28.9,2,5.5,3,10,1,8,2.7,2,0.7,0,
,,,,,,,,14-3,,361,545,207,34.9,4561,8.4,2566,7.1,4.7,1753,4.9,10,29,1,19,3.7,77,15,137,52,52,152,24.5,28,7.9,67,212,23,155,2.3,57,0.9,1,67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
