,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,31,1,1,9/7/2025,CAR,@,JAX,"L, 10-26",*,18,35,8,22.2,269,7.7,94,5.2,2.7,60,3.3,2,1,0,1,2.9,7,20.6,6,0,4,5,12.5,4,10.3,5,40,2,40,8,0,0,0,
2,32,2,2,9/14/2025,CAR,@,ARI,"L, 22-27",*,35,55,19,32.8,375,6.8,178,5.1,3.2,150,4.3,1,1,0,3,5.6,9,16.7,7,2,6,11,18.6,1,3,2,2,0,2,1,0,0,0,
3,33,3,3,9/21/2025,CAR,,ATL,"W, 30-0",*,16,24,7,28,133,5.5,45,2.8,1.9,76,4.8,0,0,0,1,4.2,5,20.8,10,2,2,5,18.5,2,4,2,8,2,2,1,6,3,0,
4,34,4,4,9/28/2025,CAR,@,NWE,"L, 13-42",*,18,30,7,22.6,153,5.1,55,3.1,1.8,95,5.3,1,4,0,0,0,6,23.1,4,0,3,4,12.5,1,3,1,3,1,3,3,0,0,0,
5,35,5,5,10/5/2025,CAR,,MIA,"W, 27-24",*,19,30,12,36.4,245,8.2,125,6.6,4.2,73,3.8,0,2,1,0,0,6,22.2,7,2,4,9,26.5,1,4,3,1,0,0,0,1,0.3,0,
6,36,6,6,10/12/2025,CAR,,DAL,"W, 30-27",*,17,25,11,42.3,149,6,95,5.6,3.8,104,6.1,0,4,0,1,4.8,3,14.3,5,7,4,12,44.4,1,8,3,5,0,5,1.7,0,0,0,
7,37,7,7,10/19/2025,CAR,@,NYJ,"W, 13-6",*,15,25,8,30.8,125,5,29,1.9,1.2,109,7.3,1,1,0,0,0,5,20.8,9,2,5,8,28.6,2,5,2,10,0,8,4,2,1,0,
8,38,9,9,11/2/2025,CAR,@,GNB,"W, 16-13",*,11,20,6,28.6,125,6.3,79,7.2,4,23,2.1,0,1,0,2,10.5,6,31.6,6,4,1,6,26.1,2,4.5,2,9,2,5,2.5,4,2,1,2
9,39,10,10,11/9/2025,CAR,,NOR,"L, 7-17",*,17,25,6,22.2,162,6.5,69,4.1,2.8,55,3.2,1,2,0,1,4.3,2,8.7,9,4,1,7,25.9,0,,2,6,1,6,3,0,0,0,
10,40,11,11,11/16/2025,CAR,@,ATL,"W, 30-27 (OT)",*,31,45,20,40,278,6.2,201,6.5,4.5,247,8,2,2,0,3,7,2,4.7,19,6,5,16,32,0,,1,-1,0,-1,-1,0,0,0,
11,41,12,12,11/24/2025,CAR,@,SFO,"L, 9-20",*,18,29,9,30,151,5.2,47,2.6,1.6,122,6.8,0,2,0,1,3.7,5,18.5,7,5,2,8,23.5,4,3.8,4,15,1,14,3.5,1,0.3,0,
12,42,13,13,11/30/2025,CAR,,LAR,"W, 31-28",*,15,20,8,36.4,155,7.8,53,3.5,2.7,153,10.2,0,0,0,1,5,4,20,4,0,0,2,8.3,2,13.5,5,23,1,20,4,3,0.6,1,5
13,43,14,15,12/14/2025,CAR,@,NOR,"L, 17-20",*,15,24,7,28,205,8.5,113,7.5,4.7,50,3.3,0,4,0,1,5,2,10,4,6,2,9,29,6,7.8,7,49,3,35,5,14,2,0,
14,44,15,16,12/21/2025,CAR,,TAM,"W, 23-20",*,21,32,9,26.5,256,8,125,6,3.9,66,3.1,0,1,0,0,0,5,16.1,13,6,6,14,38.9,2,6,4,20,0,12,3,8,2,0,
15,45,16,17,12/28/2025,CAR,,SEA,"L, 10-27",*,14,24,3,11.5,43,1.8,-17,-1.2,-0.7,71,5.1,1,3,0,2,9.5,3,14.3,4,1,2,5,16.1,5,6.6,9,27,3,27,3,0,0,0,
16,46,17,18,1/3/2026,CAR,@,TAM,"L, 14-16",*,24,35,13,37.1,251,7.2,175,7.3,5,91,3.8,0,4,1,1,3.3,3,10,13,7,1,8,22.9,0,,2,-1,0,-1,-0.5,0,0,0,
,,,,,,,,8-Aug,,304,478,153,30.3,3075,6.4,1466,4.8,3.1,1545,5.1,9,32,2,18,4.1,73,16.4,127,54,48,129,24,33,6.7,54,216,16,177,3.3,39,0.7,2,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
