,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,1,1,9/13/2020,CIN,,LAC,"L, 13-16",*,23,36,14,35.9,291,8.1,110,4.8,3.1,83,3.6,0,0,1,2,5.7,7,20,8,5,3,11,25.6,4,3.8,8,46,2,46,5.8,0,0,0,
2,2,2,2,9/17/2020,CIN,@,CLE,"L, 30-35",*,37,61,20,31.3,486,8,189,5.1,3.1,127,3.4,0,1,1,3,5.1,12,20.3,16,6,5,14,20.6,4,6.3,7,19,3,15,2.1,4,0.6,0,
3,3,3,3,9/27/2020,CIN,@,PHI,"T, 23-23 (OT)",*,31,44,19,36.5,395,9,189,6.1,4.3,123,4,1,2,0,1,2.4,4,9.5,19,3,9,20,38.5,0,,1,-1,0,-1,-1,0,0,0,
4,4,4,4,10/4/2020,CIN,,JAX,"W, 33-25",*,25,36,15,40.5,370,10.3,170,6.8,4.7,130,5.2,0,1,0,3,8.6,2,5.7,9,4,4,9,23.1,2,6.5,4,11,1,9,2.3,2,0.5,1,4
5,5,5,5,10/11/2020,CIN,@,BAL,"L, 3-27",*,19,30,9,24.3,220,7.3,98,5.2,3.3,85,4.5,1,1,0,0,0,9,31,21,4,8,19,48.7,2,4,3,10,1,7,2.3,3,1,0,
6,6,6,6,10/18/2020,CIN,@,IND,"L, 27-31",*,25,39,14,34.1,344,8.8,183,7.3,4.7,130,5.2,0,0,0,3,7.7,2,5.1,5,1,3,6,14.3,1,1,3,2,1,1,0.3,1,0.3,0,
7,7,7,7,10/25/2020,CIN,,CLE,"L, 34-37",*,35,47,23,45.1,447,9.5,209,6,4.4,197,5.6,1,0,0,1,2.1,3,6.4,12,1,3,8,15.4,1,12,6,34,4,28,4.7,6,1,0,
8,8,8,8,11/1/2020,CIN,,TEN,"W, 31-20",*,26,37,16,43.2,245,6.6,176,6.8,4.8,73,2.8,0,2,0,1,2.9,4,11.4,17,3,2,5,13.2,1,7,3,9,1,2,0.7,7,2.3,2,1.5
9,9,9,10,11/15/2020,CIN,@,PIT,"L, 10-36",*,21,40,9,20.5,343,8.6,106,5,2.7,107,5.1,0,1,1,3,7.9,10,26.3,17,3,5,12,27.3,0,,0,0,0,0,,0,,0,
10,10,10,11,11/22/2020,CIN,@,WAS,"L, 9-20",*,22,34,11,32.4,297,8.7,120,5.5,3.5,83,3.8,1,0,0,2,5.9,5,14.7,14,0,5,5,14.3,1,2,2,12,1,12,6,0,0,0,
,,,,,,,,2/7/2001,,264,404,150,34.4,3438,8.5,1550,5.9,3.8,1138,4.3,4,8,3,19,4.8,58,14.8,138,30,47,109,24.1,16,5.2,37,142,14,119,3.2,23,0.6,3,12.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
