,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,79,1,1,9/8/2019,MIN,,ATL,"W, 28-12",*,8,10,4,36.4,51,5.1,56,7,5.6,42,5.3,0,1,0,0,0,1,11.1,8,2,2,5,45.5,0,,6,4,3,1,0.2,3,0.5,0
2,80,2,2,9/15/2019,MIN,@,GNB,"L, 16-21",*,14,32,6,18.2,335,10.5,115,8.2,3.6,115,8.2,1,6,0,1,3.8,6,23.1,7,8,4,13,37.1,2,8.5,2,17,1,14,7,3,1.5,0
3,81,3,3,9/22/2019,MIN,,OAK,"W, 34-14",*,15,21,8,38.1,100,4.8,71,4.7,3.4,103,6.9,2,1,0,2,10,1,5,9,1,2,3,13,2,8,4,16,1,16,4,0,0,0
4,82,4,4,9/29/2019,MIN,@,CHI,"L, 6-16",*,27,36,9,21.4,203,5.6,123,4.6,3.4,110,4.1,0,1,0,2,5.7,5,14.3,7,6,0,12,28.6,0,,0,0,0,0,,0,,0
5,83,5,5,10/6/2019,MIN,@,NYG,"W, 28-10",*,22,27,14,46.7,217,8,111,5,4.1,195,8.9,0,2,0,0,0,1,4,6,6,0,9,29,1,4,3,3,0,3,1,0,0,0
6,84,6,6,10/13/2019,MIN,,PHI,"W, 38-20",*,22,29,14,46.7,374,12.9,209,9.5,7.2,124,5.6,0,1,0,2,7.1,3,10.7,11,0,0,1,3.2,1,1,2,0,0,0,0,0,0,0
7,85,7,7,10/20/2019,MIN,@,DET,"W, 42-30",*,24,34,19,55.9,379,11.1,224,9.3,6.6,114,4.8,0,1,0,2,6.1,7,21.2,8,1,3,4,11.8,0,,4,-3,0,-3,-0.8,0,0,0
8,86,8,8,10/24/2019,MIN,,WAS,"W, 19-9",*,23,26,9,31,95,3.7,97,4.2,3.7,188,8.2,0,2,0,1,4.2,0,0,8,5,1,9,30,1,2,2,2,1,2,1,0,0,0
9,87,9,9,11/3/2019,MIN,@,KAN,"L, 23-26",*,19,38,12,30.8,258,6.8,97,5.1,2.6,123,6.5,1,3,0,1,2.9,13,37.1,7,1,3,5,12.5,1,5,1,5,0,5,5,0,0,0
10,88,10,10,11/10/2019,MIN,@,DAL,"W, 28-24",*,23,32,15,45.5,188,5.9,73,3.2,2.3,147,6.4,1,1,0,0,0,5,16.1,10,1,4,6,17.6,1,5,1,5,0,5,5,0,0,0
11,89,11,11,11/17/2019,MIN,,DEN,"W, 27-23",*,29,35,13,32.5,281,8,196,6.8,5.6,123,4.2,1,0,0,2,5.7,2,5.7,7,1,0,6,15,0,,2,1,1,0,0,1,0.5,0
12,90,12,13,12/2/2019,MIN,@,SEA,"L, 30-37",*,22,38,12,31.6,266,7,103,4.7,2.7,173,7.9,1,2,0,3,8.3,7,19.4,8,5,6,11,28.9,0,,0,0,0,0,,0,,0
13,91,13,14,12/8/2019,MIN,,DET,"W, 20-7",*,24,30,14,45.2,214,7.1,130,5.4,4.3,112,4.7,0,0,0,0,0,5,16.7,6,4,2,7,22.6,0,,1,-1,0,-1,-1,0,0,0
14,92,14,15,12/15/2019,MIN,@,LAC,"W, 39-10",*,19,25,10,40,195,7.8,140,7.4,5.6,67,3.5,0,1,0,0,0,1,4.2,1,4,1,5,20,0,,3,14,1,9,3,5,1.7,0
15,93,15,16,12/23/2019,MIN,,GNB,"L, 10-23",*,16,31,6,16.7,239,7.7,73,4.6,2.4,49,3.1,2,2,0,1,3.4,8,27.6,4,3,1,9,25,0,,0,0,0,0,,0,,0
,,,,,,,,5-Oct,,307,444,165,35,3395,7.6,1818,5.9,4.1,1785,5.8,9,24,0,17,4,65,15.5,107,48,29,105,21.8,9,5.6,31,63,8,51,1.6,12,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
