,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,18,1,1,9/8/2019,KAN,@,JAX,"W, 40-26",*,25,33,13,39.4,184,5.6,116,4.6,3.5,262,10.5,0,0,0,2,6.1,5,15.2,6,1,4,5,15.2,0,,1,2,0,2,2,0,0,0,
2,19,2,2,9/15/2019,KAN,@,OAK,"W, 28-10",*,30,44,18,39.1,557,12.7,305,10.2,6.9,138,4.6,1,1,0,1,2.3,10,23.3,7,3,0,5,10.9,0,,1,-1,0,-1,-1,0,0,0,
3,20,3,3,9/22/2019,KAN,,BAL,"W, 33-28",*,27,37,14,36.8,326,8.8,184,6.8,5,190,7,1,2,0,1,2.9,6,17.1,17,0,7,8,20.5,1,11,4,9,1,8,2,1,0.3,0,
4,21,4,4,9/29/2019,KAN,@,DET,"W, 34-30",*,24,42,16,38.1,502,12,154,6.4,3.7,161,6.7,1,5,0,0,0,10,27,6,4,3,7,14.9,5,10.4,6,54,4,54,9,0,0,0,
5,22,5,5,10/6/2019,KAN,,IND,"L, 13-19",*,22,39,12,27.9,463,11.9,212,9.6,5.4,109,5,0,2,0,4,10.8,9,24.3,16,6,3,13,28.9,2,9,3,17,1,17,5.7,0,0,0,
6,23,6,6,10/13/2019,KAN,,HOU,"L, 24-31",*,19,35,11,30.6,350,10,108,5.7,3.1,165,8.7,0,0,0,4,11.4,8,22.9,10,5,1,7,19.4,0,,1,-1,0,-1,-1,0,0,0,
7,24,7,7,10/17/2019,KAN,@,DEN,"W, 30-6",*,10,11,3,27.3,25,2.3,12,1.2,1.1,64,6.4,1,0,0,0,0,0,0,4,1,0,1,9.1,0,,1,2,1,2,2,0,0,0,
8,25,10,10,11/10/2019,KAN,@,TEN,"L, 32-35",*,36,50,20,38.5,418,8.4,198,5.5,4,248,6.9,0,1,0,3,6.1,5,10.2,11,7,2,11,21.2,0,,0,0,0,0,,0,,0,
9,26,11,11,11/18/2019,KAN,@,LAC,"W, 24-17",*,19,32,9,27.3,255,8,88,4.6,2.8,94,4.9,1,1,0,0,0,7,22.6,1,7,4,12,32.4,4,15,5,59,3,40,8,19,3.8,0,
10,27,12,13,12/1/2019,KAN,,OAK,"W, 40-9",*,15,29,10,33.3,259,8.9,75,5,2.6,100,6.7,0,2,0,3,11.1,8,29.6,5,12,1,14,43.8,2,10.5,3,25,1,25,8.3,0,0,0,
11,28,13,14,12/8/2019,KAN,@,NWE,"W, 23-16",*,26,40,13,31.7,219,5.5,102,3.9,2.6,181,7,0,2,0,2,5.3,8,21.1,6,2,5,8,18.2,3,3,6,6,0,4,0.7,2,0.3,0,
12,29,14,15,12/15/2019,KAN,,DEN,"W, 23-3",*,27,34,17,45.9,329,9.7,267,9.9,7.9,73,2.7,0,0,0,0,0,2,5.9,8,4,2,9,23.1,2,6,3,11,1,11,3.7,0,0,0,
13,30,15,16,12/22/2019,KAN,@,CHI,"W, 26-3",*,23,33,15,44.1,244,7.4,152,6.6,4.6,99,4.3,0,3,0,2,6.7,5,16.7,9,1,0,2,5.6,2,7,2,14,1,12,6,2,1,1,2
14,31,16,17,12/29/2019,KAN,,LAC,"W, 31-21",*,16,25,5,20,142,5.7,103,6.4,4.1,71,4.4,1,0,0,3,12,3,12,2,1,2,3,11.1,2,8,7,21,2,21,3,0,0,0,
,,,,,,,,3-Nov,,319,484,176,35.1,4273,8.8,2076,6.5,4.3,1955,6.1,6,19,0,25,5.4,86,18.5,108,54,34,105,20,23,9.3,43,218,15,194,4.5,24,0.6,1,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
