,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,198,1,1,9/12/2021,GNB,@,NOR,"L, 3-38",*,15,28,6,20.7,244,8.7,67,4.5,2.4,66,4.4,0,2,0,0,0,10,38.5,2,3,5,9,31,0,,0,0,0,0,,0,,0
2,199,2,2,9/20/2021,GNB,,DET,"W, 35-17",*,22,27,16,53.3,262,9.7,130,5.9,4.8,125,5.7,0,0,0,0,0,4,14.8,6,0,3,6,18.2,3,2.3,4,6,0,6,1.5,0,0,0
3,200,3,3,9/26/2021,GNB,@,SFO,"W, 30-28",*,23,33,13,38.2,354,10.7,161,7,4.9,100,4.3,1,0,2,1,3.2,5,16.1,8,2,1,4,11.8,0,,0,0,0,0,,0,,0
4,201,4,4,10/3/2021,GNB,,PIT,"W, 27-17",*,20,36,13,33.3,344,9.6,115,5.8,3.2,133,6.7,1,1,0,1,2.9,10,28.6,9,6,4,13,32.5,1,4,3,2,1,2,0.7,0,0,0
5,202,5,5,10/10/2021,GNB,@,CIN,"W, 25-22 (OT)",*,27,39,16,39,348,8.9,185,6.9,4.7,159,5.9,0,3,1,0,0,5,14.3,6,7,3,12,29.3,0,,0,0,0,0,,0,,0
6,203,6,6,10/17/2021,GNB,@,CHI,"W, 24-14",*,17,23,10,38.5,195,8.5,67,3.9,2.9,128,7.5,0,2,0,0,0,3,14.3,5,2,1,6,21.4,2,11,7,19,3,19,2.7,0,0,0
7,204,7,7,10/24/2021,GNB,,WAS,"W, 24-10",*,27,35,16,42.1,210,6,151,5.6,4.3,123,4.6,1,1,0,1,2.9,5,14.7,11,2,3,8,20,2,8.5,2,17,1,2,1,15,7.5,0
8,205,8,8,10/28/2021,GNB,@,ARI,"W, 24-21",*,22,37,10,26.3,165,4.5,46,2.1,1.2,138,6.3,2,1,0,2,5.6,7,19.4,9,5,3,9,23.1,1,4,2,3,0,2,1,1,0.5,0
9,206,10,10,11/14/2021,GNB,,SEA,"W, 17-0",*,23,37,10,26.3,232,6.3,77,3.3,2.1,215,9.3,2,2,0,3,8.6,2,5.7,5,3,2,6,15.4,1,8,2,8,1,8,4,0,0,0
10,207,11,11,11/21/2021,GNB,@,MIN,"L, 31-34",*,23,33,16,45.7,261,7.9,168,7.3,5.1,217,9.4,0,2,0,0,0,6,19.4,14,6,2,10,27,2,10.5,2,21,1,21,10.5,0,0,0
11,208,12,12,11/28/2021,GNB,,LAR,"W, 36-28",*,28,45,14,30.4,426,9.5,142,5.1,3.2,165,5.9,0,1,0,0,0,12,27.3,13,4,4,9,19.6,0,,2,0,1,0,0,0,0,0
12,209,13,14,12/12/2021,GNB,,CHI,"W, 45-30",*,29,37,19,47.5,253,6.8,172,5.9,4.6,169,5.8,0,2,0,0,0,4,11.4,18,4,1,8,20,0,,1,0,0,0,0,0,0,0
13,210,14,15,12/19/2021,GNB,@,BAL,"W, 31-30",*,23,31,20,58.8,286,9.2,135,5.9,4.4,133,5.8,0,0,0,1,3.2,7,22.6,2,4,0,7,19.4,2,6.5,4,11,0,10,2.5,1,0.3,0
14,211,15,16,12/25/2021,GNB,,CLE,"W, 24-22",*,24,34,10,29.4,177,5.2,94,3.9,2.8,108,4.5,1,0,0,1,2.9,6,17.6,7,4,4,8,23.5,0,,1,-1,0,-1,-1,0,0,0
15,212,16,17,1/2/2022,GNB,,MIN,"W, 37-10",*,29,38,15,39.5,234,6.2,164,5.7,4.3,124,4.3,0,1,0,2,5.4,5,13.5,13,6,3,9,22.5,2,4,2,8,2,8,4,0,0,0
16,213,17,18,1/9/2022,GNB,@,DET,"L, 30-37",*,14,18,9,42.9,108,6,73,5.2,4.1,65,4.6,0,0,0,1,5.6,2,11.1,7,1,1,5,22.7,1,7,1,7,0,7,7,0,0,0
,,,,,,,,13-3,,366,531,213,38,4099,7.7,1947,5.3,3.7,2168,5.9,8,18,3,13,2.5,93,18.2,135,59,40,129,22.3,17,6.5,33,101,10,84,2.5,17,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
