,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,1,1,1,9/12/2021,NWE,,MIA,"L, 16-17",*,29,39,14,35,247,6.3,162,5.6,4.2,119,4.1,2,1,0,2,5.3,2,5.3,21,3,8,12,30,0,,0,0,0,0,,0,,0
2,2,2,2,9/19/2021,NWE,@,NYJ,"W, 25-6",*,22,30,9,27.3,120,4,54,2.5,1.8,132,6,0,2,0,2,7.1,2,7.1,4,2,0,5,15.2,0,,0,0,0,0,,0,,0
3,3,3,3,9/26/2021,NWE,,NOR,"L, 13-28",*,30,51,10,18.9,633,12.4,183,6.1,3.6,87,2.9,0,0,0,2,3.9,12,23.5,14,1,9,12,21.4,3,7,6,28,4,28,4.7,0,0,0
4,4,4,4,10/3/2021,NWE,,TAM,"L, 17-19",*,31,40,15,34.1,206,5.2,138,4.5,3.5,137,4.4,1,1,0,1,2.6,1,2.6,20,2,7,13,29.5,0,,1,-1,0,-1,-1,0,0,0
5,5,5,5,10/10/2021,NWE,@,HOU,"W, 25-22",*,23,30,12,38.7,235,7.8,144,6.3,4.8,87,3.8,0,1,1,0,0,3,10.7,4,2,3,6,19.4,0,,1,3,1,1,1,2,2,0
6,6,6,6,10/17/2021,NWE,,DAL,"L, 29-35 (OT)",*,15,21,9,39.1,172,8.2,131,8.7,6.2,98,6.5,0,0,0,1,4.8,5,23.8,11,0,3,5,21.7,0,,2,-4,0,-4,-2,0,0,0
7,7,7,7,10/24/2021,NWE,,NYJ,"W, 54-13",*,24,36,13,35.1,268,7.4,103,4.3,2.9,204,8.5,0,2,0,0,0,6,17.6,9,2,1,4,10.3,2,8.5,3,19,2,19,6.3,0,0,0
8,8,8,8,10/31/2021,NWE,@,LAC,"W, 27-24",*,18,35,10,27.8,334,9.5,142,7.9,4.1,75,4.2,0,1,0,1,2.9,13,38.2,12,1,3,5,13.2,2,4.5,4,10,2,6,1.5,4,1,0
9,9,9,9,11/7/2021,NWE,@,CAR,"W, 24-6",*,12,18,5,25,116,6.4,48,4,2.7,91,7.6,1,0,0,1,5.6,4,22.2,6,1,0,3,15,0,,2,4,2,4,2,0,0,0
10,10,10,10,11/14/2021,NWE,,CLE,"W, 45-7",*,19,23,14,56,143,6.2,101,5.3,4.4,97,5.1,1,1,0,1,4.5,1,4.5,7,1,0,3,12,0,,0,0,0,0,,0,,0
11,11,11,11,11/18/2021,NWE,@,ATL,"W, 25-0",*,22,26,7,24.1,162,6.2,104,4.7,4,103,4.7,0,0,0,0,0,4,15.4,12,0,1,4,13.3,1,1,6,1,2,1,0.2,0,0,0
12,12,12,12,11/28/2021,NWE,,TEN,"W, 36-13",*,23,32,15,44.1,238,7.4,135,5.9,4.2,175,7.6,0,0,0,0,0,6,18.8,8,2,4,8,22.9,1,7,2,11,1,9,4.5,2,1,0
13,13,13,13,12/6/2021,NWE,@,BUF,"W, 14-10",*,2,3,1,33.3,15,5,7,3.5,2.3,12,6,0,0,0,0,0,0,0,2,2,0,2,66.7,0,,5,-3,1,-7,-1.4,4,0.8,0
14,14,14,15,12/18/2021,NWE,@,IND,"L, 17-27",*,26,45,15,32.6,478,10.6,211,8.1,4.7,88,3.4,0,1,0,1,2.3,13,29.5,14,0,4,5,10.6,1,12,1,12,1,0,0,12,12,0
15,15,15,16,12/26/2021,NWE,,BUF,"L, 21-33",*,14,32,7,21.2,314,9.8,81,5.8,2.5,64,4.6,1,1,0,2,6.5,11,35.5,10,4,3,8,22.2,3,9,6,33,3,28,4.7,5,0.8,0
16,16,16,17,1/2/2022,NWE,,JAX,"W, 50-10",*,22,30,13,43.3,237,7.9,127,5.8,4.2,100,4.5,0,1,0,2,6.9,2,6.9,15,2,0,2,6.5,1,10,2,12,2,10,5,2,1,0
17,17,17,18,1/9/2022,NWE,@,MIA,"L, 24-33",*,20,30,8,25,243,8.1,156,7.8,5.2,105,5.3,3,0,0,0,0,5,16.7,12,4,1,7,21.2,1,2,3,4,1,1,0.3,3,1,0
,,,,,,,,7-Oct,,352,521,177,32.2,4161,8,2027,5.8,3.9,1774,5,9,12,1,16,3.1,90,17.7,181,29,47,104,18.4,15,7.1,44,129,22,95,2.2,34,0.8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
