,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,57,1,1,9/8/2019,TAM,,SFO,"L, 17-31",*,20,36,10,25.6,315,8.8,104,5.2,2.9,90,4.5,0,2,0,2,5.9,3,8.8,4,7,4,14,33.3,3,4.7,5,13,1,13,2.6,0,0,0,
2,58,2,2,9/12/2019,TAM,@,CAR,"W, 20-14",*,16,25,9,32.1,305,12.2,136,8.5,5.4,72,4.5,0,0,0,0,0,8,32,9,4,5,12,41.4,1,9,4,9,1,7,1.8,2,0.5,0,
3,59,3,3,9/22/2019,TAM,,NYG,"L, 31-32",*,23,37,16,39,482,13,295,12.8,8,85,3.7,0,0,1,0,0,10,27.8,17,8,6,18,41.9,2,1.5,4,3,0,3,0.8,0,0,0,
4,60,4,4,9/29/2019,TAM,@,LAR,"W, 55-40",*,28,41,22,51.2,393,9.6,216,7.7,5.3,169,6,3,1,0,0,0,7,17.5,17,4,4,10,23.3,0,,1,-1,0,-1,-1,0,0,0,
5,61,5,5,10/6/2019,TAM,@,NOR,"L, 24-31",*,15,27,12,36.4,233,8.6,108,7.2,4,96,6.4,1,1,0,2,7.7,4,15.4,5,4,3,13,36.1,3,4.3,3,13,0,13,4.3,0,0,0,
6,62,6,6,10/13/2019,TAM,,CAR,"L, 26-37",*,30,54,19,31.1,596,11,251,8.4,4.6,149,5,1,2,0,6,11.5,10,19.2,21,12,3,22,35.5,1,1,1,1,0,-2,-2,3,3,0,
7,63,7,8,10/27/2019,TAM,@,TEN,"L, 23-27",*,21,43,17,37,458,10.7,230,11,5.3,71,3.4,1,4,1,3,7.9,9,23.7,21,2,1,6,11.5,6,8.5,8,53,3,41,5.1,12,1.5,0,
8,64,8,9,11/3/2019,TAM,@,SEA,"L, 34-40 (OT)",*,29,44,19,41.3,448,10.2,238,8.2,5.4,97,3.3,1,1,0,1,2.3,10,23.3,20,2,1,5,10.6,1,5,2,8,2,5,2.5,3,1.5,0,
9,65,9,10,11/10/2019,TAM,,ARI,"W, 30-27",*,30,48,15,28.8,440,9.2,166,5.5,3.5,192,6.4,1,3,0,0,0,10,22.2,19,0,5,9,16.4,3,13.3,3,40,2,39,13,1,0.3,0,
10,66,10,11,11/17/2019,TAM,,NOR,"L, 17-34",*,30,51,14,26.4,454,8.9,215,7.2,4.2,98,3.3,0,1,0,2,4,10,20,24,6,6,14,25.9,1,23,2,23,1,23,11.5,0,0,0,
11,67,11,12,11/24/2019,TAM,@,ATL,"W, 35-22",*,18,28,13,46.4,284,10.1,197,10.9,7,116,6.4,0,2,0,2,7.7,3,11.5,7,4,1,5,15.6,4,10.5,8,38,2,20,2.5,18,2.3,2,4
12,68,12,13,12/1/2019,TAM,@,JAX,"W, 28-11",*,21,33,12,32.4,337,10.2,158,7.5,4.8,110,5.2,1,0,0,1,3,8,24.2,18,3,4,11,28.9,1,2,6,20,2,13,2.2,7,1.2,0,
13,69,13,14,12/8/2019,TAM,,IND,"W, 38-35",*,33,45,23,50,397,8.8,276,8.4,6.1,180,5.5,0,2,0,0,0,7,16.3,15,3,5,9,18.8,2,4,6,5,1,1,0.2,4,0.7,0,
14,70,14,15,12/15/2019,TAM,@,DET,"W, 38-17",*,28,42,19,43.2,468,11.1,266,9.5,6.3,192,6.9,0,1,0,0,0,12,29.3,14,1,4,7,15.9,0,,2,4,2,1,0.5,3,1.5,0,
15,71,15,16,12/21/2019,TAM,,HOU,"L, 20-23",*,25,48,15,29.4,623,13,252,10.1,5.3,83,3.3,2,1,0,3,6.4,9,19.1,21,2,2,7,13.2,2,8,2,16,1,12,6,4,2,0,
16,72,16,17,12/29/2019,TAM,,ATL,"L, 22-28 (OT)",*,13,24,8,32,253,10.5,141,10.8,5.9,60,4.6,0,1,0,1,4.3,4,17.4,9,2,0,3,11.5,1,3,2,5,0,5,2.5,0,0,0,
,,,,,,,,9-Jul,,380,626,243,36.1,6486,10.4,3249,8.6,5.2,1860,4.9,11,22,2,23,3.8,124,20.6,241,64,54,165,23.4,31,7.4,59,250,18,193,3.3,57,1,2,29.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
