,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,46,1,1,9/10/2023,PHI,@,NWE,"W, 25-20",*,22,33,8,22.2,332,10.1,106,4.8,3.2,64,2.9,1,3,0,2,6.7,4,13.3,15,8,1,12,31.6,2,5,9,37,2,37,4.1,0,0,0,
2,47,2,2,9/14/2023,PHI,,MIN,"W, 34-28",*,18,23,4,14.8,208,9,123,6.8,5.3,70,3.9,0,1,0,0,0,2,9.1,14,0,0,4,12.9,4,3.8,12,35,5,22,1.8,13,1.1,1,12
3,48,3,3,9/25/2023,PHI,@,TAM,"W, 25-11",*,23,37,13,34.2,346,9.4,148,6.4,4,129,5.6,0,2,0,2,5.7,8,22.9,22,4,3,8,20,2,4.5,10,28,6,24,2.4,4,0.4,0,
4,49,4,4,10/1/2023,PHI,,WAS,"W, 34-31 (OT)",*,25,37,14,35,398,10.8,201,8,5.4,118,4.7,1,3,0,1,2.9,5,14.7,11,4,6,13,30.2,3,9.3,9,34,4,31,3.4,3,0.3,0,
5,50,5,5,10/8/2023,PHI,@,LAR,"W, 23-14",*,25,38,13,33.3,296,7.8,154,6.2,4.1,149,6,0,3,0,0,0,7,20,10,0,1,2,4.7,4,9.3,15,72,8,47,3.1,25,1.7,0,
6,51,6,6,10/15/2023,PHI,@,NYJ,"L, 14-20",*,28,45,16,34,364,8.1,153,5.5,3.4,127,4.5,1,2,0,4,9.3,1,2.3,7,13,1,16,32,3,7.3,8,47,3,38,4.8,9,1.1,0,
7,52,7,7,10/22/2023,PHI,,MIA,"W, 31-17",*,23,31,11,32.4,228,7.4,156,6.8,5,123,5.3,2,1,0,1,3.3,2,6.7,11,1,2,6,16.7,2,8.5,11,21,6,0,0,21,1.9,1,11
8,53,8,8,10/29/2023,PHI,@,WAS,"W, 38-31",*,29,38,17,42.5,304,8,182,6.3,4.8,137,4.7,0,3,0,0,0,3,8.6,9,2,2,6,14.6,1,7,4,6,1,6,1.5,0,0,0,
9,54,9,9,11/5/2023,PHI,,DAL,"W, 28-23",*,17,23,10,38.5,199,8.7,117,6.9,5.1,90,5.3,0,2,0,0,0,3,14.3,8,4,1,8,25,6,4.8,10,36,4,32,3.2,4,0.4,0,
10,55,10,11,11/20/2023,PHI,@,KAN,"W, 21-17",*,14,22,5,18.5,168,7.6,91,6.5,4.1,59,4.2,1,1,0,0,0,5,23.8,12,6,0,11,39.3,1,5,12,29,5,20,1.7,9,0.8,0,
11,56,11,12,11/26/2023,PHI,,BUF,"W, 37-34 (OT)",*,18,31,12,36.4,221,7.1,114,6.3,3.7,86,4.8,2,3,0,1,3.6,6,21.4,4,1,0,3,7.9,5,8.6,14,65,5,63,4.5,2,0.1,0,
12,57,12,13,12/3/2023,PHI,,SFO,"L, 19-42",*,26,45,18,37.5,347,7.7,142,5.5,3.2,156,6,1,5,0,0,0,4,10,3,1,6,10,19.2,4,5,7,20,1,20,2.9,0,0,0,
13,58,13,14,12/10/2023,PHI,@,DAL,"L, 13-33",*,18,27,9,32.1,282,10.4,118,6.6,4.4,79,4.4,1,0,0,4,14.8,2,7.4,9,1,1,3,10.7,0,,5,30,2,26,5.2,4,0.8,0,
14,59,14,15,12/18/2023,PHI,@,SEA,"L, 17-20",*,17,31,9,29,299,9.6,96,5.6,3.1,47,2.8,2,1,0,0,0,7,23.3,5,3,0,3,8.1,6,8.8,13,82,8,75,5.8,7,0.5,0,
15,60,15,16,12/25/2023,PHI,,NYG,"W, 33-25",*,24,38,16,41,209,5.5,122,5.1,3.2,179,7.5,2,2,0,2,5.6,7,19.4,25,4,1,6,14.6,2,5,8,34,5,24,3,10,1.3,1,8
16,61,16,17,12/31/2023,PHI,,ARI,"L, 31-35",*,18,23,10,43.5,259,11.3,94,5.2,4.1,73,4.1,0,0,0,1,4.3,3,13,9,2,2,4,16.7,1,13,8,25,2,17,2.1,8,1,0,
17,62,17,18,1/7/2024,PHI,@,NYG,"L, 10-27",*,7,16,0,0,186,11.6,44,6.3,2.8,11,1.6,0,3,0,1,7.7,3,23.1,11,5,2,9,47.4,1,2,2,4,1,3,1.5,1,0.5,0,
,,,,,,,,6-Nov,,352,538,185,32.2,4646,8.6,2161,6.1,4,1697,4.8,14,35,0,19,3.8,72,14.3,185,59,29,124,20,47,6.8,157,605,68,485,3.1,120,0.8,3,52.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
