,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,2,1,1,9/9/2018,KAN,@,LAC,"W, 38-28",*,15,27,10,35.7,351,13,143,9.5,5.3,113,7.5,0,2,0,1,4,5,20,5,4,6,11,37.9,1,3,5,21,2,21,4.2,0,0,0
2,3,2,2,9/16/2018,KAN,@,PIT,"W, 42-37",*,23,28,17,58.6,302,10.8,204,8.9,7.3,122,5.3,0,0,0,0,0,4,14.3,9,1,4,6,19.4,2,10,5,18,1,18,3.6,0,0,0
3,4,3,3,9/23/2018,KAN,,SFO,"W, 38-27",*,24,38,15,37.5,389,10.2,139,5.8,3.7,175,7.3,0,0,0,1,2.6,9,23.7,7,10,6,18,43.9,1,7,5,7,1,6,1.2,1,0.2,0
4,5,4,4,10/1/2018,KAN,@,DEN,"W, 27-23",*,28,45,13,28.3,357,7.9,146,5.2,3.2,158,5.6,0,2,0,2,4.7,8,18.6,10,16,5,22,46.8,1,8,3,7,1,7,2.3,0,0,0
5,6,5,5,10/7/2018,KAN,,JAX,"W, 30-14",*,22,38,17,43.6,356,9.4,142,6.5,3.7,171,7.8,0,2,0,2,5.6,9,25,7,9,4,14,34.1,2,7.5,4,13,1,13,3.3,0,0,0
6,7,6,6,10/14/2018,KAN,@,NWE,"L, 40-43",*,23,36,14,38.9,319,8.9,163,7.1,4.5,189,8.2,0,0,0,1,2.8,10,27.8,8,10,2,12,32.4,1,6,2,9,1,5,2.5,4,2,0
7,8,7,7,10/21/2018,KAN,,CIN,"W, 45-10",*,28,39,19,46.3,336,8.6,152,5.4,3.9,206,7.4,0,2,0,2,5.4,4,10.8,3,6,4,12,27.9,2,16.5,4,45,3,31,7.8,14,3.5,0
8,9,8,8,10/28/2018,KAN,,DEN,"W, 30-23",*,24,34,15,41.7,245,7.2,144,6,4.2,159,6.6,0,3,0,1,3.2,3,9.7,15,4,3,9,24.3,1,1,2,-1,0,-2,-1,1,0.5,0
9,10,9,9,11/4/2018,KAN,@,CLE,"W, 37-21",*,23,32,15,44.1,216,6.8,161,7,5,214,9.3,0,0,1,4,12.9,3,9.7,5,3,5,10,28.6,1,3,2,18,0,18,9,0,0,0
10,11,10,10,11/11/2018,KAN,,ARI,"W, 26-14",*,21,28,12,36.4,204,7.3,121,5.8,4.3,128,6.1,0,1,0,0,0,4,14.8,10,1,1,7,20,2,8.5,4,21,2,21,5.3,0,0,0
11,12,11,11,11/19/2018,KAN,@,LAR,"L, 51-54",*,33,46,21,42.9,467,10.2,259,7.8,5.6,219,6.6,0,0,0,2,4.3,6,13,5,18,1,22,40.7,5,4.4,6,28,0,28,4.7,0,0,0
12,13,12,13,12/2/2018,KAN,@,OAK,"W, 40-33",*,23,38,14,36.8,450,11.8,189,8.2,5,106,4.6,0,1,0,2,5.4,9,24.3,6,7,4,11,26.8,3,14,9,52,2,51,5.7,1,0.1,0
13,14,13,14,12/9/2018,KAN,,BAL,"W, 27-24 (OT)",*,35,53,18,32.1,408,7.7,106,3,2,271,7.7,0,8,0,4,8.9,4,8.9,23,13,12,28,50,0,,2,-3,0,-3,-1.5,0,0,0
14,15,14,15,12/13/2018,KAN,,LAC,"L, 28-29",*,24,34,12,33.3,210,6.2,107,4.5,3.1,136,5.7,0,1,0,2,6.1,4,12.1,3,7,1,10,27,1,2,2,3,2,3,1.5,0,0,0
15,16,15,16,12/23/2018,KAN,@,SEA,"L, 31-38",*,23,40,16,39,395,9.9,137,6,3.4,136,5.9,0,2,0,1,2.6,10,26.3,6,8,9,18,40.9,3,11,3,33,1,6,2,27,9,0
16,17,16,17,12/30/2018,KAN,,OAK,"W, 35-3",*,14,24,9,37.5,255,10.6,130,9.3,5.4,151,10.8,0,0,0,3,12.5,3,12.5,5,4,0,4,16,1,2,2,1,0,1,0.5,0,0,0
,,,,,,,,4-Dec,,383,580,237,39.1,5260,9.1,2443,6.4,4.2,2654,6.9,0,24,1,28,5,95,17.1,127,121,67,214,33.8,27,7.9,60,272,17,224,3.7,48,0.8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
