,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,79,1,1,9/9/2019,OAK,,DEN,"W, 24-16",*,22,26,11,42.3,214,8.2,151,6.9,5.8,108,4.9,1,0,0,0,0,1,3.8,5,1,0,1,3.7,1,3,2,2,0,2,1,0,0,0
2,80,2,2,9/15/2019,OAK,,KAN,"L, 10-28",*,23,38,12,29.3,252,6.6,79,3.4,2.1,119,5.2,1,1,0,2,5.4,7,18.9,10,2,2,7,16.3,2,9,2,18,1,18,9,0,0,0
3,81,3,3,9/22/2019,OAK,@,MIN,"L, 14-34",*,27,34,14,36.8,211,6.2,137,5.1,4,105,3.9,0,1,0,2,6.1,4,12.1,5,2,0,6,15.8,0,,1,0,0,0,0,0,0,0
4,82,4,4,9/29/2019,OAK,@,IND,"W, 31-24",*,21,31,11,34.4,176,5.7,87,4.1,2.8,102,4.9,1,3,0,3,10.7,2,7.1,10,1,1,3,9.4,0,,2,-1,0,-1,-0.5,0,0,0
5,83,5,5,10/6/2019,OAK,,CHI,"W, 24-21",*,25,32,10,31.3,99,3.1,78,3.1,2.4,151,6,1,2,0,2,6.7,2,6.7,8,6,1,7,21.2,1,9,3,8,0,8,2.7,0,0,0
6,84,6,7,10/20/2019,OAK,@,GNB,"L, 24-42",*,22,28,14,50,270,9.6,176,8,6.3,117,5.3,0,0,0,0,0,4,14.3,8,2,0,2,6.9,1,1,2,0,0,0,0,0,0,0
7,85,7,8,10/27/2019,OAK,@,HOU,"L, 24-27",*,18,30,10,33.3,278,9.3,102,5.7,3.4,183,10.2,1,0,0,2,6.7,3,10,4,3,0,3,10,0,,0,0,0,0,,0,,0
8,86,8,9,11/3/2019,OAK,,DET,"W, 31-24",*,20,31,14,43.8,263,8.5,180,9,5.8,109,5.5,0,4,0,2,7.4,3,11.1,3,6,1,8,25,0,,0,0,0,0,,0,,0
9,87,9,10,11/7/2019,OAK,,LAC,"W, 26-24",*,21,31,12,35.3,183,5.9,101,4.8,3.3,117,5.6,0,1,0,0,0,7,23.3,5,6,2,11,31.4,1,4,1,4,0,4,4,0,0,0
10,88,10,11,11/17/2019,OAK,,CIN,"W, 17-10",*,25,29,12,37.5,186,6.4,164,6.6,5.7,128,5.1,0,1,0,0,0,2,7.1,9,9,2,14,41.2,2,2,5,1,1,1,0.2,0,0,0
11,89,11,12,11/24/2019,OAK,@,NYJ,"L, 3-34",*,15,27,7,25,136,5,37,2.5,1.4,90,6,0,0,1,3,11.5,3,11.5,8,5,1,7,24.1,1,11,1,11,1,10,10,1,1,0
12,90,12,13,12/1/2019,OAK,@,KAN,"L, 9-40",*,20,30,11,34.4,170,5.7,93,4.7,3.1,129,6.5,2,3,0,0,0,3,11.1,8,11,0,13,38.2,2,3.5,3,7,1,7,2.3,0,0,0
13,91,13,14,12/8/2019,OAK,,TEN,"L, 21-42",*,25,34,13,36.1,247,7.3,144,5.8,4.2,118,4.7,0,4,0,0,0,5,16.7,7,5,1,8,21.1,2,8.5,2,17,1,17,8.5,0,0,0
14,92,14,15,12/15/2019,OAK,,JAX,"L, 16-20",*,22,36,15,37.5,237,6.6,95,4.3,2.6,172,7.8,1,3,0,4,12.1,3,9.1,10,5,1,10,25,0,,1,12,1,12,12,0,0,0
15,93,15,16,12/22/2019,OAK,@,LAC,"W, 24-17",*,26,30,12,36.4,137,4.6,124,4.8,4.1,167,6.4,0,1,0,2,6.9,1,3.4,2,0,3,6,17.6,1,3,1,3,1,3,3,0,0,0
16,94,16,17,12/29/2019,OAK,@,DEN,"L, 15-16",*,29,46,13,27.1,305,6.6,184,6.3,4,207,7.1,1,4,1,3,7.3,3,7.3,5,4,2,8,16.7,0,,1,0,0,0,0,0,0,0
,,,,,,,,9-Jul,,361,513,191,35.2,3364,6.6,1932,5.4,3.8,2122,5.9,9,28,2,25,5.2,53,11,107,68,17,114,20.5,14,5.5,27,82,7,81,3,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
