,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,33,1,1,9/12/2021,ARI,@,TEN,"W, 38-13",*,21,32,13,38.2,262,8.2,138,6.6,4.3,151,7.2,0,1,0,1,3.2,6,19.4,7,5,2,9,25.7,1,8,5,20,2,20,4,0,0,0
2,34,2,2,9/19/2021,ARI,,MIN,"W, 34-33",*,29,36,16,41,296,8.2,209,7.2,5.8,191,6.6,0,2,0,1,2.9,1,2.9,6,6,0,9,22,2,7.5,5,31,2,28,5.6,3,0.6,0
3,35,3,3,9/26/2021,ARI,@,JAX,"W, 31-19",*,28,34,14,41.2,263,7.7,173,6.2,5.1,143,5.1,1,0,0,0,0,4,11.8,4,0,1,1,2.7,3,5.7,7,19,2,18,2.6,1,0.1,0
4,36,4,4,10/3/2021,ARI,@,LAR,"W, 37-20",*,24,32,11,31.4,230,7.2,128,5.3,4,140,5.8,0,3,0,1,3.4,2,6.9,7,8,0,11,28.2,4,9.5,6,39,2,39,6.5,0,0,0
5,37,5,5,10/10/2021,ARI,,SFO,"W, 17-10",*,22,31,11,33.3,218,7,121,5.5,3.9,118,5.4,0,3,0,1,3.6,3,10.7,6,4,1,7,21.2,0,,7,1,1,-3,-0.4,4,0.6,0
6,38,6,6,10/17/2021,ARI,@,CLE,"W, 37-14",*,20,30,11,34.4,264,8.8,153,7.7,5.1,76,3.8,1,2,0,2,7.1,4,14.3,13,7,1,10,31.3,0,,7,6,1,5,0.7,1,0.1,0
7,39,7,7,10/24/2021,ARI,,HOU,"W, 31-5",*,20,28,15,46.9,260,9.3,179,9,6.4,82,4.1,2,0,0,1,3.6,3,10.7,1,2,0,6,17.6,2,6,6,10,0,10,1.7,0,0,0
8,40,8,8,10/28/2021,ARI,,GNB,"L, 21-24",*,22,33,12,34.3,304,9.2,135,6.1,4.1,139,6.3,0,1,0,0,0,7,21.9,4,6,1,9,24.3,2,8,6,21,2,21,3.5,0,0,0
9,41,12,13,12/5/2021,ARI,@,CHI,"W, 33-22",*,11,15,6,37.5,58,3.9,41,3.7,2.7,82,7.5,0,0,0,1,6.7,2,13.3,4,2,0,3,15,4,6.5,10,59,3,54,5.4,5,0.5,0
10,42,13,14,12/13/2021,ARI,,LAR,"L, 23-30",*,32,49,17,32.1,505,10.3,237,7.4,4.8,146,4.6,2,0,0,1,2,10,20.4,14,12,2,18,30.5,6,10.2,7,61,3,37,5.3,24,3.4,0
11,43,14,15,12/19/2021,ARI,@,DET,"L, 12-30",*,23,41,13,30.2,311,7.6,120,5.2,2.9,137,6,1,3,0,4,10.5,4,10.5,11,3,1,6,14,0,,4,3,0,3,0.8,0,0,0
12,44,15,16,12/25/2021,ARI,,IND,"L, 16-22",*,27,43,12,27.9,272,6.3,100,3.7,2.3,145,5.4,0,3,0,1,2.5,9,22.5,12,5,0,5,11.4,1,10,4,74,2,74,18.5,0,0,0
13,45,16,17,1/2/2022,ARI,@,DAL,"W, 25-22",*,26,38,11,28.2,339,8.9,153,5.9,4,110,4.2,1,2,0,0,0,6,16.7,16,3,3,7,17.5,1,2,9,44,4,43,4.8,1,0.1,0
14,46,17,18,1/9/2022,ARI,,SEA,"L, 30-38",*,28,39,10,22.7,265,6.8,99,3.5,2.5,141,5,2,0,0,2,5.1,5,12.8,5,6,1,12,25,4,6,5,35,1,27,5.4,8,1.6,0
,,,,,,,,5-Sep,,333,481,172,33.6,3847,8,1986,6,4.1,1801,5.4,10,20,0,16,3.5,66,14.3,110,69,13,113,20.8,30,7.6,88,423,25,376,4.3,47,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
