,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,24,1,1,9/8/2019,IND,@,LAC,"L, 24-30 (OT)",*,21,27,9,31,158,5.9,92,4.4,3.4,98,4.7,0,0,0,3,11.1,1,3.7,2,0,3,5,16.7,1,6,3,9,1,9,3,0,0,0,
2,25,2,2,9/15/2019,IND,@,TEN,"W, 19-17",*,17,28,8,25.8,140,5,42,2.5,1.5,104,6.1,1,2,1,0,0,3,12,6,4,2,9,25.7,4,5.3,7,25,3,8,1.1,17,2.4,0,
3,26,3,3,9/22/2019,IND,,ATL,"W, 27-24",*,28,37,15,39.5,206,5.6,143,5.1,3.9,167,6,3,1,0,1,2.8,4,11.1,13,5,3,9,23.1,1,6,3,4,1,-2,-0.7,6,2,0,
4,27,4,4,9/29/2019,IND,,OAK,"L, 24-31",*,24,46,14,30.4,484,10.5,144,6,3.1,121,5,2,0,0,5,10.9,8,17.4,7,0,3,3,6,4,5,5,19,1,18,3.6,1,0.2,0,
5,28,5,5,10/6/2019,IND,@,KAN,"W, 19-13",*,18,29,7,24.1,148,5.1,45,2.5,1.6,106,5.9,0,4,0,0,0,5,20,8,4,3,7,22.6,2,4,6,9,3,9,1.5,0,0,0,
6,29,6,7,10/20/2019,IND,,HOU,"W, 30-23",*,26,39,18,45,281,7.2,145,5.6,3.7,181,7,1,3,0,2,5.6,6,16.7,21,4,6,11,26.2,2,4,5,6,0,4,0.8,2,0.4,0,
7,30,7,8,10/27/2019,IND,,DEN,"W, 15-13",*,15,25,9,31,205,8.2,112,7.5,4.5,90,6,3,0,1,0,0,4,16.7,10,3,3,10,29.4,5,6.4,6,34,1,34,5.7,0,0,0,
8,31,8,9,11/3/2019,IND,@,PIT,"L, 24-26",*,4,5,2,33.3,24,4.8,30,7.5,6,29,7.3,0,0,0,0,0,1,20,0,2,0,3,42.9,1,7,2,4,0,4,2,0,0,1,2
9,32,10,11,11/17/2019,IND,,JAX,"W, 33-13",*,15,24,9,33.3,219,9.1,62,4.1,2.6,86,5.7,0,3,0,1,4.8,2,9.5,8,5,4,12,41.4,2,6,2,12,1,12,6,0,0,0,
10,33,11,12,11/21/2019,IND,@,HOU,"L, 17-20",*,16,25,9,34.6,178,7.1,41,2.6,1.6,88,5.5,0,0,1,1,4.2,4,16.7,5,0,3,4,13.8,3,5,4,20,1,17,4.3,3,0.8,0,
11,34,12,13,12/1/2019,IND,,TEN,"L, 17-31",*,25,40,15,34.9,322,8.1,168,6.7,4.2,151,6,0,2,0,3,7.9,9,23.7,10,10,6,19,44.2,0,,1,-1,0,-1,-1,0,0,0,
12,35,13,14,12/8/2019,IND,@,TAM,"L, 35-38",*,19,36,7,18.9,359,10,167,8.8,4.6,84,4.4,1,1,0,4,11.4,8,22.9,17,3,6,10,25,3,5.7,4,26,3,23,5.8,3,0.8,0,
13,36,14,15,12/16/2019,IND,@,NOR,"L, 7-34",*,18,34,8,22.9,311,9.1,99,5.5,2.9,66,3.7,0,1,0,0,0,10,30.3,17,5,6,12,33.3,1,7,1,7,1,7,7,0,0,0,
14,37,15,16,12/22/2019,IND,,CAR,"W, 38-6",*,14,27,6,20,289,10.7,84,6,3.1,35,2.5,1,3,0,2,8.3,7,29.2,9,8,3,14,43.8,2,18,3,37,3,37,12.3,0,0,0,
15,38,16,17,12/29/2019,IND,@,JAX,"L, 20-38",*,12,25,7,25,197,7.9,63,5.3,2.5,99,8.3,0,1,0,2,8.3,6,25,2,3,3,9,30,2,3.5,4,17,1,7,1.8,10,2.5,0,
,,,,,,,,8-Jul,,272,447,143,30.2,3521,7.9,1437,5.3,3.2,1505,5.5,12,21,3,24,5.7,78,18.4,135,56,54,137,27,33,6.1,56,228,20,186,3.3,42,0.8,1,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
