,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,27,1,1,9/5/2019,CHI,,GNB,"L, 3-10",*,26,45,10,20,378,8.4,130,5,2.9,98,3.8,1,1,0,2,4.5,8,18.2,17,7,5,17,32.7,2,5,3,11,1,8,2.7,3,1,0,
2,28,2,2,9/15/2019,CHI,@,DEN,"W, 16-14",*,16,27,7,25.9,212,7.9,49,3.1,1.8,71,4.4,0,0,0,2,7.4,4,14.8,11,10,1,11,40.7,0,,1,8,0,8,8,0,0,0,
3,29,3,3,9/23/2019,CHI,@,WAS,"W, 31-15",*,25,31,15,44.1,162,5.2,111,4.4,3.6,120,4.8,0,0,0,3,9.7,3,9.7,13,3,1,7,20.6,0,,1,2,0,2,2,0,0,0,
5,31,6,7,10/20/2019,CHI,,NOR,"L, 25-36",*,34,54,16,28.6,338,6.3,120,3.5,2.2,131,3.9,0,2,0,2,3.8,12,23.1,18,3,5,10,17.9,0,,0,0,0,0,,0,,0,
6,32,7,8,10/27/2019,CHI,,LAC,"L, 16-17",*,23,35,9,23.1,308,8.8,165,7.2,4.7,88,3.8,2,0,1,0,0,5,14.7,3,1,1,6,14.6,2,6,4,10,1,10,2.5,0,0,0,
7,33,8,9,11/3/2019,CHI,@,PHI,"L, 14-22",*,10,21,3,12.5,225,10.7,74,7.4,3.5,51,5.1,0,0,0,4,19,5,23.8,6,2,1,6,24,1,7,2,15,1,15,7.5,0,0,0,
8,34,9,10,11/10/2019,CHI,,DET,"W, 20-13",*,16,23,7,25,221,9.6,111,6.9,4.8,62,3.9,1,0,0,1,4.3,2,8.7,5,2,2,9,31,1,3,3,8,1,3,1,5,1.7,1,3
9,35,10,11,11/17/2019,CHI,@,LAR,"L, 7-17",*,24,43,10,22.7,335,7.8,95,4,2.2,95,4,0,2,0,1,2.4,8,19.5,9,8,1,10,22.2,1,4,1,4,0,4,4,0,0,0,
10,36,11,12,11/24/2019,CHI,,NYG,"W, 19-14",*,25,41,14,32.6,365,8.9,149,6,3.6,129,5.2,1,0,0,2,4.9,10,24.4,6,4,4,10,21.7,3,6.3,7,18,2,6,0.9,12,1.7,1,7
11,37,12,13,11/28/2019,CHI,@,DET,"W, 24-20",*,29,38,16,41,335,8.8,238,8.2,6.3,100,3.4,0,0,0,1,2.6,4,10.5,8,2,2,5,11.9,3,1.7,4,4,0,4,1,0,0,0,
12,38,13,14,12/5/2019,CHI,,DAL,"W, 31-24",*,23,31,12,36.4,199,6.4,94,4.1,3,150,6.5,1,0,0,0,0,4,12.9,11,2,0,4,10.8,4,8,10,63,5,48,4.8,15,1.5,1,10
13,39,14,15,12/15/2019,CHI,@,GNB,"L, 13-21",*,29,53,15,26.8,536,10.1,222,7.7,4.2,112,3.9,1,0,1,3,5.8,14,26.9,8,3,2,8,13.6,3,6.7,4,29,0,20,5,9,2.3,1,4
14,40,15,16,12/22/2019,CHI,,KAN,"L, 3-26",*,18,34,8,21.6,275,8.1,64,3.6,1.9,93,5.2,0,0,1,6,18.2,7,21.2,16,2,4,9,23.7,1,8,6,20,1,11,1.8,9,1.5,0,
15,41,16,17,12/29/2019,CHI,@,MIN,"W, 21-19",*,26,37,13,31.7,214,5.8,104,4,2.8,103,4,1,2,0,0,0,7,20,9,7,3,14,33.3,1,1,2,1,0,1,0.5,0,0,0,
,,,,,,,,7-Aug,,326,516,156,28.2,4108,8,1729,5.3,3.4,1409,4.3,8,7,3,28,5.5,93,18.4,140,56,32,126,21.9,22,5.5,48,193,12,140,2.9,53,1.1,4,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
