,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,207,1,1,9/8/2024,LAR,@,DET,"L, 20-26 (OT)",*,34,49,15,29.4,290,5.9,146,4.3,3,171,5,0,1,0,4,8.3,6,12.5,14,5,9,16,31.4,0,,0,0,0,0,0,0,0,0
2,208,2,2,9/15/2024,LAR,@,ARI,"L, 10-41",*,19,27,9,28.1,159,5.9,112,5.9,4.1,104,5.5,0,0,0,2,7.4,5,18.5,6,1,4,10,31.3,0,,0,0,0,0,0,0,0,0
3,209,3,3,9/22/2024,LAR,,SFO,"W, 27-24",*,16,25,8,28.6,263,10.5,139,8.7,5.6,82,5.1,0,3,0,0,0,3,13.6,7,3,2,8,28.6,0,,0,0,0,0,0,0,0,0
4,210,4,4,9/29/2024,LAR,@,CHI,"L, 18-24",*,20,29,11,34.4,201,6.9,137,6.9,4.7,87,4.4,2,0,0,0,0,6,20.7,11,1,4,8,25,0,,1,-1,0,-1,-1,0,0,0
5,211,5,5,10/6/2024,LAR,,GNB,"L, 19-24",*,29,45,11,22.9,277,6.2,143,4.9,3.2,117,4,0,0,0,0,0,11,24.4,14,5,6,14,29.2,0,,0,0,0,0,0,0,0,0
6,212,6,7,10/20/2024,LAR,,LVR,"W, 20-15",*,14,23,6,25,143,6.2,48,3.4,2.1,106,7.6,2,1,0,1,4.5,4,18.2,10,0,1,2,8.3,0,,2,-2,0,-2,-1,0,0,0
7,213,7,8,10/24/2024,LAR,,MIN,"W, 30-20",*,25,34,16,47.1,250,7.4,151,6,4.4,128,5.1,1,0,0,2,5.9,3,8.8,11,2,2,4,11.8,0,,3,-4,0,-4,-1.3,0,0,0
8,214,8,9,11/3/2024,LAR,@,SEA,"W, 26-20 (OT)",*,25,44,13,29.5,438,10,190,7.6,4.3,108,4.3,1,2,0,1,2.4,9,21.4,8,2,7,9,20.5,0,,1,0,0,0,0,0,0,0
9,215,9,10,11/11/2024,LAR,,MIA,"L, 15-23",*,32,46,16,32,236,5.1,173,5.4,3.8,120,3.8,3,0,1,1,2.2,8,17.8,7,3,3,10,20,0,,1,0,0,0,0,0,0,0
10,216,10,11,11/17/2024,LAR,@,NWE,"W, 28-22",*,18,27,13,48.1,289,10.7,169,9.4,6.3,126,7,1,0,0,0,0,7,25.9,16,0,4,4,14.8,0,,4,0,1,0,0,0,0,0
11,217,11,12,11/24/2024,LAR,,PHI,"L, 20-37",*,24,36,13,31.7,233,6.5,136,5.7,3.8,107,4.5,1,2,0,0,0,3,8.8,7,0,6,11,26.2,1,15,1,15,1,15,15,0,0,0
12,218,12,13,12/1/2024,LAR,@,NOR,"W, 21-14",*,14,24,9,34.6,199,8.3,105,7.5,4.4,78,5.6,0,1,0,0,0,8,34.8,4,0,4,6,23.1,0,,4,3,2,0,0,3,0.8,0
13,219,13,14,12/8/2024,LAR,,BUF,"W, 44-42",*,23,30,15,50,276,9.2,193,8.4,6.4,127,5.5,0,0,0,1,3.3,4,13.3,8,2,3,5,16.7,0,,0,0,0,0,0,0,0,0
14,220,14,15,12/12/2024,LAR,@,SFO,"W, 12-6",*,16,27,6,22.2,177,6.6,75,4.7,2.8,85,5.3,0,1,0,2,7.7,4,15.4,8,0,5,5,17.9,1,11,4,18,3,16,4,2,0.5,0
15,221,15,16,12/22/2024,LAR,@,NYJ,"W, 19-9",*,14,19,7,36.8,69,3.6,26,1.9,1.4,84,6,2,0,0,1,5.3,2,10.5,5,0,1,1,5.3,0,,3,-4,0,-4,-1.3,0,0,0
16,222,16,17,12/28/2024,LAR,,ARI,"W, 13-9",*,17,32,8,25,196,6.1,93,5.5,2.9,96,5.6,2,4,0,0,0,5,17.9,8,7,2,9,27.3,1,12,6,16,3,16,2.7,0,0,0
16,,17,18,1/5/2025,LAR,,SEA,"L, 25-30",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6-Oct,,340,517,176,32.3,3696,7.1,2036,6,3.9,1726,5.1,15,15,1,15,3,88,17.6,144,31,63,122,22.3,3,12.7,,,,,,,,
