,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,64,1,1,9/11/2022,KAN,@,ARI,"W, 44-21",*,30,39,22,56.4,304,7.8,168,5.6,4.3,192,6.4,0,0,0,3,7.7,6,15.4,23,18,6,24,58.5,2,2.5,3,5,1,5,1.7,0,0,0
2,65,2,2,9/15/2022,KAN,,LAC,"W, 27-24",*,24,35,11,30.6,249,7.1,132,5.5,3.8,103,4.3,0,3,0,0,0,4,12.5,9,1,2,4,11.1,0,,2,-1,0,-1,-0.5,0,0,0
3,66,3,3,9/25/2022,KAN,@,IND,"L, 17-20",*,20,35,12,33.3,292,8.3,100,5,2.9,162,8.1,1,3,0,2,6.3,5,15.6,2,4,4,9,22.5,4,6.5,4,26,3,26,6.5,0,0,0
4,67,4,4,10/2/2022,KAN,@,TAM,"W, 41-31",*,23,37,17,42.5,262,7.1,126,5.5,3.4,123,5.3,0,1,0,3,8.3,6,16.7,10,2,3,8,18.6,3,8.3,4,34,2,34,8.5,0,0,0
5,68,5,5,10/10/2022,KAN,,LVR,"W, 30-29",*,29,43,18,39.1,274,6.4,142,4.9,3.3,150,5.2,0,1,0,2,4.8,9,21.4,19,3,3,9,18.8,2,10,4,28,1,27,6.8,1,0.3,0
6,69,6,6,10/16/2022,KAN,,BUF,"L, 20-24",*,25,40,16,37.2,220,5.5,139,5.6,3.5,199,8,2,3,0,1,2.7,8,21.6,10,0,6,9,19.1,4,5.3,4,21,2,19,4.8,2,0.5,0
7,70,7,7,10/23/2022,KAN,@,SFO,"W, 44-23",*,25,34,19,54.3,265,7.8,229,9.2,6.7,194,7.8,1,2,0,1,3.1,5,15.6,9,3,1,5,14.3,0,,0,0,0,0,,0,,0
8,71,8,9,11/6/2022,KAN,,TEN,"W, 20-17 (OT)",*,43,68,23,31.9,466,6.9,230,5.3,3.4,216,5,1,6,0,7,11.3,9,14.5,5,6,3,13,16.7,6,10.5,6,63,3,61,10.2,2,0.3,0
9,72,9,10,11/13/2022,KAN,,JAX,"W, 27-17",*,26,35,17,48.6,252,7.2,197,7.6,5.6,134,5.2,0,0,0,3,8.6,4,11.4,3,0,4,4,10,5,8,7,39,2,39,5.6,0,0,0
10,73,10,11,11/20/2022,KAN,@,LAC,"W, 30-27",*,20,34,15,42.9,340,10,187,9.4,5.5,142,7.1,0,2,0,1,3.1,6,18.8,13,0,5,6,15.8,3,8,4,23,1,23,5.8,0,0,0
11,74,11,12,11/27/2022,KAN,,LAR,"W, 26-10",*,27,42,20,47.6,264,6.3,160,5.9,3.8,160,5.9,1,5,0,1,2.7,7,18.9,8,7,2,9,19.6,4,9,4,36,3,36,9,0,0,0
12,75,12,13,12/4/2022,KAN,@,CIN,"L, 24-27",*,16,27,11,37.9,228,8.4,72,4.5,2.7,151,9.4,1,4,0,1,4.3,3,13,6,3,6,11,35.5,2,4.5,2,9,1,9,4.5,0,0,0
13,76,13,14,12/11/2022,KAN,@,DEN,"W, 34-28",*,28,42,15,34.1,294,7,79,2.8,1.9,273,9.8,0,0,0,2,4.8,9,21.4,14,1,3,6,13.6,0,,3,-3,0,-3,-1,0,0,0
14,77,14,15,12/18/2022,KAN,@,HOU,"W, 30-24 (OT)",*,36,41,20,46.5,219,5.3,123,3.4,3,213,5.9,0,0,0,1,2.4,2,4.9,10,0,1,3,6.5,3,10.3,5,33,3,33,6.6,0,0,0
15,78,15,16,12/24/2022,KAN,,SEA,"W, 24-10",*,16,28,9,31,209,7.5,65,4.1,2.3,159,9.9,0,1,0,3,11.1,3,11.1,2,3,2,6,19.4,2,4,2,8,1,5,2.5,3,1.5,0
16,79,16,17,1/1/2023,KAN,,DEN,"W, 27-24",*,29,42,18,42.9,313,7.5,141,4.9,3.4,187,6.4,1,0,0,1,2.4,7,16.7,9,1,3,4,8.9,3,3,4,8,0,8,2,0,0,0
17,80,17,18,1/7/2023,KAN,@,LVR,"W, 31-13",*,18,26,9,32.1,235,9,107,5.9,4.1,95,5.3,0,2,0,1,4.2,2,8.3,8,6,2,10,32.3,3,9.7,3,29,2,24,8,5,1.7,0
,,,,,,,,14-3,,435,648,272,40.4,4686,7.2,2397,5.5,3.7,2853,6.6,8,33,0,33,5.4,95,15.4,160,58,56,140,19.4,46,7.5,61,358,25,345,5.7,13,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
