,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,63,1,1,9/9/2018,MIN,,SFO,"W, 24-16",*,20,36,15,38.5,255,7.1,91,4.6,2.5,153,7.7,0,3,0,3,9.1,5,15.2,9,7,1,11,25.6,4,6.5,4,26,1,26,6.5,0,0,0,
2,64,2,2,9/16/2018,MIN,@,GNB,"T, 29-29 (OT)",*,35,48,20,40,361,7.5,250,7.1,5.2,175,5,0,1,0,4,8.5,3,6.4,9,6,2,10,19.2,2,2.5,2,5,0,5,2.5,0,0,0,
3,65,3,3,9/23/2018,MIN,,BUF,"L, 6-27",*,40,55,17,28.8,335,6.1,127,3.2,2.3,169,4.2,0,0,0,2,3.6,6,10.9,9,8,2,14,23.3,1,2,2,2,0,2,1,0,0,0,
4,66,4,4,9/27/2018,MIN,@,LAR,"L, 31-38",*,36,50,22,40.7,304,6.1,226,6.3,4.5,196,5.4,0,3,0,2,4.3,3,6.4,18,10,4,18,32.1,2,12,4,28,3,18,4.5,10,2.5,1,4
5,67,5,5,10/7/2018,MIN,@,PHI,"W, 23-21",*,30,37,13,34.2,217,5.9,140,4.7,3.8,161,5.4,0,0,0,0,0,3,8.1,8,6,5,12,30.8,1,3,5,1,0,1,0.2,0,0,0,
6,68,6,6,10/14/2018,MIN,,ARI,"W, 27-17",*,24,34,12,31.6,160,4.7,141,5.9,4.1,92,3.8,0,1,1,1,3.1,1,3.1,10,6,1,11,28.2,1,5,4,14,2,13,3.3,1,0.3,0,
7,69,7,7,10/21/2018,MIN,@,NYJ,"W, 37-17",*,25,40,10,24.4,414,10.4,169,6.8,4.2,72,2.9,0,3,0,2,5.4,4,10.8,15,6,5,12,29.3,0,,2,-1,0,-1,-0.5,0,0,0,
8,70,8,8,10/28/2018,MIN,,NOR,"L, 20-30",*,31,41,19,42.2,281,6.9,230,7.4,5.6,129,4.2,0,0,1,0,0,2,5,9,1,2,7,15.6,0,,2,3,0,1,0.5,2,1,0,
9,71,9,9,11/4/2018,MIN,,DET,"W, 24-9",*,18,22,10,43.5,131,6,65,3.6,3,99,5.5,0,0,0,1,4.5,2,9.1,1,1,0,2,8.7,0,,2,3,1,3,1.5,0,0,0,
10,72,10,11,11/18/2018,MIN,@,CHI,"L, 20-25",*,30,46,15,31.3,371,8.1,166,5.5,3.6,96,3.2,0,1,0,0,0,10,22.2,4,11,4,17,34.7,1,5,1,5,0,5,5,0,0,0,
11,73,11,12,11/25/2018,MIN,,GNB,"W, 24-17",*,29,38,18,45,275,7.2,185,6.4,4.9,157,5.4,0,0,1,1,2.7,5,13.5,7,1,2,5,11.6,3,5.3,6,17,1,15,2.5,2,0.3,0,
12,74,12,13,12/2/2018,MIN,@,NWE,"L, 10-24",*,32,44,11,23.9,298,6.8,94,2.9,2.1,107,3.3,0,0,0,2,4.5,7,15.9,14,2,4,8,17.4,0,,0,0,0,0,,0,,0,
13,75,13,14,12/10/2018,MIN,@,SEA,"L, 7-21",*,20,33,9,25.7,246,7.5,104,5.2,3.2,104,5.2,0,2,0,3,9.7,4,12.9,3,14,4,20,57.1,0,,3,5,2,5,1.7,0,0,0,
14,76,14,15,12/16/2018,MIN,,MIA,"W, 41-17",*,14,21,10,43.5,144,6.9,123,8.8,5.9,92,6.6,0,1,0,1,5,2,10,9,1,2,5,20.8,1,3,5,7,2,4,0.8,3,0.6,0,
15,77,15,16,12/23/2018,MIN,@,DET,"W, 27-9",*,21,28,11,36.7,308,11,164,7.8,5.9,89,4.2,0,0,0,1,3.6,6,21.4,11,1,0,3,10,0,,1,1,0,1,1,0,0,0,
16,78,16,17,12/30/2018,MIN,,CHI,"L, 10-24",*,20,33,6,16.2,290,8.8,70,3.5,2.1,62,3.1,0,2,0,2,6.5,5,16.1,7,16,1,21,55.3,1,7,1,7,0,7,7,0,0,0,
,,,,,,,,8/7/2001,,425,606,218,33.7,4390,7.2,2345,5.5,3.9,1953,4.6,0,17,3,25,4.3,68,11.6,143,97,39,176,26.5,17,5.6,44,123,12,105,2.4,18,0.4,1,44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
