,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,14,1,1,9/14/2020,NYG,,PIT,"L, 16-26",*,26,41,16,36.4,232,5.7,163,6.3,4,116,4.5,0,2,0,4,10.3,5,12.8,26,9,5,17,36.2,3,7.7,4,22,2,20,5,2,0.5,0,
2,15,2,2,9/20/2020,NYG,@,CHI,"L, 13-17",*,25,40,15,34.1,254,6.4,166,6.6,4.2,75,3,0,2,2,2,5.6,4,11.1,14,1,1,6,12.8,3,7,3,21,1,20,6.7,1,0.3,0,
3,16,3,3,9/27/2020,NYG,,SFO,"L, 9-36",*,17,32,8,23.5,284,8.9,140,8.2,4.4,39,2.3,1,1,0,0,0,8,25.8,12,7,3,12,34.3,1,7,5,49,2,45,9,4,0.8,0,
4,17,4,4,10/4/2020,NYG,@,LAR,"L, 9-17",*,23,36,11,26.8,209,5.8,72,3.1,2,118,5.1,0,1,0,2,5.7,6,17.1,17,3,3,11,24.4,4,9.5,6,45,3,33,5.5,12,2,0,
5,18,5,5,10/11/2020,NYG,@,DAL,"L, 34-37",*,20,33,11,31.4,194,5.9,111,5.6,3.4,111,5.6,0,4,0,2,6.9,5,17.2,13,8,7,17,48.6,0,,2,-7,0,-7,-3.5,0,0,0,
6,19,6,6,10/18/2020,NYG,,WAS,"W, 20-19",*,12,19,8,40,151,7.9,74,6.2,3.9,38,3.2,1,1,0,0,0,2,11.1,8,4,4,9,42.9,1,8,7,74,2,72,10.3,2,0.3,0,
7,20,7,7,10/22/2020,NYG,@,PHI,"L, 21-22",*,20,30,8,24.2,180,6,90,4.5,3,97,4.9,1,1,0,3,10.3,4,13.8,11,0,5,8,23.5,1,10,4,92,1,86,21.5,6,1.5,0,
8,21,8,8,11/2/2020,NYG,,TAM,"L, 23-25",*,25,41,16,36.4,325,7.9,139,5.6,3.4,117,4.7,2,1,0,0,0,11,27.5,21,6,7,16,35.6,1,15,3,20,1,18,6,2,0.7,0,
9,22,9,9,11/8/2020,NYG,@,WAS,"W, 23-20",*,23,34,9,23.1,181,5.3,122,5.3,3.6,90,3.9,1,1,0,3,9.1,6,18.2,19,3,4,12,30.8,0,,6,4,0,0,0,4,0.7,0,
10,23,10,10,11/15/2020,NYG,,PHI,"W, 27-17",*,21,28,12,38.7,237,8.5,185,8.8,6.6,59,2.8,0,0,0,2,7.1,4,14.3,9,1,4,8,24.2,2,9.5,9,64,3,60,6.7,4,0.4,1,9
11,24,11,12,11/29/2020,NYG,@,CIN,"W, 19-17",*,16,27,9,33.3,236,8.7,150,9.4,5.6,63,3.9,1,0,0,2,7.4,3,11.1,7,1,0,1,3.3,3,4,6,19,2,14,2.3,5,0.8,0,
12,25,13,14,12/13/2020,NYG,,ARI,"L, 7-26",*,11,21,6,22.2,239,11.4,110,10,5.2,17,1.5,0,0,0,0,0,5,23.8,8,3,3,12,44.4,0,,0,0,0,0,,0,,0,
13,26,15,16,12/27/2020,NYG,@,BAL,"L, 13-27",*,24,41,16,34,386,9.4,144,6,3.5,108,4.5,1,0,0,1,2.4,9,22,28,9,5,20,41.7,1,3,1,3,0,3,3,0,0,0,
14,27,16,17,1/3/2021,NYG,,DAL,"W, 23-19",*,17,25,12,44.4,287,11.5,161,9.5,6.4,68,4,0,0,0,2,8,4,16,7,1,4,7,24.1,2,9,9,17,0,11,1.2,6,0.7,0,
,,,,,,,,9-May,,280,448,157,31.8,3395,7.6,1827,6.5,4.1,1116,4,8,14,2,23,5.3,76,17.6,200,56,55,156,30.3,22,7.9,65,423,17,375,5.8,48,0.7,1,65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
