,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,78,1,1,9/8/2024,SEA,,DEN,"W, 26-20",*,18,25,11,40.7,167,6.7,104,5.8,4.2,67,3.7,0,0,0,0,0,7,28,10,1,5,8,28.6,1,34,4,30,1,30,7.5,0,0,0
2,79,2,2,9/15/2024,SEA,@,NWE,"W, 23-20 (OT)",*,33,44,11,23.4,363,8.3,166,5,3.8,161,4.9,0,0,1,4,9.3,2,4.7,15,5,3,11,22.9,1,5,5,8,3,6,1.2,2,0.4,0
3,80,3,3,9/22/2024,SEA,,MIA,"W, 24-3",*,26,34,13,35.1,186,5.5,137,5.3,4,152,5.8,0,1,0,0,0,4,12.1,8,4,3,10,27,0,,2,-2,0,-2,-1,0,0,0
4,81,4,4,9/30/2024,SEA,@,DET,"L, 29-42",*,38,56,22,37.3,305,5.4,181,4.8,3.2,214,5.6,1,3,0,2,3.8,4,7.5,21,5,5,13,21,3,8,5,38,4,34,6.8,4,0.8,0
5,82,5,5,10/6/2024,SEA,,NYG,"L, 20-29",*,28,40,14,29.8,198,5,141,5,3.5,143,5.1,2,1,0,5,12.8,2,5.1,10,1,1,9,17.6,4,18,4,72,2,65,16.3,7,1.8,0
6,83,6,6,10/10/2024,SEA,,SFO,"L, 24-36",*,30,52,18,34,452,8.7,139,4.6,2.7,173,5.8,0,2,1,4,8.2,7,14.3,4,2,4,7,13.2,0,,1,0,0,0,0,0,0,0
7,84,7,7,10/20/2024,SEA,@,ATL,"W, 34-14",*,18,28,11,37.9,337,12,141,7.8,5,66,3.7,0,1,0,1,3.7,3,11.1,9,6,4,11,34.4,3,5,4,15,0,15,3.8,0,0,0
8,85,8,8,10/27/2024,SEA,,BUF,"L, 10-31",*,21,29,13,43.3,85,2.9,76,3.6,2.6,136,6.5,3,2,0,0,0,1,3.7,5,1,4,6,18.8,2,11.5,5,16,1,16,3.2,0,0,0
9,86,9,9,11/3/2024,SEA,,LAR,"L, 20-26 (OT)",*,21,34,14,34.1,355,10.4,220,10.5,6.5,143,6.8,2,0,0,2,5.9,6,17.6,6,0,4,11,25.6,2,7,6,16,1,12,2,4,0.7,0
10,87,10,11,11/17/2024,SEA,@,SFO,"W, 20-17",*,25,32,10,27.8,222,6.9,153,6.1,4.8,68,2.7,0,1,0,1,3.2,3,9.7,1,3,2,9,23.7,2,14.5,4,29,2,29,7.3,0,0,0
11,88,11,12,11/24/2024,SEA,,ARI,"W, 16-6",*,22,31,12,33.3,187,6,84,3.8,2.7,170,7.7,3,3,0,0,0,2,7.1,8,0,2,7,18.9,1,4,3,2,0,2,0.7,0,0,0
12,89,12,13,12/1/2024,SEA,@,NYJ,"W, 26-21",*,20,31,7,20.6,186,6,131,6.6,4.2,75,3.8,0,1,0,0,0,7,23.3,10,2,3,8,22.9,1,3,2,2,0,2,1,0,0,0
13,90,13,14,12/8/2024,SEA,@,ARI,"W, 30-18",*,24,30,10,33.3,157,5.2,73,3,2.4,160,6.7,0,1,0,0,0,3,10.3,5,2,2,4,13.3,0,,1,0,0,0,0,0,0,0
14,91,14,15,12/15/2024,SEA,,GNB,"L, 13-30",*,15,19,6,27.3,121,6.4,101,6.7,5.3,48,3.2,0,2,0,0,0,0,0,3,1,4,8,34.8,1,5,1,5,1,5,5,0,0,0
15,92,15,16,12/22/2024,SEA,,MIN,"L, 24-27",*,31,43,17,37.8,332,7.7,153,4.9,3.6,161,5.2,1,1,0,1,2.4,3,7.1,9,1,6,9,19.6,1,8,1,8,0,7,7,1,1,0
16,93,16,17,12/26/2024,SEA,@,CHI,"W, 6-3",*,17,23,7,26.9,74,3.2,40,2.4,1.7,120,7.1,1,1,0,0,0,2,9.1,7,0,4,7,25,2,10,3,19,1,19,6.3,0,0,0
17,94,17,18,1/5/2025,SEA,@,LAR,"W, 30-25",*,20,27,13,44.8,215,8,99,5,3.7,124,6.2,1,0,0,0,0,2,7.4,7,2,1,5,17.2,0,,2,14,1,14,7,0,0,0
,,,,,,,,7-Oct,,407,578,209,33.3,3942,6.8,2139,5.3,3.7,2181,5.4,14,20,2,20,3.6,58,10.4,138,36,57,143,21.9,24,10.7,53,272,17,254,4.8,18,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
