,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,175,1,1,9/8/2019,ATL,@,MIN,"L, 12-28",*,33,46,16,32,360,7.8,186,5.6,4,118,3.6,0,1,0,0,0,6,13.3,10,7,3,14,26.9,2,12,2,24,1,21,10.5,3,1.5,0
2,176,2,2,9/15/2019,ATL,,PHI,"W, 24-20",*,27,43,15,34.1,399,9.3,156,5.8,3.6,164,6.1,2,0,0,2,4.7,5,11.6,13,5,5,11,24.4,1,4,2,3,0,3,1.5,0,0,0
3,177,3,3,9/22/2019,ATL,@,IND,"L, 24-27",*,29,34,17,50,292,8.6,212,7.3,6.2,92,3.2,1,1,0,1,3,2,6.1,5,1,4,5,14.7,0,,2,3,0,3,1.5,0,0,0
4,178,4,4,9/29/2019,ATL,,TEN,"L, 10-24",*,35,53,17,29.3,468,8.8,223,6.4,4.2,174,5,1,3,0,3,6,7,14,11,8,2,15,25,2,9,2,18,1,18,9,0,0,0
5,179,5,5,10/6/2019,ATL,@,HOU,"L, 32-53",*,32,46,14,29.2,366,8,195,6.1,4.2,135,4.2,1,3,0,1,2.3,7,16.3,20,5,0,7,14.3,1,7,3,7,1,6,2,1,0.3,0
6,180,6,6,10/13/2019,ATL,@,ARI,"L, 33-34",*,30,36,20,52.6,319,8.9,261,8.7,7.3,95,3.2,2,2,0,0,0,2,5.9,18,1,4,7,17.5,2,3.5,2,7,0,4,2,3,1.5,0
7,181,7,7,10/20/2019,ATL,,LAR,"L, 10-37",*,16,27,8,25,215,8,122,7.6,4.5,37,2.3,1,0,0,2,7.4,8,29.6,11,5,5,15,45.5,1,2,1,2,0,2,2,0,0,0
8,182,9,10,11/10/2019,ATL,@,NOR,"W, 26-9",*,20,35,9,25,260,7.4,93,4.7,2.7,89,4.5,0,3,0,0,0,4,12.5,12,1,4,6,15.8,2,6.5,2,13,2,13,6.5,0,0,0
9,183,10,11,11/17/2019,ATL,@,CAR,"W, 29-3",*,21,31,15,44.1,296,9.5,239,11.4,7.7,72,3.4,1,1,0,3,10,3,10,7,2,4,9,26.5,0,,2,0,1,-1,-0.5,1,0.5,0
10,184,11,12,11/24/2019,ATL,,TAM,"L, 22-35",*,23,46,12,23.1,452,9.8,193,8.4,4.2,78,3.4,2,3,0,0,0,7,16.3,11,2,4,12,22.6,1,8,1,8,1,8,8,0,0,0
11,185,12,13,11/28/2019,ATL,,NOR,"L, 18-26",*,35,50,18,30.5,345,6.9,223,6.4,4.5,89,2.5,2,2,1,0,0,9,19.1,30,4,4,17,27.4,3,7,3,21,1,15,5,6,2,0
12,186,13,14,12/8/2019,ATL,,CAR,"W, 40-20",*,20,34,13,37.1,322,9.5,176,8.8,5.2,137,6.9,0,3,0,1,3.2,6,19.4,19,2,6,9,25,1,8,1,8,1,8,8,0,0,0
13,187,14,15,12/15/2019,ATL,@,SFO,"W, 29-22",*,25,39,14,34.1,213,5.5,82,3.3,2.1,128,5.1,1,0,0,2,5.1,4,10.3,5,2,5,9,20,4,7,5,27,0,27,5.4,0,0,0
14,188,15,16,12/22/2019,ATL,,JAX,"W, 24-12",*,32,45,20,43.5,391,8.7,262,8.2,5.8,122,3.8,1,2,0,2,4.7,4,9.3,9,2,4,7,14.9,1,9,4,6,1,6,1.5,0,0,0
15,189,16,17,12/29/2019,ATL,@,TAM,"W, 28-22 (OT)",*,30,51,20,35.1,311,6.1,193,6.4,3.8,120,4,4,3,0,0,0,12,25,18,7,8,21,36.8,0,,2,0,0,0,0,0,0,0
,,,,,,,,8-Jul,,408,616,228,34.3,5009,8.1,2816,6.9,4.6,1650,4,19,27,1,17,2.9,86,14.6,199,54,62,164,23.9,21,7.1,34,147,10,133,3.9,14,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
