,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,190,1,1,9/13/2020,ATL,,SEA,"L, 25-38",*,37,54,23,41.1,524,9.7,344,9.3,6.4,106,2.9,1,1,0,4,7.5,5,9.4,19,4,6,12,21.4,0,,1,-1,0,-1,-1,0,0,0
2,191,2,2,9/20/2020,ATL,@,DAL,"L, 39-40",*,24,36,15,40.5,339,9.4,168,7,4.7,105,4.4,0,2,0,2,5.9,4,11.8,7,6,3,10,24.4,4,4,4,16,1,14,3.5,2,0.5,0
3,192,3,3,9/27/2020,ATL,,CHI,"L, 26-30",*,19,38,13,32.5,423,11.1,161,8.5,4.2,77,4.1,1,0,0,3,7.9,12,31.6,10,6,5,13,32.5,0,,1,-1,0,-1,-1,0,0,0
4,193,4,4,10/5/2020,ATL,@,GNB,"L, 16-30",*,28,39,15,34.9,369,9.5,174,6.2,4.5,111,4,0,0,0,1,2.6,5,12.8,7,3,3,10,22.2,2,5,2,10,1,10,5,0,0,0
5,194,5,5,10/11/2020,ATL,,CAR,"L, 16-23",*,21,37,11,28.2,284,7.7,142,6.8,3.8,84,4,0,1,1,3,8.6,6,17.1,7,5,3,10,25.6,0,,1,-1,0,-1,-1,0,0,0
6,195,6,6,10/18/2020,ATL,@,MIN,"W, 40-23",*,30,40,17,40.5,270,6.8,200,6.7,5,171,5.7,0,1,0,0,0,7,17.9,10,1,3,6,13.6,2,6.5,4,8,0,6,1.5,2,0.5,0
7,196,7,7,10/25/2020,ATL,,DET,"L, 22-23",*,31,42,19,43.2,283,6.7,235,7.6,5.6,103,3.3,0,2,0,4,10,3,7.5,15,4,5,11,25,0,,0,0,0,0,,0,,0
8,197,8,8,10/29/2020,ATL,@,CAR,"W, 25-17",*,21,30,14,43.8,258,8.6,191,9.1,6.4,90,4.3,0,0,0,2,6.7,2,6.7,10,1,3,6,16.7,4,7.3,6,27,2,22,3.7,5,0.8,0
9,198,9,9,11/8/2020,ATL,,DEN,"W, 34-27",*,25,35,15,40.5,336,9.6,195,7.8,5.6,89,3.6,2,0,0,1,2.9,4,11.4,13,5,7,14,36.8,1,12,3,10,1,10,3.3,0,0,0
10,199,10,11,11/22/2020,ATL,@,NOR,"L, 9-24",*,19,37,10,22.2,401,10.8,180,9.5,4.9,52,2.7,0,2,0,3,8.6,7,20,20,2,4,14,31.1,0,,0,0,0,0,,0,,0
11,200,11,12,11/29/2020,ATL,,LVR,"W, 43-6",*,22,39,13,32.5,221,5.7,85,3.9,2.2,100,4.5,1,2,0,2,5.4,7,18.9,10,5,7,13,31.7,1,5,1,5,0,5,5,0,0,0
12,201,12,13,12/6/2020,ATL,,NOR,"L, 16-21",*,19,39,12,28.6,453,11.6,217,11.4,5.6,56,2.9,0,1,0,1,2.6,10,26.3,9,2,6,11,26.2,0,,0,0,0,0,,0,,0
13,202,13,14,12/13/2020,ATL,@,LAC,"L, 17-20",*,21,32,10,29.4,290,9.1,115,5.5,3.6,109,5.2,0,1,0,3,9.7,2,6.5,4,3,3,8,22.9,1,3,1,3,1,3,3,0,0,0
14,203,14,15,12/20/2020,ATL,,TAM,"L, 27-31",*,34,49,21,40.4,431,8.8,237,7,4.8,119,3.5,0,1,0,2,4.2,3,6.3,23,2,1,6,11.3,1,16,1,16,1,16,16,0,0,0
15,204,15,16,12/27/2020,ATL,@,KAN,"L, 14-17",*,27,35,17,43.6,228,6.5,150,5.6,4.3,150,5.6,1,1,0,0,0,6,17.6,19,2,9,15,38.5,0,,1,-1,0,-1,-1,0,0,0
16,205,16,17,1/3/2021,ATL,@,TAM,"L, 27-44",*,29,44,17,37.8,227,5.2,140,4.8,3.2,125,4.3,0,3,0,2,4.9,6,14.6,21,4,5,10,22.2,0,,3,1,1,1,0.3,0,0,0
,,,,,,,,12-Apr,,407,626,242,36.3,5337,8.5,2934,7.2,4.7,1647,4,6,18,1,33,5.4,89,14.7,204,55,73,169,24.7,16,6.5,29,92,8,83,2.9,9,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
