,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,61,1,1,9/7/2025,JAX,,CAR,"W, 26-10",*,19,31,9,29,223,7.2,98,5.2,3.2,80,4.2,1,1,1,3,10.3,3,10.3,5,0,1,1,3,2,7,4,12,2,12,3,0,0,0,
2,62,2,2,9/14/2025,JAX,@,CIN,"L, 27-31",*,24,42,15,34.9,311,7.4,118,4.9,2.8,153,6.4,1,1,0,6,14.6,5,12.2,7,1,3,5,11.4,1,3,2,4,1,1,0.5,3,1.5,0,
3,63,3,3,9/21/2025,JAX,,HOU,"W, 17-10",*,20,40,10,23.8,315,7.9,103,5.2,2.6,119,6,2,2,0,5,13.2,6,15.8,5,2,1,5,11.6,1,10,2,9,1,4,2,5,2.5,1,2
4,64,4,4,9/28/2025,JAX,@,SFO,"W, 26-21",*,21,31,8,25.8,196,6.3,113,5.4,3.6,61,2.9,0,0,1,2,6.7,5,16.7,5,1,0,1,3.1,1,2,7,7,2,6,0.9,1,0.1,0,
5,65,5,5,10/6/2025,JAX,,KAN,"W, 31-28",*,18,25,8,28.6,210,8.4,120,6.7,4.8,101,5.6,0,0,0,1,4,2,8,10,0,4,7,20.6,6,8.3,10,54,6,36,3.6,18,1.8,1,10
6,66,6,6,10/12/2025,JAX,,SEA,"L, 12-20",*,27,42,13,26.5,320,7.6,131,4.9,3.1,127,4.7,0,1,0,3,7.3,10,24.4,6,7,6,20,40,1,6,3,9,1,9,3,0,0,0,
7,67,7,7,10/19/2025,JAX,,LAR,"L, 7-35",*,23,48,13,23.6,528,11,214,9.3,4.5,82,3.6,2,0,0,5,10.4,13,27.1,12,7,2,16,28.1,2,9,2,18,1,16,8,2,1,0,
8,68,8,9,11/2/2025,JAX,@,LVR,"W, 30-29 (OT)",*,23,34,9,25.7,287,8.4,130,5.7,3.8,90,3.9,1,0,1,5,15.2,2,6.1,7,2,1,4,10.3,4,3,9,24,4,15,1.7,9,1,0,
9,69,9,10,11/9/2025,JAX,@,HOU,"L, 29-36",*,13,23,7,25,146,6.3,81,6.2,3.5,77,5.9,4,0,0,1,4.3,1,4.3,11,2,0,7,21.9,4,8.3,5,35,2,29,5.8,6,1.2,1,5
10,70,10,11,11/16/2025,JAX,,LAC,"W, 35-6",*,14,22,11,50,194,8.8,108,7.7,4.9,45,3.2,2,0,0,1,4.5,4,18.2,7,3,2,5,20.8,2,2.5,5,9,1,7,1.4,2,0.4,0,
11,71,11,12,11/23/2025,JAX,@,ARI,"W, 27-24 (OT)",*,18,30,13,39.4,271,9,152,8.4,5.1,104,5.8,1,0,0,3,10,4,13.3,13,3,2,8,22.9,2,11.5,5,29,2,24,4.8,5,1,0,
12,72,12,13,11/30/2025,JAX,@,TEN,"W, 25-3",*,16,27,13,43.3,270,10,137,8.6,5.1,92,5.8,1,2,0,1,4,5,20,5,2,2,7,21.9,2,11.5,3,25,1,16,5.3,9,3,0,
13,73,13,14,12/7/2025,JAX,,IND,"W, 36-19",*,17,30,10,33.3,335,11.2,166,9.8,5.5,78,4.6,0,0,0,2,6.7,4,13.3,12,5,0,5,15.6,2,6,4,16,3,12,3,4,1,0,
14,74,14,15,12/14/2025,JAX,,NYJ,"W, 48-20",*,20,32,16,50,346,10.8,226,11.3,7.1,104,5.2,1,4,0,2,7.1,3,10.7,8,2,2,4,11.1,4,12,5,51,3,45,9,6,1.2,0,
15,75,15,16,12/21/2025,JAX,@,DEN,"W, 34-20",*,23,36,12,29.3,281,7.8,134,5.8,3.7,145,6.3,1,2,0,3,8.8,3,8.8,17,9,9,23,53.5,2,8.5,6,20,5,17,2.8,3,0.5,0,
16,76,16,17,12/28/2025,JAX,@,IND,"W, 23-17",*,23,37,12,30.8,368,9.9,170,7.4,4.6,93,4,2,0,0,2,5.4,4,10.8,20,5,5,12,27.9,4,5.5,8,26,4,23,2.9,3,0.4,0,
17,77,17,18,1/4/2026,JAX,,TEN,"W, 41-7",*,22,30,15,46.9,289,9.6,175,8,5.8,80,3.6,1,1,0,0,0,4,13.8,8,8,0,10,29.4,2,5.5,2,11,1,0,0,11,5.5,2,1
,,,,,,,,13-4,,341,560,194,32.3,4890,8.7,2376,7,4.2,1631,4.8,20,14,3,45,8.3,78,14.4,158,59,40,140,21.8,42,7.4,82,359,40,272,3.3,87,1.1,5,16.4
