,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,11,1,1,9/12/2021,MIA,@,NWE,"W, 17-16",*,16,27,9,31,251,9.3,93,5.8,3.4,109,6.8,0,0,0,3,11.1,5,18.5,5,3,2,7,24.1,0,,4,1,1,1,0.3,0,0,0
2,12,2,2,9/19/2021,MIA,,BUF,"L, 0-35",*,1,4,0,0,-6,-1.5,-6,-6,-1.5,19,19,0,1,0,0,0,2,66.7,2,0,1,3,50,0,,0,0,0,0,,0,,0
3,13,6,6,10/17/2021,MIA,@,JAX,"L, 20-23",*,33,47,17,36.2,382,8.1,221,6.7,4.7,108,3.3,0,0,1,2,4.3,8,17.4,12,1,3,4,8,3,7.3,3,22,2,22,7.3,0,0,0
4,14,7,7,10/24/2021,MIA,,ATL,"L, 28-30",*,32,40,17,41.5,245,6.1,173,5.4,4.3,118,3.7,0,0,0,2,5,1,2.5,6,2,2,5,11.4,3,8.7,4,29,2,17,4.3,12,3,0
5,15,8,8,10/31/2021,MIA,@,BUF,"L, 11-26",*,21,39,10,24.4,273,7,112,5.3,2.9,93,4.4,0,2,0,3,8.1,9,24.3,14,13,5,20,46.5,2,4.5,4,10,1,7,1.8,3,0.8,0
6,16,10,10,11/11/2021,MIA,,BAL,"W, 22-10",,8,13,5,35.7,113,8.7,64,8,4.9,94,11.8,0,0,0,0,0,4,30.8,7,1,3,5,35.7,0,,3,0,1,0,0,0,0,0
7,17,11,11,11/21/2021,MIA,@,NYJ,"W, 24-17",*,27,33,13,39.4,175,5.3,141,5.2,4.3,132,4.9,1,0,0,1,3,4,12.1,7,2,2,4,11.8,1,7,3,6,0,4,1.3,2,0.7,0
8,18,12,12,11/28/2021,MIA,,CAR,"W, 33-10",*,27,31,11,33.3,104,3.4,84,3.1,2.7,146,5.4,0,0,0,0,0,2,6.5,15,7,0,9,27.3,0,,4,0,1,0,0,0,0,0
9,19,13,13,12/5/2021,MIA,,NYG,"W, 20-9",*,30,41,17,39.5,280,6.8,171,5.7,4.2,73,2.4,0,0,0,2,4.9,5,12.2,11,2,1,5,11.4,1,2,2,1,0,-1,-0.5,2,1,0
10,20,14,15,12/19/2021,MIA,,NYJ,"W, 31-24",*,16,27,10,35.7,253,9.4,123,7.7,4.6,73,4.6,0,1,0,0,0,3,11.5,9,6,3,10,32.3,3,7.3,7,19,0,15,2.1,4,0.6,0
11,21,15,16,12/27/2021,MIA,@,NOR,"W, 20-3",*,19,26,10,35.7,197,7.6,88,4.6,3.4,110,5.8,0,0,0,0,0,6,23.1,6,2,1,5,17.2,1,1,1,1,0,1,1,0,0,0
12,22,16,17,1/2/2022,MIA,@,TEN,"L, 3-34",*,18,38,11,26.2,351,9.2,130,7.2,3.4,75,4.2,0,1,0,3,8.1,11,29.7,4,4,1,9,20.9,1,1,2,1,0,0,0,1,0.5,0
13,23,17,18,1/9/2022,MIA,,NWE,"W, 33-24",*,15,22,7,30.4,104,4.7,42,2.8,1.9,67,4.5,0,1,0,1,4.8,3,14.3,3,2,0,3,11.5,3,11.7,5,38,5,26,5.2,12,2.4,0
,,,,,,,,5-Aug,,263,388,137,33.6,2722,7,1436,5.5,3.7,1217,4.6,1,6,1,17,4.5,63,16.5,101,45,24,89,20.9,18,6.9,42,128,13,92,2.2,36,0.9,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
