,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,2,2,9/20/2020,LAC,,KAN,"L, 20-23 (OT)",*,22,33,14,40,283,8.6,126,5.7,3.8,185,8.4,0,1,1,0,0,7,22.6,13,2,5,9,23.7,3,2.3,4,18,3,6,1.5,12,3,1,4
2,2,3,3,9/27/2020,LAC,,CAR,"L, 16-21",*,35,49,18,35.3,296,6,144,4.1,2.9,186,5.3,0,0,1,2,4.2,5,10.4,6,5,6,13,24.5,2,7.5,3,15,2,15,5,0,0,0,
3,3,4,4,10/4/2020,LAC,@,TAM,"L, 31-38",*,20,25,9,33.3,193,7.7,129,6.5,5.2,161,8.1,1,0,0,0,0,3,12,9,11,4,17,58.6,2,4.5,5,14,1,10,2,4,0.8,0,
4,4,5,5,10/12/2020,LAC,@,NOR,"L, 27-30 (OT)",*,20,34,12,32.4,384,11.3,166,8.3,4.9,98,4.9,0,1,0,3,9.1,9,27.3,6,2,8,13,34.2,1,5,4,8,0,5,1.3,3,0.8,0,
5,5,6,7,10/25/2020,LAC,,JAX,"W, 39-29",*,27,43,16,36.4,383,8.9,152,5.6,3.5,195,7.2,0,1,0,2,4.8,11,26.2,12,3,4,8,17,3,10.3,9,66,4,55,6.1,11,1.2,0,
6,6,7,8,11/1/2020,LAC,@,DEN,"L, 30-31",*,29,43,15,33.3,281,6.5,138,4.8,3.2,140,4.8,1,2,0,2,4.9,5,12.2,14,15,2,19,40.4,2,5,3,21,2,21,7,0,0,0,
7,7,8,9,11/8/2020,LAC,,LVR,"L, 26-31",*,28,42,18,40.9,309,7.4,195,7,4.6,131,4.7,0,0,1,1,2.4,7,17.1,5,5,5,12,25.5,3,3.3,5,24,1,14,2.8,10,2,0,
8,8,9,10,11/15/2020,LAC,@,MIA,"L, 21-29",*,20,32,10,29.4,229,7.2,55,2.8,1.7,132,6.6,0,0,0,0,0,6,18.8,15,1,6,9,25,2,5,4,10,1,10,2.5,0,0,0,
9,9,10,11,11/22/2020,LAC,,NYJ,"W, 34-28",*,37,49,18,34.6,328,6.7,196,5.3,4,170,4.6,0,0,0,2,4.1,7,14.3,20,7,4,14,25.9,2,5.5,2,11,2,2,1,9,4.5,0,
10,10,11,12,11/29/2020,LAC,@,BUF,"L, 17-27",*,31,52,16,29.1,312,6,166,5.4,3.2,150,4.8,2,1,0,4,7.8,8,15.7,28,5,5,13,23.6,0,,2,-2,0,-2,-1,0,0,0,
11,11,12,13,12/6/2020,LAC,,NWE,"L, 0-45",*,26,53,12,21.4,329,6.2,80,3.1,1.5,129,5,1,0,1,1,1.9,17,32.7,5,14,8,25,44.6,0,,0,0,0,0,,0,,0,
12,12,13,14,12/13/2020,LAC,,ATL,"W, 20-17",*,36,44,14,31.1,241,5.5,98,2.7,2.2,145,4,0,0,0,0,0,6,13.6,13,7,2,10,22.2,0,,0,0,0,0,,0,,0,
13,13,14,15,12/17/2020,LAC,@,LVR,"W, 30-27 (OT)",*,22,32,16,48.5,359,11.2,223,10.1,7,91,4.1,1,0,0,2,6.3,5,15.6,7,5,4,10,29.4,1,1,4,14,2,13,3.3,1,0.3,0,
14,14,15,16,12/27/2020,LAC,,DEN,"W, 19-16",*,21,33,12,34.3,208,6.3,124,5.9,3.8,129,6.1,1,0,0,2,6.1,7,21.2,8,0,6,8,21.1,3,7,4,26,1,19,4.8,7,1.8,1,4
15,15,16,17,1/3/2021,LAC,@,KAN,"W, 38-21",*,22,31,16,47.1,243,7.8,129,5.9,4.2,173,7.9,0,1,0,2,6.7,2,6.7,9,3,2,8,22.9,1,9,6,9,1,9,1.5,0,0,0,
,,,,,,,,9-Jun,,396,595,216,34.4,4378,7.4,2121,5.4,3.6,2215,5.6,7,7,4,23,3.9,105,18,170,85,71,188,28.8,25,5.6,55,234,20,177,3.2,57,1,2,27.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
