,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,174,1,1,9/10/2023,DEN,,LVR,"L, 16-17",*,27,34,11,30.6,137,4,99,3.7,2.9,78,2.9,0,1,1,0,0,4,12.5,10,2,0,4,10.8,1,1,1,1,0,1,1,0,0,0,
2,175,2,2,9/17/2023,DEN,,WAS,"L, 33-35",*,18,32,8,20.5,301,9.4,198,11,6.2,110,6.1,1,4,1,0,0,7,25.9,9,5,2,14,33.3,3,12.7,6,56,6,55,9.2,1,0.2,0,
3,176,3,3,9/24/2023,DEN,@,MIA,"L, 20-70",*,23,38,13,33.3,412,10.8,183,8,4.8,123,5.3,2,2,0,0,0,6,16.7,10,5,11,17,43.6,0,,0,0,0,0,,0,,0,
4,177,4,4,10/1/2023,DEN,@,CHI,"W, 31-28",*,21,28,9,31,179,6.4,86,4.1,3.1,137,6.5,0,2,0,1,3.8,3,11.5,10,0,2,3,9.7,2,6,4,13,2,12,3,1,0.3,0,
5,178,5,5,10/8/2023,DEN,,NYJ,"L, 21-31",*,20,31,10,28.6,176,5.7,48,2.4,1.5,148,7.4,0,2,1,1,3.6,4,14.3,5,3,3,10,24.4,6,8.2,7,49,2,49,7,0,0,0,
6,179,6,6,10/12/2023,DEN,@,KAN,"L, 8-19",*,13,22,4,15.4,117,5.3,37,2.8,1.7,58,4.5,3,0,0,1,4.5,1,4.5,11,4,1,9,31,3,9.7,4,31,3,25,6.3,6,1.5,0,
7,180,7,7,10/22/2023,DEN,,GNB,"W, 19-17",*,20,29,9,30,227,7.8,106,5.3,3.7,88,4.4,0,5,0,2,8.3,2,8.3,10,4,2,7,22.6,1,21,1,21,1,8,8,13,13,1,1
8,181,8,8,10/29/2023,DEN,,KAN,"W, 24-9",*,12,19,7,28,127,6.7,42,3.5,2.2,72,6,0,1,0,1,5.6,4,22.2,5,0,1,7,22.6,6,4.3,8,30,4,30,3.8,0,0,0,
9,182,9,10,11/13/2023,DEN,@,BUF,"W, 24-22",*,24,29,12,36.4,100,3.4,77,3.2,2.7,116,4.8,0,0,0,2,6.9,3,10.3,9,4,3,11,29.7,4,7.3,9,30,3,24,2.7,6,0.7,0,
10,183,10,11,11/19/2023,DEN,,MIN,"W, 21-20",*,27,35,11,29.7,233,6.7,82,3,2.3,177,6.6,0,3,0,0,0,3,9.4,11,0,5,7,18.9,0,,2,1,1,1,0.5,0,0,0,
11,184,11,12,11/26/2023,DEN,,CLE,"W, 29-12",*,13,22,5,21.7,122,5.5,67,5.2,3,67,5.2,1,1,0,3,14.3,3,14.3,10,4,3,8,32,2,7,11,34,3,30,2.7,4,0.4,0,
12,185,12,13,12/3/2023,DEN,@,HOU,"L, 17-22",*,15,26,5,17.2,335,12.9,98,6.5,3.8,88,5.9,1,2,0,1,4.2,2,8.3,2,4,5,12,33.3,7,5.3,10,44,4,33,3.3,11,1.1,0,
13,186,13,14,12/10/2023,DEN,@,LAC,"W, 24-7",*,21,33,9,25.7,167,5.1,40,1.9,1.2,184,8.8,1,3,0,1,3.3,4,13.3,17,0,1,3,8.3,1,7,6,5,2,5,0.8,0,0,0,
14,187,14,15,12/16/2023,DEN,@,DET,"L, 17-42",*,18,32,12,35.3,232,7.3,86,4.8,2.7,137,7.6,1,0,0,2,6.3,4,12.5,15,5,6,13,37.1,1,1,7,6,3,6,0.9,0,0,0,
15,188,15,16,12/24/2023,DEN,,NWE,"L, 23-26",*,25,37,10,23.8,328,8.9,86,3.4,2.3,152,6.1,1,0,1,2,5.6,5,13.9,10,2,3,10,23.3,1,14,4,20,4,14,3.5,6,1.5,0,
,,,,,,,,8-Jul,,297,447,135,27.4,3193,7.1,1335,4.5,3,1735,5.8,11,26,4,17,4.1,55,13.2,144,42,48,135,25.5,38,7.3,80,341,38,293,3.7,48,0.6,1,80
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
