,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,61,1,1,9/8/2024,NYG,,MIN,"L, 6-28",*,22,42,8,17,218,5.2,103,4.7,2.5,83,3.8,1,4,0,5,13.2,5,13.2,12,7,7,19,38.8,2,5.5,6,15,2,12,2,3,0.5,0,
2,62,2,2,9/15/2024,NYG,@,WAS,"L, 18-21",*,16,28,11,37.9,220,7.9,79,4.9,2.8,99,6.2,0,1,0,1,3.7,6,22.2,7,2,3,6,20,1,6,5,32,1,20,4,12,2.4,1,5
3,63,3,3,9/22/2024,NYG,@,CLE,"W, 21-15",*,24,34,13,36.1,227,6.7,73,3,2.1,163,6.8,0,1,0,4,12.1,2,6.1,9,1,7,10,26.3,2,4.5,8,20,1,12,1.5,8,1,1,8
4,64,4,4,9/26/2024,NYG,,DAL,"L, 15-20",*,29,40,12,29.3,399,10,161,5.6,4,120,4.1,0,0,0,2,5,3,7.5,11,0,2,3,7.3,0,,4,3,1,1,0.3,2,0.5,0,
5,65,5,5,10/6/2024,NYG,@,SEA,"W, 29-20",*,23,34,14,37.8,174,5.1,138,6,4.1,119,5.2,0,3,0,3,9.7,4,12.9,15,5,4,12,30.8,2,3,11,38,3,20,1.8,18,1.6,1,11
6,66,6,6,10/13/2024,NYG,,CIN,"L, 7-17",*,22,41,10,23.3,278,6.8,78,3.5,1.9,127,5.8,3,2,2,1,2.7,7,18.9,14,2,4,8,17.8,2,7,11,56,6,52,4.7,4,0.4,0,
7,67,7,7,10/20/2024,NYG,,PHI,"L, 3-28",*,14,21,6,21.4,128,6.1,48,3.4,2.3,51,3.6,0,1,1,0,0,3,15.8,0,0,3,10,33.3,2,5.5,5,20,1,15,3,5,1,0,
8,68,8,8,10/28/2024,NYG,@,PIT,"L, 18-26",*,24,38,10,23.8,334,8.8,158,6.6,4.2,106,4.4,1,1,0,4,10.8,6,16.2,10,2,9,15,34.9,1,1,3,1,1,-1,-0.3,2,0.7,0,
9,69,9,9,11/3/2024,NYG,,WAS,"L, 22-27",*,20,26,10,35.7,193,7.4,133,6.7,5.1,41,2.1,1,0,0,3,11.5,0,0,4,0,2,4,13.8,1,11,7,54,6,33,4.7,21,3,2,3.5
10,70,10,10,11/10/2024,NYG,@,CAR,"L, 17-20 (OT)",*,22,37,12,30.8,272,7.4,155,7,4.2,35,1.6,1,4,1,1,3.1,4,12.5,7,2,3,7,17.5,1,8,7,26,4,22,3.1,4,0.6,0,
,,,,,,,,8-Feb,,216,341,106,28.6,2443,7.2,1126,5.2,3.3,944,4.4,7,17,4,24,7.5,40,12.5,89,21,44,94,24.5,14,5.5,67,265,26,186,2.8,79,1.2,5,13.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
