,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,164,1,1,9/9/2019,DEN,@,OAK,"L, 16-24",*,21,31,11,32.4,243,7.8,164,7.8,5.3,104,5,2,1,0,1,3.3,4,13.3,3,1,1,5,14.7,0,,1,1,0,0,0,1,1,0
2,165,2,2,9/15/2019,DEN,,CHI,"L, 14-16",*,35,50,19,36.5,251,5,160,4.6,3.2,132,3.8,1,1,0,1,2,9,18.4,11,20,4,26,50,0,,0,0,0,0,,0,,0
3,166,3,3,9/22/2019,DEN,@,GNB,"L, 16-27",*,20,29,12,34.3,132,4.6,84,4.2,2.9,129,6.5,0,0,1,1,3.6,5,17.9,6,1,1,8,22.2,1,3,2,5,2,5,2.5,0,0,0
4,167,4,4,9/29/2019,DEN,,JAX,"L, 24-26",*,22,38,15,39.5,299,7.9,135,6.1,3.6,168,7.6,1,3,0,3,8.6,7,20,16,5,3,8,21.1,0,,1,-1,0,-1,-1,0,0,0
5,168,5,5,10/6/2019,DEN,@,LAC,"W, 20-13",*,14,20,6,26.1,128,6.4,86,6.1,4.3,96,6.9,1,1,0,0,0,2,10.5,3,3,2,8,32,2,4,3,7,1,7,2.3,0,0,0
6,169,6,6,10/13/2019,DEN,,TEN,"W, 16-0",*,18,28,7,24.1,216,7.7,98,5.4,3.5,79,4.4,0,2,0,2,7.7,4,15.4,11,4,1,6,20,1,1,4,-1,0,-2,-0.5,1,0.3,0
7,170,7,7,10/17/2019,DEN,,KAN,"L, 6-30",*,21,34,8,19,314,9.2,117,5.6,3.4,96,4.6,2,1,0,3,9.1,6,18.2,16,4,1,13,31,0,,0,0,0,0,,0,,0
8,171,8,8,10/27/2019,DEN,@,IND,"L, 13-15",*,20,32,8,22.9,167,5.2,71,3.6,2.2,103,5.2,2,2,0,4,13.3,4,13.3,10,3,1,7,19.4,1,9,1,9,1,7,7,2,2,0
,,,,,,,,6-Feb,,171,262,86,29.9,1750,6.7,915,5.4,3.5,907,5.3,9,11,1,15,6,41,16.4,76,41,14,81,27.6,5,4.2,12,20,4,16,1.3,4,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
