,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,166,1,1,9/5/2019,GNB,@,CHI,"W, 10-3",*,18,30,10,28.6,300,10,116,6.4,3.9,87,4.8,0,2,0,0,0,5,17.9,8,6,2,13,36.1,1,10,3,8,0,6,2,2,0.7,0
2,167,2,2,9/15/2019,GNB,,MIN,"W, 21-16",*,22,34,12,33.3,259,7.6,103,4.7,3,106,4.8,0,4,0,0,0,5,16.7,12,4,7,13,36.1,0,,1,0,0,0,0,0,0,0
3,168,3,3,9/22/2019,GNB,,DEN,"W, 27-16",*,17,29,8,27.6,258,8.9,158,9.3,5.4,77,4.5,0,2,0,2,7.4,6,22.2,10,6,1,7,24.1,0,,1,-1,0,-1,-1,0,0,0
4,169,4,4,9/26/2019,GNB,,PHI,"L, 27-34",*,34,53,19,35.2,374,7.1,211,6.2,4,211,6.2,1,4,1,0,0,8,16.7,8,7,1,9,15.3,5,9.2,5,46,3,32,6.4,14,2.8,0
5,170,5,5,10/6/2019,GNB,@,DAL,"W, 34-24",*,22,34,9,25,247,7.3,81,3.7,2.4,157,7.1,1,3,0,1,3.2,5,16.1,9,6,3,11,29.7,1,3,4,-1,0,-1,-0.3,0,0,0
6,171,6,6,10/14/2019,GNB,,DET,"W, 23-22",*,24,39,13,32.5,376,9.6,194,8.1,5,89,3.7,0,1,0,3,7.9,8,21.1,4,3,2,6,14.6,1,12,3,10,1,10,3.3,0,0,0
7,172,7,7,10/20/2019,GNB,,OAK,"W, 42-24",*,25,31,15,46.9,268,8.6,206,8.2,6.6,223,8.9,0,2,0,1,3.4,3,10.3,10,4,2,7,20.6,2,3,2,6,1,6,3,0,0,0
8,173,8,8,10/27/2019,GNB,@,KAN,"W, 31-24",*,23,33,15,39.5,236,7.2,119,5.2,3.6,186,8.1,0,2,0,0,0,7,22.6,17,0,7,12,29.3,3,10.7,6,29,1,24,4,5,0.8,0
9,174,9,9,11/3/2019,GNB,@,LAC,"L, 11-26",*,23,35,11,28.9,299,8.5,72,3.1,2.1,89,3.9,0,1,0,1,2.9,9,26.5,1,6,1,10,25.6,1,5,1,5,0,3,3,2,2,0
10,175,10,10,11/10/2019,GNB,,CAR,"W, 24-16",*,17,29,9,29,338,11.7,120,7.1,4.1,113,6.6,0,2,0,0,0,6,22.2,10,3,1,6,18.8,1,7,1,7,0,7,7,0,0,0
11,176,11,12,11/24/2019,GNB,@,SFO,"L, 8-37",*,20,33,7,18.4,230,7,-5,-0.3,-0.2,109,5.5,0,1,0,3,9.4,7,21.9,13,1,2,8,19.5,3,4.3,3,13,0,13,4.3,0,0,0
12,177,12,13,12/1/2019,GNB,@,NYG,"W, 31-13",*,21,33,13,39.4,272,8.2,158,7.5,4.8,85,4,0,0,0,2,6.1,9,27.3,14,2,2,4,11.1,3,8,3,24,1,19,6.3,5,1.7,0
13,178,13,14,12/8/2019,GNB,,WAS,"W, 20-15",*,18,28,9,28.1,219,7.8,109,6.1,3.9,86,4.8,0,1,0,2,7.4,5,18.5,11,4,4,12,35.3,2,9.5,5,16,1,16,3.2,0,0,0
14,179,14,15,12/15/2019,GNB,,CHI,"W, 21-13",*,16,33,7,20.6,293,8.9,92,5.8,2.8,111,6.9,1,3,0,6,20,5,16.7,7,3,3,7,19.4,2,12,3,23,1,23,7.7,0,0,0
15,180,15,16,12/23/2019,GNB,@,MIN,"W, 23-10",*,26,40,14,32.6,266,6.7,71,2.7,1.8,145,5.6,0,2,0,1,2.6,7,18.4,7,1,2,6,14,0,,3,-3,0,-3,-1,0,0,0
16,181,16,17,12/29/2019,GNB,@,DET,"W, 23-20",*,27,55,18,32.1,770,14,188,7,3.4,135,5,0,1,0,2,3.7,19,35.2,13,1,5,7,12.3,1,2,2,1,0,1,0.5,0,0,0
,,,,,,,,13-3,,353,569,189,31.2,5005,8.8,1993,5.6,3.5,2009,5.7,3,31,1,24,4.5,114,21.2,154,57,45,138,21.9,26,7.8,46,183,9,155,3.4,28,0.6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
