,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,113,1,1,9/5/2025,KAN,@,LAC,"L, 21-27",*,24,39,9,22,271,6.9,142,5.9,3.6,116,4.8,3,0,1,1,2.6,9,23.7,7,1,6,9,19.1,6,9.5,6,57,5,56,9.3,1,0.2,0,
2,114,2,2,9/14/2025,KAN,,PHI,"L, 17-20",*,16,29,7,22.6,304,10.5,119,7.4,4.1,68,4.3,2,0,0,4,13.8,6,20.7,10,0,7,9,23.7,7,9.4,7,66,5,63,9,3,0.4,1,7
3,115,3,3,9/21/2025,KAN,@,NYG,"W, 22-9",*,22,37,13,33.3,319,8.6,112,5.1,3,112,5.1,2,3,0,1,2.9,6,17.6,7,0,7,9,22,2,2.5,5,2,0,2,0.4,0,0,0,
4,116,4,4,9/28/2025,KAN,,BAL,"W, 37-20",*,25,37,15,39.5,259,7,112,4.5,3,158,6.3,0,2,0,2,5.7,6,17.1,11,1,2,4,10,2,3,4,5,0,5,1.3,0,0,0,
5,117,5,5,10/6/2025,KAN,@,JAX,"L, 28-31",*,29,41,15,36.6,351,8.6,166,5.7,4,152,5.2,0,1,0,0,0,6,15,11,2,4,6,13,5,10.2,6,60,4,46,7.7,14,2.3,1,6
6,118,6,6,10/12/2025,KAN,,DET,"W, 30-17",*,22,30,16,48.5,154,5.1,79,3.6,2.6,178,8.1,0,2,0,2,7.1,3,10.7,2,3,1,7,18.4,5,6.8,10,32,3,30,3,2,0.2,0,
7,119,7,7,10/19/2025,KAN,,LVR,"W, 31-0",*,26,35,16,44.4,207,5.9,132,5.1,3.8,154,5.9,0,1,0,2,5.9,4,11.8,4,1,3,5,12.5,4,7,4,28,2,22,5.5,6,1.5,0,
8,120,8,8,10/27/2025,KAN,,WAS,"W, 28-7",*,25,34,16,43.2,219,6.4,126,5,3.7,173,6.9,0,2,0,1,3.1,4,12.5,4,2,4,9,22.5,3,10.3,4,30,1,19,4.8,11,2.8,0,
9,121,9,9,11/2/2025,KAN,@,BUF,"L, 21-28",*,15,34,10,27,495,14.6,186,12.4,5.5,64,4.3,0,3,0,1,3.2,10,32.3,4,1,11,15,39.5,1,5,1,5,0,3,3,2,2,0,
10,122,10,11,11/16/2025,KAN,@,DEN,"L, 19-22",*,29,45,13,27.1,322,7.2,95,3.3,2.1,181,6.2,0,2,0,3,7,9,20.9,15,6,5,14,28.6,1,3,1,3,0,3,3,0,0,0,
11,123,11,12,11/23/2025,KAN,,IND,"W, 23-20 (OT)",*,29,46,15,30,333,7.2,134,4.6,2.9,218,7.5,1,3,0,1,2.3,8,18.6,8,5,4,13,24.1,4,7.5,4,30,2,29,7.3,1,0.3,0,
12,124,12,13,11/27/2025,KAN,@,DAL,"L, 28-31",*,23,34,12,32.4,240,7.1,102,4.4,3,159,6.9,0,2,0,1,3.1,7,21.9,10,11,6,20,50,3,10,3,30,3,23,7.7,7,2.3,1,3
13,125,13,14,12/7/2025,KAN,,HOU,"L, 10-20",*,14,33,8,22.9,290,8.8,90,6.4,2.7,70,5,1,3,1,6,20.7,3,10.3,3,3,5,10,23.8,7,8.4,7,59,1,45,6.4,14,2,1,7
14,126,14,15,12/14/2025,KAN,,LAC,"L, 13-16",*,16,28,8,24.2,214,7.6,97,6.1,3.5,92,5.8,0,2,0,2,7.7,4,15.4,0,2,4,11,31.4,2,7.5,2,15,1,13,6.5,2,1,0,
,,,,,,,,8-Jun,,315,502,173,32.3,3978,7.9,1692,5.4,3.4,1895,6,9,26,2,27,5.7,85,17.9,96,38,69,141,24,52,8.1,64,422,27,359,5.6,63,1,4,16
