,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,65,1,1,9/7/2025,MIA,@,IND,"L, 8-33",*,14,23,6,23.1,163,7.1,55,3.9,2.4,59,4.2,0,0,0,2,8.7,5,21.7,8,3,1,7,25.9,1,7,1,7,0,7,7,0,0,0
2,66,2,2,9/14/2025,MIA,,NWE,"L, 27-33",*,26,32,15,40.5,248,7.8,170,6.5,5.3,145,5.6,0,0,0,0,0,5,15.6,1,1,2,8,21.6,0,,0,0,0,0,,0,,0
3,67,3,3,9/18/2025,MIA,@,BUF,"L, 21-31",*,22,34,11,32.4,196,5.8,29,1.3,0.9,117,5.3,0,1,0,0,0,9,27.3,8,15,1,16,45.7,1,8,2,10,1,8,4,2,1,0
4,68,4,4,9/29/2025,MIA,,NYJ,"W, 27-21",*,17,25,12,48,137,5.5,87,5.1,3.5,90,5.3,1,0,0,1,4,4,16,9,6,0,6,22.2,2,3,3,6,0,5,1.7,1,0.3,0
5,69,5,5,10/5/2025,MIA,@,CAR,"L, 24-27",*,27,36,13,33.3,287,8,180,6.7,5,76,2.8,0,2,0,3,8.8,3,8.8,5,2,0,5,12.5,1,5,1,5,0,5,5,0,0,0
6,70,6,6,10/12/2025,MIA,,LAC,"L, 27-29",*,21,32,10,29.4,214,6.7,114,5.4,3.6,91,4.3,0,2,0,1,3.3,4,13.3,3,0,2,4,11.4,1,4,1,4,0,4,4,0,0,0
7,71,7,7,10/19/2025,MIA,@,CLE,"L, 6-31",*,12,23,5,20,137,6,42,3.5,1.8,58,4.8,1,1,0,2,9.1,6,27.3,8,0,2,4,15.4,1,6,3,6,0,6,2,0,0,0
8,72,8,8,10/26/2025,MIA,@,ATL,"W, 34-10",*,20,26,10,37,104,4,60,3,2.3,145,7.3,1,0,0,1,3.8,2,7.7,11,6,1,8,29.6,0,,0,0,0,0,,0,,0
9,73,9,9,10/30/2025,MIA,,BAL,"L, 6-28",*,25,40,12,28.6,273,6.8,120,4.8,3,141,5.6,0,2,1,2,5.4,7,18.9,8,3,0,5,11.6,1,1,1,1,0,1,1,0,0,0
10,74,10,10,11/9/2025,MIA,,BUF,"W, 30-13",*,15,21,9,42.9,188,9,84,5.6,4,89,5.9,1,0,0,0,0,4,19,6,5,1,6,28.6,0,,2,-1,0,-1,-0.5,0,0,0
11,75,11,11,11/16/2025,MIA,,WAS,"W, 16-13 (OT)",*,14,20,8,34.8,135,6.8,56,4,2.8,115,8.2,0,0,0,2,10,3,15,1,0,0,3,13,0,,0,0,0,0,,0,,0
12,76,12,13,11/30/2025,MIA,,NOR,"W, 21-17",*,12,23,8,29.6,232,10.1,77,6.4,3.3,80,6.7,0,2,1,2,10,4,20,5,0,2,6,20.7,2,3,4,4,0,4,1,0,0,0
13,77,13,14,12/7/2025,MIA,@,NYJ,"W, 34-10",*,13,21,8,36.4,92,4.4,51,3.9,2.4,76,5.8,1,0,0,0,0,2,9.5,7,0,2,3,13.6,0,,1,0,0,0,0,0,0,0
14,78,14,15,12/15/2025,MIA,@,PIT,"L, 15-28",*,22,28,15,46.9,171,6.1,118,5.4,4.2,135,6.1,0,2,0,1,3.8,1,3.8,5,7,1,12,36.4,1,1,1,1,0,1,1,0,0,0
,,,,,,,,8-Jun,,260,384,142,34.3,2577,6.7,1243,4.8,3.2,1417,5.5,5,12,2,17,4.6,59,15.9,85,48,15,93,21.9,11,4,20,43,1,40,2,3,0.2,0
