,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,110,1,1,9/9/2018,CIN,@,IND,"W, 34-23",*,21,28,11,36.7,139,5,104,5,3.7,139,6.6,0,0,0,1,3.6,4,14.3,6,6,1,9,28.1,2,4,2,8,1,8,4,0,0,0,
2,111,2,2,9/13/2018,CIN,,BAL,"W, 34-23",*,24,42,14,33.3,257,6.1,128,5.3,3,137,5.7,0,1,0,4,9.8,6,14.6,11,3,4,7,16.7,0,,0,0,0,0,,0,,0,
3,112,3,3,9/23/2018,CIN,@,CAR,"L, 21-31",*,29,46,18,37.5,444,9.7,249,8.6,5.4,103,3.6,0,3,1,0,0,4,9.5,13,7,2,11,22.9,0,,0,0,0,0,,0,,0,
4,113,4,4,9/30/2018,CIN,@,ATL,"W, 37-36",*,29,41,20,45.5,285,7,151,5.2,3.7,186,6.4,0,0,0,2,4.9,5,12.2,10,11,1,15,32.6,2,6.5,2,13,1,12,6,1,0.5,0,
5,114,5,5,10/7/2018,CIN,,MIA,"W, 27-17",*,20,30,12,37.5,248,8.3,141,7.1,4.7,107,5.4,0,1,0,1,3.4,4,13.8,13,8,1,11,32.4,2,4.5,4,10,0,10,2.5,0,0,0,
6,115,6,6,10/14/2018,CIN,,PIT,"L, 21-28",*,26,42,13,28.9,406,9.7,190,7.3,4.5,39,1.5,0,1,0,4,9.8,5,12.2,13,5,1,9,20,0,,0,0,0,0,,0,,0,
7,116,7,7,10/21/2018,CIN,@,KAN,"L, 10-45",*,15,29,7,22.6,248,8.6,89,5.9,3.1,59,3.9,0,1,0,1,3.6,7,25,3,3,1,6,19.4,0,,0,0,0,0,,0,,0,
8,117,8,8,10/28/2018,CIN,,TAM,"W, 37-34",*,21,34,13,36.1,309,9.1,178,8.5,5.2,102,4.9,0,1,1,2,6.3,6,18.8,3,2,0,4,10.5,2,5.5,3,10,0,10,3.3,0,0,0,
9,118,9,10,11/11/2018,CIN,,NOR,"L, 14-51",*,12,20,8,33.3,147,7.4,37,3.1,1.9,116,9.7,0,0,1,0,0,4,21.1,10,4,2,10,40,1,8,1,8,0,5,5,3,3,0,
10,119,10,11,11/18/2018,CIN,@,BAL,"L, 21-24",*,19,36,10,27,316,8.8,103,5.4,2.9,108,5.7,0,1,0,3,8.6,6,17.1,14,5,2,8,20.5,2,14.5,2,29,1,29,14.5,0,0,0,
11,120,11,12,11/25/2018,CIN,,CLE,"L, 20-35",*,10,17,6,35.3,148,8.7,54,5.4,3.2,46,4.6,0,0,0,0,0,4,23.5,4,0,0,0,0,1,21,2,21,1,-11,-5.5,32,16,1,2
,,,,,,,,6-May,,226,365,132,34.2,2947,8.1,1424,6.3,3.9,1142,5.1,0,9,3,18,5.1,55,15.6,100,54,15,90,22.6,12,8.3,16,99,4,63,3.9,36,2.3,1,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
