,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,159,1,1,9/12/2022,DEN,@,SEA,"L, 16-17",*,29,42,13,29.5,275,6.5,110,3.8,2.6,230,7.9,1,1,0,2,4.9,6,14.6,9,8,6,16,35.6,1,2,1,2,0,0,0,2,2,0
2,160,2,2,9/18/2022,DEN,,HOU,"W, 16-9",*,14,31,11,32.4,276,8.9,150,10.7,4.8,69,4.9,1,3,0,3,10.7,6,21.4,10,3,3,9,25.7,1,4,2,3,0,3,1.5,0,0,0
3,161,3,3,9/25/2022,DEN,,SFO,"W, 11-10",*,20,33,8,21.6,246,7.5,95,4.8,2.9,89,4.5,1,1,0,3,9.4,5,15.6,8,5,5,14,35,3,6.7,6,17,1,16,2.7,1,0.2,0
4,162,4,4,10/2/2022,DEN,@,LVR,"L, 23-32",*,17,25,7,25,284,11.4,167,9.8,6.7,70,4.1,1,0,0,4,16,3,12,5,0,2,5,16.1,3,8.7,4,29,2,25,6.3,4,1,0
5,163,5,5,10/6/2022,DEN,,IND,"L, 9-12 (OT)",*,21,39,11,25.6,366,9.4,98,4.7,2.5,176,8.4,1,2,0,3,8.1,6,16.2,8,3,3,10,22.2,2,12,4,22,1,22,5.5,0,0,0
6,164,6,6,10/17/2022,DEN,@,LAC,"L, 16-19 (OT)",*,15,28,8,25,267,9.5,116,7.7,4.1,72,4.8,0,3,0,0,0,7,28,15,4,2,10,29.4,2,5,4,23,1,19,4.8,4,1,0
7,165,8,8,10/30/2022,DEN,@,JAX,"W, 21-17",*,18,30,11,33.3,340,11.3,131,7.3,4.4,121,6.7,2,3,1,1,3.8,3,11.5,5,1,4,8,22.9,2,7,4,17,3,14,3.5,3,0.8,0
8,166,9,10,11/13/2022,DEN,@,TEN,"L, 10-17",*,21,42,10,20.8,435,10.4,109,5.2,2.6,177,8.4,1,6,0,2,5.6,6,16.7,5,1,12,19,38.8,1,9,7,8,2,6,0.9,2,0.3,0
9,167,10,11,11/20/2022,DEN,,LVR,"L, 16-22 (OT)",*,24,31,11,32.4,205,6.6,90,3.8,2.9,157,6.5,0,3,0,1,3.6,3,10.7,13,2,7,12,34.3,1,8,1,8,0,8,8,0,0,0
10,168,11,12,11/27/2022,DEN,@,CAR,"L, 10-23",*,19,35,8,21.1,366,10.5,90,4.7,2.6,52,2.7,3,3,0,3,9.4,6,18.8,11,3,8,14,35,2,4,2,8,0,8,4,0,0,0
11,169,12,13,12/4/2022,DEN,@,BAL,"L, 9-10",*,17,22,7,29.2,223,10.1,137,8.1,6.2,52,3.1,1,1,0,1,4.8,2,9.5,9,5,1,8,30.8,2,10.5,2,21,1,20,10,1,0.5,0
12,170,13,14,12/11/2022,DEN,,KAN,"L, 28-34",*,23,36,9,21.4,161,4.5,77,3.3,2.1,170,7.4,2,1,0,3,8.6,5,14.3,11,0,2,8,17.8,3,14.7,4,57,3,57,14.3,0,0,0
13,171,15,16,12/25/2022,DEN,@,LAR,"L, 14-51",*,15,27,8,24.2,318,11.8,156,10.4,5.8,58,3.9,1,1,0,1,3.8,4,15.4,11,3,3,12,35.3,1,15,2,17,2,16,8,1,0.5,0
14,172,16,17,1/1/2023,DEN,@,KAN,"L, 24-27",*,26,38,12,28.6,192,5.1,86,3.3,2.3,136,5.2,3,3,0,3,8.6,1,2.9,6,3,5,12,27.9,1,4,4,27,3,27,6.8,0,0,0
15,173,17,18,1/8/2023,DEN,,LAC,"W, 31-28",*,13,24,8,30.8,316,13.2,191,14.7,8,92,7.1,1,1,0,0,0,7,30.4,12,1,2,5,17.2,3,3,8,18,2,15,1.9,3,0.4,0
,,,,,,,,11-Apr,,292,483,142,26.4,4270,8.8,1803,6.2,3.7,1721,5.9,19,32,1,30,6.7,70,15.6,138,42,65,162,28.6,28,7.8,55,277,21,256,4.7,21,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
