,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,16,1,1,9/12/2021,LAC,@,WAS,"W, 20-16",*,31,47,20,40.8,364,7.7,210,6.8,4.5,127,4.1,1,1,0,4,8.7,6,13,16,3,2,7,14.3,0,,4,-1,1,-1,-0.3,0,0,0,
2,17,2,2,9/19/2021,LAC,,DAL,"L, 17-20",*,31,41,13,30.2,254,6.2,170,5.5,4.1,168,5.4,0,1,0,3,7.5,3,7.5,9,2,7,11,24.4,2,4,4,12,2,6,1.5,6,1.5,1,4
3,18,3,3,9/26/2021,LAC,@,KAN,"W, 30-24",*,26,38,16,41,237,6.2,131,5,3.4,150,5.8,0,3,0,3,8.6,3,8.6,10,5,5,11,26.8,2,7.5,4,16,1,15,3.8,1,0.3,0,
4,19,4,4,10/4/2021,LAC,,LVR,"W, 28-14",*,25,38,13,32.5,301,7.9,123,4.9,3.2,99,4,2,1,0,1,2.7,8,21.6,9,2,5,9,22,1,6,3,4,0,4,1.3,0,0,0,
5,20,5,5,10/10/2021,LAC,,CLE,"W, 47-42",*,26,43,14,31.1,410,9.5,183,7,4.3,215,8.3,1,1,0,1,2.4,10,23.8,6,6,6,14,29.2,3,10,4,29,3,18,4.5,11,2.8,0,
6,21,6,6,10/17/2021,LAC,@,BAL,"L, 6-34",*,22,39,11,26.8,254,6.5,85,3.9,2.2,110,5,2,0,0,2,5.1,8,20.5,11,2,2,6,14.3,1,10,2,12,2,1,0.5,11,5.5,0,
7,22,7,8,10/31/2021,LAC,,NWE,"L, 24-27",*,18,35,12,31.6,323,9.2,130,7.2,3.7,93,5.2,2,1,0,2,5.9,8,23.5,7,5,1,9,23.1,1,10,2,9,0,9,4.5,0,0,0,
8,23,8,9,11/7/2021,LAC,@,PHI,"W, 27-24",*,32,38,17,44.7,215,5.7,181,5.7,4.8,175,5.5,0,0,1,1,2.7,4,10.8,9,1,0,1,2.4,3,4,5,14,3,14,2.8,0,0,0,
9,24,9,10,11/14/2021,LAC,,MIN,"L, 20-27",*,20,34,13,36.1,190,5.6,98,4.9,2.9,97,4.9,1,1,0,3,9.1,5,15.2,15,2,4,8,21.6,1,5,2,22,1,18,9,4,2,0,
10,25,10,11,11/21/2021,LAC,,PIT,"W, 41-37",*,30,41,19,44.2,219,5.3,145,4.8,3.5,237,7.9,2,0,0,4,9.8,4,9.8,13,0,2,4,8.2,6,15.5,9,90,4,85,9.4,5,0.6,1,9
11,26,11,12,11/28/2021,LAC,@,DEN,"L, 13-28",*,28,44,15,31.9,287,6.5,150,5.4,3.4,153,5.5,0,0,0,4,9.1,4,9.1,6,5,6,14,27.5,4,9,4,36,2,30,7.5,6,1.5,0,
12,27,12,13,12/5/2021,LAC,@,CIN,"W, 41-22",*,26,35,13,33.3,376,10.7,204,7.8,5.8,113,4.3,0,0,0,0,0,5,14.3,8,5,5,14,35,1,6,1,6,1,6,6,0,0,0,
13,28,13,14,12/12/2021,LAC,,NYG,"W, 37-21",*,23,31,15,45.5,246,7.9,158,6.9,5.1,117,5.1,0,1,0,1,3.3,5,16.7,7,1,4,7,20,2,8,4,19,3,17,4.3,2,0.5,0,
14,29,14,15,12/16/2021,LAC,,KAN,"L, 28-34 (OT)",*,22,38,13,34.2,327,8.6,165,7.5,4.3,71,3.2,3,2,0,3,8.3,3,8.3,13,7,3,10,24.4,3,4.3,5,16,3,15,3,1,0.2,0,
15,30,15,16,12/26/2021,LAC,@,HOU,"L, 29-41",*,27,35,19,52.8,256,7.3,136,5,3.9,200,7.4,1,1,0,0,0,4,11.8,3,1,0,2,5,4,3.8,4,15,0,14,3.5,1,0.3,0,
16,31,16,17,1/2/2022,LAC,,DEN,"W, 34-13",*,22,31,13,41.9,187,6,100,4.5,3.2,137,6.2,0,1,0,2,6.7,3,10,8,3,3,6,18.8,1,2,4,2,2,2,0.5,0,0,0,
17,32,17,18,1/9/2022,LAC,@,LVR,"L, 32-35 (OT)",*,34,64,20,29.9,629,9.8,258,7.6,4,125,3.7,2,0,0,4,6.3,13,20.3,5,1,6,10,14.7,1,2,2,1,0,1,0.5,0,0,0,
,,,,,,,,8-Sep,,443,672,256,36.4,5075,7.6,2627,5.9,3.9,2387,5.4,17,14,1,38,5.8,96,14.6,155,51,61,143,19.4,36,7.8,63,302,28,254,4,48,0.8,2,31.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
