,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,302,1,1,9/9/2021,TAM,,DAL,"W, 31-29",*,32,50,22,44,454,9.1,203,6.3,4.1,176,5.5,0,3,0,3,6.4,7,14.9,11,1,2,3,6,0,,0,0,0,0,,0,,0
2,303,2,2,9/19/2021,TAM,,ATL,"W, 48-25",*,24,36,14,35.9,347,9.6,188,7.8,5.2,88,3.7,1,0,0,0,0,8,22.2,7,1,2,6,15,1,6,1,6,1,6,6,0,0,0
3,304,3,3,9/26/2021,TAM,@,LAR,"L, 24-34",*,41,55,24,41.4,382,6.9,194,4.7,3.5,238,5.8,1,1,0,2,3.7,9,16.7,13,7,1,11,18.3,2,6.5,3,14,1,12,4,2,0.7,0
4,305,4,4,10/3/2021,TAM,@,NWE,"W, 19-17",*,22,43,12,27.3,459,10.7,160,7.3,3.7,109,5,1,2,0,5,12.2,13,31.7,6,3,2,6,13.3,1,6,4,3,1,0,0,3,0.8,0
5,306,5,5,10/10/2021,TAM,,MIA,"W, 45-17",*,30,41,24,55.8,421,10.3,186,6.2,4.5,225,7.5,0,1,1,0,0,6,15.4,10,1,4,7,15.9,1,13,1,13,1,11,11,2,2,0
6,307,6,6,10/14/2021,TAM,@,PHI,"W, 28-22",*,34,42,17,40.5,283,6.7,106,3.1,2.5,191,5.6,0,0,0,0,0,6,14.3,9,2,2,4,9.5,0,,4,1,1,1,0.3,0,0,0
7,308,7,7,10/24/2021,TAM,,CHI,"W, 38-3",*,20,36,12,33.3,281,7.8,136,6.8,3.8,75,3.8,1,0,0,0,0,10,27.8,6,0,1,1,2.8,0,,0,0,0,0,,0,,0
8,309,8,8,10/31/2021,TAM,@,NOR,"L, 27-36",*,28,40,13,30.2,340,8.5,170,6.1,4.3,205,7.3,0,1,0,2,5.1,7,17.9,10,0,2,5,11.6,0,,1,2,1,1,1,1,1,0
9,310,9,10,11/14/2021,TAM,@,WAS,"L, 19-29",*,23,34,8,23.5,208,6.1,107,4.7,3.1,113,4.9,0,1,0,3,9.1,5,15.2,13,3,1,4,11.8,0,,1,2,1,2,2,0,0,0
10,311,10,11,11/22/2021,TAM,,NYG,"W, 30-10",*,30,46,16,34.8,326,7.1,179,6,3.9,128,4.3,0,1,0,2,4.4,9,20,8,3,2,5,10.6,1,10,1,10,1,10,10,0,0,0
11,312,11,12,11/28/2021,TAM,@,IND,"W, 38-31",*,25,34,11,30.6,199,5.9,97,3.9,2.9,129,5.2,1,0,0,1,2.9,3,8.8,9,1,1,4,11.1,0,,2,2,1,2,1,0,0,0
12,313,12,13,12/5/2021,TAM,@,ATL,"W, 30-17",*,38,51,22,43.1,324,6.4,201,5.3,3.9,167,4.4,0,0,0,2,3.9,8,15.7,16,1,1,2,3.9,0,,1,-1,0,-1,-1,0,0,0
13,314,13,14,12/12/2021,TAM,,BUF,"W, 33-27 (OT)",*,31,46,13,27.1,327,7.1,129,4.2,2.8,234,7.5,1,0,0,1,2.2,10,21.7,12,1,2,5,10,2,7.5,7,16,4,12,1.7,4,0.6,0
14,315,14,15,12/19/2021,TAM,,NOR,"L, 0-9",*,26,48,13,25,399,8.3,123,4.7,2.6,91,3.5,1,0,0,6,12.5,11,22.9,6,3,3,10,18.9,1,2,1,2,0,0,0,2,2,0
15,316,15,16,12/26/2021,TAM,@,CAR,"W, 32-6",*,18,30,12,40,254,8.5,149,8.3,5,83,4.6,1,3,0,3,11.1,4,14.8,17,0,1,1,3.2,1,11,1,11,1,11,11,0,0,0
16,317,16,17,1/2/2022,TAM,@,NYJ,"W, 28-24",*,34,50,21,41.2,507,10.1,255,7.5,5.1,155,4.6,0,0,1,1,2,11,22.4,12,0,3,4,7.8,0,,0,0,0,0,,0,,0
17,318,17,18,1/9/2022,TAM,,CAR,"W, 41-17",*,29,37,15,39.5,280,7.6,179,6.2,4.8,147,5.1,0,0,0,1,2.7,7,18.9,11,3,1,5,13.2,0,,0,0,0,0,,0,,0
,,,,,,,,13-4,,485,719,269,36.3,5791,8.1,2762,5.7,3.8,2554,5.3,8,13,2,32,4.5,134,19,176,30,31,83,11.1,10,7.6,28,81,14,67,2.4,14,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
