,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,75,1,1,9/11/2022,ATL,,NOR,"L, 26-27",*,20,33,8,24.2,282,8.5,137,6.9,4.2,78,3.9,0,0,1,1,3.1,8,25,3,2,1,3,8.1,4,10.5,12,72,3,66,5.5,6,0.5,0,
2,76,2,2,9/18/2022,ATL,@,LAR,"L, 27-31",*,17,26,11,37.9,207,8,114,6.7,4.4,82,4.8,0,1,0,1,4,5,20,11,1,3,7,21.9,3,5.7,6,16,1,7,1.2,9,1.5,0,
3,77,3,3,9/25/2022,ATL,@,SEA,"W, 27-23",*,13,20,13,56.5,333,16.7,140,10.8,7,89,6.8,0,1,0,0,0,4,21.1,7,0,2,5,20,2,4,7,4,1,4,0.6,0,0,0,
4,78,4,4,10/2/2022,ATL,,CLE,"W, 23-20",*,7,19,6,30,242,12.7,83,11.9,4.4,56,8,0,1,0,1,5.6,4,22.2,10,1,4,6,30,0,,5,3,1,3,0.6,0,0,0,
5,79,5,5,10/9/2022,ATL,@,TAM,"L, 15-21",*,14,25,7,23.3,227,9.1,84,6,3.4,63,4.5,0,1,0,1,4.2,7,29.2,9,0,5,10,29.4,4,8.3,7,61,4,54,7.7,7,1,0,
6,80,6,6,10/16/2022,ATL,,SFO,"W, 28-14",*,13,14,7,43.8,77,5.5,72,5.5,5.1,57,4.4,0,0,0,0,0,1,7.1,2,0,0,2,11.8,1,15,6,50,4,47,7.8,3,0.5,0,
7,81,7,7,10/23/2022,ATL,@,CIN,"L, 17-35",*,8,13,5,31.3,109,8.4,81,10.1,6.2,43,5.4,1,1,0,0,0,2,16.7,3,0,2,5,26.3,3,5.7,6,31,2,31,5.2,0,0,0,
8,82,8,8,10/30/2022,ATL,,CAR,"W, 37-34 (OT)",*,20,28,14,46.7,305,10.9,89,4.5,3.2,164,8.2,1,1,0,1,3.7,0,0,16,0,3,5,16.1,1,4,6,43,2,13,2.2,30,5,0,
9,83,9,9,11/6/2022,ATL,,LAC,"L, 17-20",*,12,23,7,28,343,14.9,87,7.3,3.8,42,3.5,0,0,0,1,4.3,9,39.1,7,1,1,4,14.8,2,5,5,24,3,24,4.8,0,0,0,
10,84,10,10,11/10/2022,ATL,@,CAR,"L, 15-25",*,19,30,11,31.4,354,11.8,158,8.3,5.3,28,1.5,0,0,1,0,0,6,20.7,9,4,5,14,37.8,2,20,3,43,2,17,5.7,26,8.7,0,
11,85,11,11,11/20/2022,ATL,,CHI,"W, 27-24",*,13,20,7,35,104,5.2,56,4.3,2.8,75,5.8,0,0,2,0,0,4,22.2,7,0,1,1,4.2,4,1.8,13,25,3,14,1.1,11,0.8,0,
12,86,12,12,11/27/2022,ATL,@,WAS,"L, 13-19",*,15,25,6,23.1,148,5.9,94,6.3,3.8,80,5.3,1,1,0,1,4.2,6,25,3,0,3,4,15.4,0,,6,49,3,42,7,7,1.2,1,6
13,87,13,13,12/4/2022,ATL,,PIT,"L, 16-19",*,13,24,9,36,378,15.8,124,9.5,5.2,43,3.3,0,0,0,1,4.2,9,37.5,14,4,3,8,32,0,,3,17,1,11,3.7,6,2,0,
,,,,,,,,8-May,,184,300,111,33.8,3109,10.4,1319,7.2,4.4,900,4.9,3,7,4,8,2.8,65,22.5,101,13,33,74,20.9,26,7.4,85,438,30,333,3.9,105,1.2,1,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
