,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,24,1,1,9/11/2022,MIA,,NWE,"W, 20-7",*,23,33,13,36.1,275,8.3,152,6.6,4.6,118,5.1,0,2,0,1,3.2,7,22.6,16,8,4,15,41.7,0,,2,0,0,0,0,0,0,0
2,25,2,2,9/18/2022,MIA,@,BAL,"W, 42-38",*,36,50,22,43.1,328,6.6,249,6.9,5,220,6.1,0,0,0,3,6,3,6,15,6,1,8,15.7,0,,1,1,1,1,1,0,0,0
3,26,3,3,9/25/2022,MIA,,BUF,"W, 21-19",*,13,18,8,42.1,177,9.8,142,10.9,7.9,44,3.4,1,0,0,1,5.6,3,16.7,0,5,0,6,31.6,0,,1,0,0,0,0,0,0,0
4,27,4,4,9/29/2022,MIA,@,CIN,"L, 15-27",*,8,14,5,33.3,159,11.4,66,8.3,4.7,44,5.5,1,0,0,1,7.1,3,21.4,1,0,2,3,20,0,,0,0,0,0,,0,,0
5,28,7,7,10/23/2022,MIA,,PIT,"W, 16-10",*,21,35,12,34.3,345,9.9,170,8.1,4.9,91,4.3,0,0,0,2,5.7,8,22.9,7,0,1,1,2.6,3,5.3,4,15,0,15,3.8,0,0,0
6,29,8,8,10/30/2022,MIA,@,DET,"W, 31-27",*,29,36,18,47.4,404,11.2,313,10.8,8.7,69,2.4,1,2,0,2,5.9,1,2.9,6,1,0,3,7.5,2,10.5,5,19,1,19,3.8,0,0,0
7,30,9,9,11/6/2022,MIA,@,CHI,"W, 35-32",*,21,30,15,50,262,8.7,199,9.5,6.6,103,4.9,0,2,0,2,7.1,5,17.9,4,1,2,3,9.7,1,4,5,0,0,0,0,0,0,0
8,31,10,10,11/13/2022,MIA,,CLE,"W, 39-17",*,25,32,16,50,239,7.5,172,6.9,5.4,113,4.5,0,0,0,0,0,5,15.6,8,8,0,8,25,0,,1,0,0,0,0,0,0,0
9,32,11,12,11/27/2022,MIA,,HOU,"W, 30-15",*,22,36,17,42.5,384,10.7,219,10,6.1,80,3.6,0,2,1,5,15.2,5,15.2,4,1,5,10,25,0,,0,0,0,0,,0,,0
10,33,12,13,12/4/2022,MIA,@,SFO,"L, 17-33",*,18,33,11,30.6,371,11.2,175,9.7,5.3,120,6.7,1,0,0,4,12.1,6,18.2,4,0,3,6,16.7,0,,0,0,0,0,,0,,0
11,34,13,14,12/11/2022,MIA,@,LAC,"L, 17-23",*,10,28,6,20,334,11.9,72,7.2,2.6,73,7.3,0,4,0,2,8.3,6,25,6,3,2,7,21.2,3,9.3,3,28,2,19,6.3,9,3,0
12,35,14,15,12/17/2022,MIA,@,BUF,"L, 29-32",*,17,30,9,28.1,248,8.3,145,8.5,4.8,89,5.2,1,0,0,3,10,4,13.3,13,5,1,8,24.2,1,7,1,7,0,7,7,0,0,0
13,36,15,16,12/25/2022,MIA,,GNB,"L, 20-26",*,16,25,10,37,264,10.6,193,12.1,7.7,117,7.3,1,1,0,0,0,5,20.8,2,2,4,8,29.6,0,,1,0,0,0,0,0,0,0
,,,,,,,,5-Aug,,259,400,162,38.5,3790,9.5,2267,8.8,5.7,1281,4.9,6,13,1,26,6.7,61,15.8,86,40,25,86,20,10,7.6,24,70,4,61,2.5,9,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
