,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,46,1,1,9/12/2022,SEA,,DEN,"W, 17-16",*,23,28,9,30,144,5.1,106,4.6,3.8,89,3.9,1,1,0,0,0,2,7.4,12,4,2,8,25.8,1,14,6,14,1,11,1.8,3,0.5,0,
2,47,2,2,9/18/2022,SEA,@,SFO,"L, 7-27",*,24,30,10,31.3,162,5.4,113,4.7,3.8,84,3.5,0,1,0,0,0,2,6.9,3,5,7,14,42.4,1,3,2,2,0,1,0.5,1,0.5,0,
3,48,3,3,9/25/2022,SEA,,ATL,"L, 23-27",*,32,44,15,32.6,412,9.4,223,7,5.1,102,3.2,0,0,0,0,0,2,4.5,12,1,4,7,15.2,0,,2,-1,1,-3,-1.5,2,1,0,
4,49,4,4,10/2/2022,SEA,@,DET,"W, 48-45",*,23,30,14,46.7,320,10.7,206,9,6.9,114,5,1,1,0,1,3.4,2,6.9,8,0,3,3,9.4,2,15,7,49,4,48,6.9,1,0.1,0,
5,50,5,5,10/9/2022,SEA,@,NOR,"L, 32-39",*,16,25,9,32.1,294,11.8,192,12,7.7,76,4.8,0,1,0,2,8.3,4,16.7,5,3,2,8,26.7,2,7,3,13,1,13,4.3,0,0,0,
6,51,6,6,10/16/2022,SEA,,ARI,"W, 19-9",*,20,31,10,27.8,213,6.9,99,5,3.2,98,4.9,1,1,0,3,10,2,6.7,14,5,0,10,26.3,2,16,6,48,1,44,7.3,4,0.7,1,6
7,52,7,7,10/23/2022,SEA,@,LAC,"W, 37-23",*,20,27,10,34.5,206,7.6,131,6.6,4.9,79,4,0,1,0,1,3.8,2,7.7,10,0,2,4,13.3,1,9,4,7,1,7,1.8,0,0,0,
8,53,8,8,10/30/2022,SEA,,NYG,"W, 27-13",*,23,34,14,37.8,273,8,78,3.4,2.3,134,5.8,1,1,0,2,6.1,4,12.1,17,2,7,12,29.3,4,6.8,5,26,1,20,4,6,1.2,0,
9,54,9,9,11/6/2022,SEA,@,ARI,"W, 31-21",*,26,34,14,38.9,103,3,67,2.6,2,208,8,0,2,0,1,3.1,2,6.3,13,0,5,7,18.4,2,11.5,6,38,3,38,6.3,0,0,0,
10,55,10,10,11/13/2022,SEA,@,TAM,"L, 16-21",*,23,33,15,41.7,248,7.5,149,6.5,4.5,126,5.5,0,0,0,1,3,7,21.2,9,2,3,8,20,4,5.5,4,22,0,13,3.3,9,2.3,0,
11,56,11,12,11/27/2022,SEA,,LVR,"L, 34-40 (OT)",*,27,37,15,37.5,294,7.9,206,7.6,5.6,122,4.5,0,0,0,1,2.7,5,13.5,5,0,5,8,19,2,12,5,22,3,21,4.2,1,0.2,0,
12,57,12,13,12/4/2022,SEA,@,LAR,"W, 27-23",*,28,39,18,41.9,274,7,223,8,5.7,144,5.1,1,2,0,1,2.7,3,8.1,10,5,4,13,29.5,1,4,2,3,0,3,1.5,0,0,0,
13,58,13,14,12/11/2022,SEA,,CAR,"L, 24-30",*,21,36,13,33.3,394,10.9,213,10.1,5.9,51,2.4,1,1,0,0,0,10,28.6,16,1,1,5,11.9,3,6.7,3,20,1,20,6.7,0,0,0,
14,59,14,15,12/15/2022,SEA,,SFO,"L, 13-21",*,31,44,12,25.5,179,4.1,128,4.1,2.9,110,3.5,3,3,0,1,2.4,2,4.9,11,2,6,11,22.9,1,18,1,18,1,16,16,2,2,0,
15,60,15,16,12/24/2022,SEA,@,KAN,"L, 10-24",*,25,40,8,19,267,6.7,136,5.4,3.4,79,3.2,2,2,0,3,7.9,6,15.8,5,3,5,10,22.7,2,7,3,16,2,14,4.7,2,0.7,0,
16,61,16,17,1/1/2023,SEA,,NYJ,"W, 23-6",*,18,29,10,30.3,269,9.3,93,5.2,3.2,90,5,0,1,0,0,0,6,21.4,6,1,5,10,28.6,2,2,5,18,2,18,3.6,0,0,0,
17,62,17,18,1/8/2023,SEA,,LAR,"W, 19-16 (OT)",*,19,31,10,29.4,273,8.8,143,7.5,4.6,70,3.7,0,2,1,1,3.6,4,14.3,14,3,3,9,23.7,4,12.8,4,51,2,42,10.5,9,2.3,1,4
,,,,,,,,8-Sep,,399,572,206,33.3,4325,7.6,2506,6.3,4.4,1776,4.5,11,20,1,18,3.3,65,11.8,170,37,64,147,22.5,34,9.1,68,366,24,326,4.8,40,0.6,2,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
