,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,45,1,1,9/13/2020,CAR,,LVR,"L, 30-34",*,22,34,13,37.1,279,8.2,132,6,3.9,137,6.2,0,0,0,2,5.9,6,17.6,6,3,2,6,15.4,4,6.5,4,26,1,23,5.8,3,0.8,0,
2,46,2,2,9/20/2020,CAR,@,TAM,"L, 17-31",*,33,42,18,38.3,309,7.4,218,6.6,5.2,149,4.5,0,2,0,0,0,5,12.5,14,3,2,10,21.3,0,,0,0,0,0,,0,,0,
3,47,3,3,9/27/2020,CAR,@,LAC,"W, 21-16",*,22,28,10,33.3,138,4.9,99,4.5,3.5,136,6.2,0,0,0,1,3.6,4,14.3,3,2,0,4,12.9,1,6,2,12,0,11,5.5,1,0.5,0,
4,48,4,4,10/4/2020,CAR,,ARI,"W, 31-21",*,26,37,17,45.9,228,6.2,103,4,2.8,173,6.7,1,1,0,2,5.6,5,13.9,20,1,3,4,10,3,11.7,6,32,2,21,3.5,11,1.8,1,6
5,49,5,5,10/11/2020,CAR,@,ATL,"W, 23-16",*,27,36,18,50,218,6.1,135,5,3.8,178,6.6,1,2,0,2,5.9,3,8.8,12,2,4,6,15.8,2,2,3,3,0,1,0.3,2,0.7,1,3
6,50,6,6,10/18/2020,CAR,,CHI,"L, 16-23",*,16,29,8,24.2,260,9,141,8.8,4.9,75,4.7,0,2,0,4,14.8,4,14.8,4,5,1,10,25,7,6.7,8,48,2,42,5.3,6,0.8,1,8
7,51,7,7,10/25/2020,CAR,@,NOR,"L, 24-27",*,23,28,11,37.9,186,6.6,96,4.2,3.4,158,6.9,0,1,0,0,0,3,11.1,12,6,1,8,25.8,2,5,2,10,1,6,3,4,2,0,
8,52,8,8,10/29/2020,CAR,,ATL,"L, 17-25",*,15,23,9,34.6,185,8,107,7.1,4.7,69,4.6,0,1,0,1,4.5,3,13.6,9,1,3,7,23.3,4,7.5,5,30,1,26,5.2,4,0.8,0,
9,53,9,9,11/8/2020,CAR,@,KAN,"L, 31-33",*,36,49,17,33.3,262,5.3,121,3.4,2.5,189,5.3,0,5,1,0,0,4,9.3,16,4,7,13,25,1,15,2,19,2,4,2,15,7.5,0,
10,54,10,10,11/15/2020,CAR,,TAM,"L, 23-46",*,18,24,6,24,135,5.6,59,3.3,2.5,77,4.3,0,0,0,1,4.2,3,12.5,10,2,4,7,25,3,5.3,3,16,1,15,5,1,0.3,0,
11,55,12,12,11/29/2020,CAR,@,MIN,"L, 27-28",*,19,36,10,27.8,303,8.4,132,6.9,3.7,135,7.1,0,3,1,2,6.3,4,12.5,9,3,3,6,15.8,2,6,2,12,1,9,4.5,3,1.5,0,
12,56,13,14,12/13/2020,CAR,,DEN,"L, 27-32",*,30,40,13,29.5,236,5.9,122,4.1,3.1,161,5.4,1,0,0,2,5,5,12.5,9,5,2,11,23.9,2,12,3,31,2,30,10,1,0.3,0,
13,57,14,15,12/19/2020,CAR,@,GNB,"L, 16-24",*,21,35,8,21.1,238,6.8,117,5.6,3.3,141,6.7,0,1,0,2,5.9,5,14.7,10,3,3,9,22,3,10,4,26,3,19,4.8,7,1.8,0,
14,58,15,16,12/27/2020,CAR,@,WAS,"W, 20-13",*,19,28,11,34.4,290,10.4,131,6.9,4.7,66,3.5,1,0,0,0,0,3,10.7,11,1,2,7,20.6,2,5,6,7,2,6,1,1,0.2,0,
15,59,16,17,1/3/2021,CAR,,NOR,"L, 7-33",*,13,23,5,20.8,244,10.6,140,10.8,6.1,36,2.8,1,1,0,1,4.5,4,18.2,9,1,1,3,12,1,7,3,7,0,7,2.3,0,0,0,
,,,,,,,,11-Apr,,340,492,174,33.3,3511,7.1,1853,5.5,3.8,1880,5.5,5,19,2,20,4.2,61,13,154,42,38,111,19.8,37,7.4,53,279,18,220,4.2,59,1.1,3,17.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
