,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,51,1,1,9/8/2024,JAX,@,MIA,"L, 17-20",*,12,21,8,33.3,194,9.2,122,10.2,5.8,40,3.3,0,1,0,0,0,7,35,10,1,1,5,20,1,8,1,8,1,8,8,0,0,0,
2,52,2,2,9/15/2024,JAX,,CLE,"L, 13-18",*,14,30,9,26.5,364,12.1,145,10.4,4.8,75,5.4,0,1,1,4,14.3,6,21.4,9,1,4,9,25,2,22.5,2,45,2,43,21.5,2,1,0,
3,53,3,3,9/23/2024,JAX,@,BUF,"L, 10-47",*,21,38,9,21.4,302,7.9,133,6.3,3.5,45,2.1,0,2,0,2,5.6,8,22.2,8,3,3,10,23.3,1,1,2,3,1,1,0.5,2,1,0,
4,54,4,4,9/29/2024,JAX,@,HOU,"L, 20-24",*,18,33,11,32.4,378,11.5,127,7.1,3.8,42,2.3,0,1,0,2,6.3,7,21.9,13,3,2,6,17.1,1,6,3,5,0,3,1,2,0.7,0,
5,55,5,5,10/6/2024,JAX,,IND,"W, 37-34",*,28,34,13,38.2,225,6.6,150,5.4,4.4,221,7.9,0,0,0,0,0,1,2.9,5,0,0,0,0,0,,2,4,2,2,1,2,1,0,
6,56,6,6,10/13/2024,JAX,@,CHI,"L, 16-35",*,23,35,14,36.8,300,8.6,113,4.9,3.2,121,5.3,0,1,0,3,8.8,3,8.8,9,0,3,6,14.6,3,6,4,17,1,6,1.5,11,2.8,1,4
7,57,7,7,10/20/2024,JAX,,NWE,"W, 32-16",*,15,20,9,45,111,5.6,105,7,5.3,88,5.9,1,0,0,1,5,2,10,4,0,0,0,0,1,11,2,13,2,12,6,1,0.5,0,
8,58,8,8,10/27/2024,JAX,,GNB,"L, 27-30",*,21,32,14,42.4,311,9.7,182,8.7,5.7,126,6,1,2,0,0,0,5,16.7,5,1,3,5,14.7,1,2,4,10,2,1,0.3,9,2.3,1,4
9,59,9,9,11/3/2024,JAX,@,PHI,"L, 23-28",*,16,31,9,27.3,286,9.2,121,7.6,3.9,48,3,2,1,0,2,6.7,5,16.7,6,4,1,7,20,2,4,5,8,2,7,1.4,1,0.2,0,
10,60,12,13,12/1/2024,JAX,,HOU,"L, 20-23",*,4,10,1,10,170,17,13,3.3,1.3,28,7,0,0,0,1,10,3,30,2,0,0,0,0,1,6,1,6,0,6,6,0,0,0,
,,,,,,,,8-Feb,,172,284,97,32.1,2641,9.3,1211,7,4.3,834,4.8,4,9,1,15,5.5,47,17.2,71,13,17,48,15.2,13,8.1,26,119,13,89,3.4,30,1.2,2,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
