,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,115,1,1,9/8/2024,DAL,@,CLE,"W, 33-17",*,19,32,8,22.9,290,9.1,79,4.2,2.5,100,5.3,0,0,0,2,6.3,5,15.6,9,4,2,9,25.7,0,,1,3,1,2,2,1,1,0
2,116,2,2,9/15/2024,DAL,,NOR,"L, 19-44",*,27,39,13,31,329,8.4,139,5.1,3.6,154,5.7,1,0,1,0,0,5,13.2,6,7,0,10,23.3,1,8,2,12,1,10,5,2,1,0
3,117,3,3,9/22/2024,DAL,,BAL,"L, 25-28",*,28,51,18,33.3,482,9.5,239,8.5,4.7,140,5,2,1,0,1,2,12,24,16,2,5,10,18.2,1,6,2,7,1,7,3.5,0,0,0
4,118,4,4,9/26/2024,DAL,@,NYG,"W, 20-15",*,22,27,9,32.1,149,5.5,107,4.9,4,114,5.2,0,0,0,0,0,2,7.4,6,1,2,4,14.3,0,,2,-1,0,-1,-0.5,0,0,0
5,119,5,5,10/6/2024,DAL,@,PIT,"W, 20-17",*,29,42,14,31.8,286,6.8,184,6.3,4.4,168,5.8,2,1,0,0,0,8,19.5,5,5,3,10,22.2,1,3,1,3,0,3,3,0,0,0
6,120,6,6,10/13/2024,DAL,,DET,"L, 9-47",*,17,33,6,16.2,292,8.8,96,5.6,2.9,82,4.8,0,1,0,1,3.1,9,28.1,12,8,7,19,50,1,1,1,1,0,1,1,0,0,0
7,121,7,8,10/27/2024,DAL,@,SFO,"L, 24-30",*,25,38,13,32.5,337,8.9,146,5.8,3.8,97,3.9,0,1,0,1,2.7,7,18.9,4,2,6,10,25,0,,1,-1,0,-1,-1,0,0,0
8,122,8,9,11/3/2024,DAL,@,ATL,"L, 21-27",*,18,24,6,22.2,90,3.8,49,2.7,2,84,4.7,1,1,1,1,4.5,2,9.1,4,2,3,8,27.6,2,13.5,3,30,2,27,9,3,1,0
,,,,,,,,5-Mar,,185,286,87,28.3,2255,7.9,1039,5.6,3.6,939,5.1,6,5,2,6,2.2,50,17.9,62,31,28,80,25.6,6,7.5,,,,,,,,
