,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,95,1,1,9/7/2025,LVR,@,NWE,"W, 20-13",*,24,34,17,44.7,351,10.3,222,9.3,6.5,140,5.8,0,0,1,2,6.1,3,9.1,17,1,3,8,20.5,1,11,2,10,1,10,5,0,0,0,
2,96,2,2,9/15/2025,LVR,,LAC,"L, 9-20",*,24,43,8,17.4,291,6.8,35,1.5,0.8,145,6,3,0,0,0,0,9,20.9,5,1,2,6,12.5,2,8.5,5,20,2,0,0,20,4,1,5
3,97,3,3,9/21/2025,LVR,@,WAS,"L, 24-41",*,19,29,12,35.3,305,10.5,199,10.5,6.9,90,4.7,0,2,0,0,0,4,14.8,9,0,3,8,23.5,0,,2,5,2,2,1,3,1.5,0,
4,98,4,4,9/28/2025,LVR,,CHI,"L, 24-25",*,14,21,6,28.6,97,4.6,25,1.8,1.2,92,6.6,0,0,1,1,5,1,5,7,0,1,1,4.3,2,14.5,4,31,1,20,5,11,2.8,1,4
5,99,5,5,10/5/2025,LVR,@,IND,"L, 6-40",*,25,36,12,30,244,6.8,107,4.3,3,121,4.8,2,0,0,0,0,5,13.9,7,1,1,6,14.6,1,5,3,8,2,6,2,2,0.7,0,
6,100,6,6,10/12/2025,LVR,,TEN,"W, 20-10",*,17,23,9,36,73,3.2,52,3.1,2.3,122,7.2,1,0,0,1,4.3,2,8.7,6,0,5,7,28,0,,4,-3,0,-3,-0.8,0,0,0,
7,101,7,7,10/19/2025,LVR,@,KAN,"L, 0-31",*,10,16,2,11.8,50,3.1,1,0.1,0.1,66,6.6,0,1,0,2,13.3,2,13.3,5,0,1,2,11.1,1,1,2,1,0,0,0,1,0.5,0,
8,102,8,9,11/2/2025,LVR,,JAX,"L, 29-30 (OT)",*,29,39,17,41.5,156,4,88,3,2.3,196,6.8,0,1,0,2,5.3,2,5.3,17,3,1,6,14,2,3,5,9,2,4,0.8,5,1,0,
9,103,9,10,11/6/2025,LVR,@,DEN,"L, 7-10",*,16,26,6,18.8,57,2.2,59,3.7,2.3,84,5.3,1,2,0,4,16.7,1,4.2,8,3,2,11,32.4,2,3.5,3,7,1,7,2.3,0,0,0,
10,104,10,11,11/17/2025,LVR,,DAL,"L, 16-33",*,27,42,12,26.1,220,5.2,87,3.2,2.1,151,5.6,1,3,0,2,5.1,3,7.7,13,0,6,10,20.4,3,5,4,14,1,13,3.3,1,0.3,0,
11,105,11,12,11/23/2025,LVR,,CLE,"L, 10-24",*,30,44,15,27.8,361,8.2,114,3.8,2.6,171,5.7,1,2,0,1,2.4,6,14.3,14,5,6,21,37.5,2,6.5,3,8,1,-1,-0.3,9,3,0,
12,106,12,13,11/30/2025,LVR,@,LAC,"L, 14-31",*,18,23,9,32.1,75,3.3,55,3.1,2.4,110,6.1,2,1,0,0,0,0,0,8,1,3,9,32.1,0,,2,-6,0,-6,-3,0,0,0,
13,107,13,14,12/7/2025,LVR,,DEN,"L, 17-24",*,13,21,7,29.2,92,4.4,89,6.8,4.2,27,2.1,0,1,0,0,0,5,25,11,2,3,8,32,1,4,1,4,0,4,4,0,0,0,
14,108,15,16,12/21/2025,LVR,@,HOU,"L, 21-23",*,16,23,8,30.8,190,8.3,103,6.4,4.5,98,6.1,0,1,0,0,0,3,13.6,4,4,0,7,26.9,0,,0,0,0,0,,0,,0,
15,109,16,17,12/28/2025,LVR,,NYG,"L, 10-34",*,20,28,8,25.8,151,5.4,76,3.8,2.7,100,5,1,2,0,0,0,3,11.5,15,1,5,9,28.1,1,1,1,1,0,1,1,0,0,0,
,,,,,,,,13-Feb,,302,448,148,29.4,2713,6.1,1312,4.3,2.9,1713,5.7,12,16,2,15,3.5,49,11.4,146,22,42,119,22.8,18,6.1,41,109,13,57,1.4,52,1.3,2,20.5
