,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,47,1,1,9/12/2021,CLE,@,KAN,"L, 29-33",*,21,28,14,46.7,284,10.1,148,7,5.3,173,8.2,0,1,0,0,0,4,14.8,8,3,3,8,25.8,1,7,1,7,0,6,6,1,1,0,
2,48,2,2,9/19/2021,CLE,,HOU,"W, 31-21",*,19,21,10,43.5,131,6.2,90,4.7,4.3,123,6.5,0,0,0,0,0,2,9.5,4,0,0,2,7.1,5,2.6,8,10,2,10,1.3,0,0,0,
3,49,3,3,9/26/2021,CLE,,CHI,"W, 26-6",*,19,31,13,36.1,306,9.9,144,7.6,4.6,102,5.4,1,1,1,0,0,8,27.6,7,3,0,8,20,4,7.8,4,31,1,31,7.8,0,0,0,
4,50,4,4,10/3/2021,CLE,@,MIN,"W, 14-7",*,15,33,9,25,346,10.5,71,4.7,2.2,84,5.6,1,2,0,0,0,13,41.9,10,4,0,7,18.9,1,6,2,11,1,4,2,7,3.5,1,2
5,51,5,5,10/10/2021,CLE,@,LAC,"L, 42-47",*,23,32,12,36.4,276,8.6,110,4.8,3.4,195,8.5,0,1,1,2,6.7,5,16.7,9,5,0,6,17.1,2,4,2,8,0,1,0.5,7,3.5,0,
6,52,6,6,10/17/2021,CLE,,ARI,"L, 14-37",*,19,28,11,33.3,231,8.3,167,8.8,6,67,3.5,1,0,0,2,7.1,3,10.7,7,7,1,13,36.1,3,2.7,3,8,0,8,2.7,0,0,0,
7,53,8,8,10/31/2021,CLE,,PIT,"L, 10-15",*,20,31,10,28.6,233,7.5,113,5.7,3.6,112,5.6,0,0,0,4,12.9,5,16.1,7,4,2,10,27.8,1,5,1,5,1,5,5,0,0,0,
8,54,9,9,11/7/2021,CLE,@,CIN,"W, 41-16",*,14,21,7,30.4,215,10.2,156,11.1,7.4,62,4.4,0,2,0,0,0,4,21.1,11,3,3,8,34.8,0,,0,0,0,0,,0,,0,
9,55,10,10,11/14/2021,CLE,@,NWE,"L, 7-45",*,11,21,6,26.1,158,7.5,32,2.9,1.5,41,3.7,0,1,0,2,10,3,15,4,3,1,6,26.1,0,,0,0,0,0,,0,,0,
10,56,11,11,11/21/2021,CLE,,DET,"W, 13-10",*,15,29,8,26.7,277,9.6,110,7.3,3.8,66,4.4,1,1,0,1,3.6,8,28.6,7,5,1,7,21.9,2,5.5,4,9,0,9,2.3,0,0,0,
11,57,12,12,11/28/2021,CLE,@,BAL,"L, 10-16",*,18,37,10,25.6,353,9.5,143,7.9,3.9,104,5.8,1,3,0,0,0,9,26.5,16,2,3,7,17.5,1,1,2,4,1,1,0.5,3,1.5,0,
12,58,13,14,12/12/2021,CLE,,BAL,"W, 24-22",*,22,32,10,31.3,203,6.3,126,5.7,3.9,64,2.9,0,1,0,2,6.5,3,9.7,10,3,1,4,11.4,3,5,6,14,3,14,2.3,0,0,0,
13,59,15,16,12/25/2021,CLE,@,GNB,"L, 22-24",*,21,36,15,36.6,334,9.3,108,5.1,3,114,5.4,1,0,0,2,5.6,9,25,15,5,1,11,26.2,1,12,2,11,1,11,5.5,0,0,0,
14,60,16,17,1/3/2022,CLE,@,PIT,"L, 14-26",*,16,38,8,17,263,6.9,114,7.1,3,71,4.4,5,1,0,5,13.5,7,18.9,9,5,2,16,33.3,1,14,2,16,2,16,8,0,0,0,
,,,,,,,,8-Jun,,253,418,143,31,3610,8.6,1632,6.5,3.9,1378,5.4,11,14,2,20,5,83,20.6,124,52,18,113,23.3,25,5.2,37,134,12,116,3.1,18,0.5,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
