,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,104,1,1,9/7/2025,BAL,@,BUF,"L, 40-41",*,14,19,8,38.1,173,9.1,100,7.1,5.3,109,7.8,1,0,0,0,0,4,21.1,9,1,1,4,18.2,1,19,6,70,5,48,8,22,3.7,1,6
2,105,2,2,9/14/2025,BAL,,CLE,"W, 41-17",*,19,29,10,31.3,273,9.4,159,8.4,5.5,66,3.5,1,1,0,1,3.6,4,14.3,11,1,1,5,15.2,1,11,2,13,0,12,6,1,0.5,0,
3,106,3,3,9/22/2025,BAL,,DET,"L, 30-38",*,21,27,14,41.2,274,10.1,187,8.9,6.9,101,4.8,0,0,0,0,0,5,18.5,17,2,0,9,24.3,3,6.3,7,35,2,29,4.1,6,0.9,0,
4,107,4,4,9/28/2025,BAL,@,KAN,"L, 20-37",*,14,20,7,30.4,119,6,84,6,4.2,63,4.5,1,2,0,0,0,1,5.6,7,0,4,7,25.9,4,10.3,6,48,3,34,5.7,14,2.3,1,6
5,108,8,9,10/30/2025,BAL,@,MIA,"W, 28-6",*,18,23,11,44,207,9,113,6.3,4.9,91,5.1,1,0,0,0,0,4,17.4,9,6,1,9,33.3,2,8,5,14,1,6,1.2,8,1.6,0,
6,109,9,10,11/9/2025,BAL,@,MIN,"W, 27-19",*,17,29,9,30,119,4.1,76,4.5,2.6,100,5.9,3,1,0,3,10.7,4,14.3,18,4,3,8,24.2,3,5,9,36,3,16,1.8,20,2.2,4,2.3
7,110,10,11,11/16/2025,BAL,@,CLE,"W, 23-16",*,14,25,9,30,199,8,87,6.2,3.5,106,7.6,0,0,0,2,8,7,28,12,3,2,10,32.3,1,13,4,10,1,7,1.8,3,0.8,0,
8,111,11,12,11/23/2025,BAL,,NYJ,"W, 23-10",*,13,23,7,29.2,224,9.7,102,7.8,4.4,51,3.9,0,3,0,1,5,4,20,4,3,0,4,13.8,5,2.6,7,11,0,8,1.1,3,0.4,0,
9,112,12,13,11/27/2025,BAL,,CIN,"L, 14-32",*,17,32,7,20,381,11.9,127,7.5,4,119,7,1,2,0,1,3.3,7,23.3,7,2,3,8,21.1,3,6,6,27,3,27,4.5,0,0,0,
10,113,13,14,12/7/2025,BAL,,PIT,"L, 22-27",*,19,35,9,24.3,261,7.5,145,7.6,4.1,74,3.9,1,0,2,4,12.1,5,15.2,13,3,3,8,19,5,5.6,7,43,3,37,5.3,6,0.9,1,7
11,114,14,15,12/14/2025,BAL,@,CIN,"W, 24-0",*,8,12,6,37.5,129,10.8,88,11,7.3,62,7.8,0,0,0,1,8.3,2,16.7,4,0,2,6,33.3,2,13,2,26,2,24,12,2,1,0,
12,115,15,16,12/21/2025,BAL,,NWE,"L, 24-28",*,7,10,7,70,127,12.7,70,10,7,31,4.4,0,0,0,0,0,3,30,7,1,1,2,20,0,,2,7,0,3,1.5,4,2,0,
13,116,17,18,1/4/2026,BAL,@,PIT,"L, 24-26",*,11,18,5,23.8,177,9.8,147,13.4,8.2,91,8.3,2,1,0,0,0,3,17.6,7,2,2,7,33.3,0,,4,9,1,6,1.5,3,0.8,0,
,,,,,,,,7-Jun,,192,302,109,32.2,2663,8.8,1485,7.7,4.9,1064,5.5,11,10,2,13,4.5,53,18.3,125,28,23,87,23.6,30,7.3,67,349,24,257,3.8,92,1.4,7,9.6
