,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,70,1,1,9/12/2021,DET,,SFO,"L, 33-41",*,38,57,19,31.7,341,6,148,3.9,2.6,190,5,0,1,0,3,5.4,12,21.4,6,1,6,10,15.9,3,4.7,3,14,1,14,4.7,0,0,0
2,71,2,2,9/20/2021,DET,@,GNB,"L, 17-35",*,26,36,11,29.7,234,6.5,88,3.4,2.4,158,6.1,0,1,0,0,0,6,17.1,17,3,6,10,25.6,2,14.5,4,46,2,46,11.5,0,0,0
3,72,3,3,9/26/2021,DET,,BAL,"L, 17-19",*,22,30,13,40.6,144,4.8,50,2.3,1.7,167,7.6,0,2,0,1,3.6,3,10.7,13,3,4,9,27.3,1,4,1,4,0,4,4,0,0,0
4,73,4,4,10/3/2021,DET,@,CHI,"L, 14-24",*,24,38,15,35.7,326,8.6,159,6.6,4.2,140,5.8,1,1,0,1,2.7,8,21.6,4,3,3,10,23.3,1,2,3,8,0,8,2.7,0,0,0
5,74,5,5,10/10/2021,DET,@,MIN,"L, 17-19",*,21,35,11,28.2,227,6.5,57,2.7,1.6,146,7,0,3,0,1,3.1,6,18.8,6,11,3,18,46.2,0,,0,0,0,0,,0,,0
6,75,6,6,10/17/2021,DET,,CIN,"L, 11-34",*,28,42,12,27.9,270,6.4,113,4,2.7,89,3.2,0,2,1,3,7.7,6,15.4,5,4,3,8,18.2,1,1,1,1,0,0,0,1,1,0
7,76,7,7,10/24/2021,DET,@,LAR,"L, 19-28",*,22,36,10,26.3,133,3.7,81,3.7,2.3,187,8.5,0,3,2,2,6.5,6,19.4,12,2,2,6,15.4,1,3,1,3,0,2,2,1,1,0
8,77,8,8,10/31/2021,DET,,PHI,"L, 6-44",*,25,34,11,28.2,199,5.9,105,4.2,3.1,117,4.7,0,2,0,2,6.3,2,6.3,10,10,5,20,51.3,0,,0,0,0,0,,0,,0
9,78,9,10,11/14/2021,DET,@,PIT,"T, 16-16 (OT)",*,14,25,5,17.2,134,5.4,30,2.1,1.2,84,6,0,1,0,3,12.5,3,12.5,7,0,2,6,20.7,0,,0,0,0,0,,0,,0
10,79,11,12,11/25/2021,DET,,CHI,"L, 14-16",*,21,25,8,30.8,162,6.5,91,4.3,3.6,80,3.8,0,0,0,1,4,2,8,2,1,3,5,19.2,0,,0,0,0,0,,0,,0
11,80,12,13,12/5/2021,DET,,MIN,"W, 29-27",*,25,41,14,31.8,330,8,206,8.2,5,90,3.6,0,1,2,4,10.5,6,15.8,7,3,3,9,20,1,1,2,1,0,1,0.5,0,0,0
12,81,13,14,12/12/2021,DET,@,DEN,"L, 10-38",*,24,39,9,22,277,7.1,125,5.2,3.2,90,3.8,3,1,0,0,0,8,21.1,7,3,2,7,16.7,1,13,2,10,1,10,5,0,0,0
13,82,14,15,12/19/2021,DET,,ARI,"W, 30-12",*,21,26,13,46.4,161,6.2,122,5.8,4.7,94,4.5,1,0,0,0,0,3,11.5,9,2,3,7,25,0,,0,0,0,0,,0,,0
14,83,17,18,1/9/2022,DET,,GNB,"W, 37-30",*,21,30,11,35.5,211,7,115,5.5,3.8,123,5.9,0,3,0,0,0,6,22.2,5,4,3,8,25.8,0,,0,0,0,0,,0,,0
,,,,,,,,3/10/2001,,332,494,162,30.6,3149,6.4,1490,4.5,3,1755,5.3,5,21,5,21,4.5,77,16.5,110,50,48,133,24.6,11,6.1,17,87,4,85,5,2,0.1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
