,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,55,1,1,9/13/2020,LAR,,DAL,"W, 20-17",*,20,31,12,37.5,140,4.5,80,4,2.6,195,9.8,1,3,0,3,10.7,2,7.1,10,1,2,4,11.8,2,4,4,15,1,15,3.8,0,0,0
2,56,2,2,9/20/2020,LAR,@,PHI,"W, 37-19",*,20,27,17,60.7,221,8.2,158,7.9,5.9,109,5.5,0,1,0,0,0,6,23.1,6,3,2,6,20,2,5.5,7,13,2,12,1.7,1,0.1,0
3,57,3,3,9/27/2020,LAR,@,BUF,"L, 32-35",*,23,32,15,44.1,185,5.8,167,7.3,5.2,154,6.7,2,1,0,0,0,5,16.1,13,1,4,7,20,1,3,2,4,1,3,1.5,1,0.5,0
4,58,4,4,10/4/2020,LAR,,NYG,"W, 17-9",*,25,32,8,23.5,196,6.1,82,3.3,2.6,118,4.7,0,0,0,1,3.1,3,9.4,11,3,3,8,23.5,0,,3,-3,0,-3,-1,0,0,0
5,59,5,5,10/11/2020,LAR,@,WAS,"W, 30-10",*,21,30,11,35.5,188,6.3,117,5.6,3.9,192,9.1,0,1,0,1,3.4,3,10.3,5,2,0,3,9.4,1,2,3,0,1,0,0,0,0,0
6,60,6,6,10/18/2020,LAR,@,SFO,"L, 16-24",*,19,38,9,23.7,455,12,143,7.5,3.8,55,2.9,0,1,0,3,8.1,10,27,8,1,2,3,7.7,1,10,1,10,1,9,9,1,1,0
7,61,7,7,10/26/2020,LAR,,CHI,"W, 24-10",*,23,33,12,35.3,268,8.1,100,4.3,3,120,5.2,0,2,0,0,0,5,16.1,9,1,5,7,20,1,6,4,1,0,1,0.3,0,0,0
8,62,8,8,11/1/2020,LAR,@,MIA,"L, 17-28",*,35,61,19,30.2,365,6,155,4.4,2.5,200,5.7,0,2,1,4,6.9,7,12.1,30,1,9,12,19,0,,0,0,0,0,,0,,0
9,63,9,10,11/15/2020,LAR,,SEA,"W, 23-16",*,27,37,15,37.5,277,7.5,140,5.2,3.8,162,6,0,1,0,3,8.3,4,11.1,21,3,2,8,19,2,2.5,5,4,2,4,0.8,0,0,0
10,64,10,11,11/23/2020,LAR,@,TAM,"W, 27-24",*,39,51,19,37.3,265,5.2,176,4.5,3.5,200,5.1,1,1,1,2,4.1,6,12.2,20,3,3,6,11.8,0,,1,0,0,0,0,0,0,0
11,65,11,12,11/29/2020,LAR,,SFO,"L, 20-23",*,19,31,8,24.2,256,8.3,73,3.8,2.4,125,6.6,0,1,0,1,3.3,9,30,9,0,5,7,18.9,4,3,5,11,0,11,2.2,0,0,0
12,66,12,13,12/6/2020,LAR,@,ARI,"W, 38-28",*,37,47,19,39.6,167,3.6,95,2.6,2,256,6.9,0,3,0,1,2.3,5,11.4,15,9,6,16,33.3,0,,4,1,2,-1,-0.3,2,0.5,0
13,67,13,14,12/10/2020,LAR,,NWE,"W, 24-3",*,16,25,6,23.1,114,4.6,63,3.9,2.5,74,4.6,0,1,0,3,12.5,5,20.8,5,4,2,7,25.9,1,9,4,11,2,10,2.5,1,0.3,0
14,68,14,15,12/20/2020,LAR,,NYJ,"L, 20-23",*,22,34,9,24.3,199,5.9,95,4.3,2.8,114,5.2,0,4,0,3,10,4,13.3,12,2,6,11,28.9,1,9,1,9,0,9,9,0,0,0
15,69,15,16,12/27/2020,LAR,@,SEA,"L, 9-20",*,24,43,15,32.6,283,6.6,156,6.5,3.6,78,3.3,2,2,0,2,4.9,10,24.4,11,8,6,17,32.7,6,3.8,7,23,0,23,3.3,0,0,0
,,,,,,,,6-Sep,,370,552,194,33.7,3579,6.5,1800,4.9,3.3,2152,5.8,6,24,2,27,5.1,84,16,185,42,57,122,20.4,22,4.5,51,99,12,93,1.8,6,0.1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
