,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,1,2,2,9/19/2021,HOU,@,CLE,"L, 21-31",,8,18,5,26.3,218,12.1,46,5.8,2.6,56,7,0,1,0,2,11.8,4,23.5,3,0,2,3,15.8,0,,2,-1,0,-3,-1.5,2,1,0
2,2,3,3,9/23/2021,HOU,,CAR,"L, 9-24",*,19,28,10,31.3,190,6.8,126,6.6,4.5,42,2.2,1,2,1,1,4,4,16,15,3,4,11,34.4,0,,1,0,0,0,0,0,0,0
3,3,4,4,10/3/2021,HOU,@,BUF,"L, 0-40",*,11,21,4,16.7,180,8.6,53,4.8,2.5,34,3.1,2,1,0,0,0,2,10,2,4,1,8,32,1,2,1,2,0,2,2,0,0,0
4,4,5,5,10/10/2021,HOU,,NWE,"L, 22-25",*,21,29,10,31.3,251,8.7,152,7.2,5.2,160,7.6,0,2,0,1,3.7,4,14.8,9,3,2,8,25,0,,1,2,1,1,1,1,1,0
5,5,6,6,10/17/2021,HOU,@,IND,"L, 3-31",*,29,43,12,26.7,278,6.5,130,4.5,3,113,3.9,0,1,0,1,2.4,9,21.4,13,4,3,9,19.6,1,3,2,5,1,5,2.5,0,0,0
6,6,7,7,10/24/2021,HOU,@,ARI,"L, 5-31",*,23,32,6,17.6,164,5.1,77,3.3,2.4,58,2.5,2,1,0,2,6.5,4,12.9,13,1,3,6,17.6,0,,0,0,0,0,,0,,0
7,7,8,8,10/31/2021,HOU,,LAR,"L, 22-38",*,29,38,13,30.2,256,6.7,192,6.6,5.1,118,4.1,1,1,0,0,0,5,13.5,17,3,1,9,20.9,0,,0,0,0,0,,0,,0
8,8,12,13,12/5/2021,HOU,,IND,"L, 0-31",,6,14,3,18.8,63,4.5,13,2.2,0.9,36,6,0,1,0,1,7.7,3,23.1,8,2,4,8,44.4,2,5.5,2,11,1,11,5.5,0,0,0
9,9,13,14,12/12/2021,HOU,,SEA,"L, 13-33",*,33,49,16,31.4,264,5.4,100,3,2,231,7,2,0,1,0,0,11,22.9,8,3,2,7,13.2,2,4,2,8,1,8,4,0,0,0
10,10,14,15,12/19/2021,HOU,@,JAX,"W, 30-16",*,19,30,8,25.8,211,7,101,5.3,3.4,108,5.7,2,0,0,1,3.3,5,16.7,11,1,2,4,12.9,0,,1,2,1,1,1,1,1,0
11,11,15,16,12/26/2021,HOU,,LAC,"W, 41-29",*,21,27,14,50,209,7.7,137,6.5,5.1,117,5.6,0,0,0,1,3.7,2,7.4,8,1,1,3,10.7,0,,1,-1,0,-1,-1,0,0,0
12,12,16,17,1/2/2022,HOU,@,SFO,"L, 7-23",*,21,32,6,17.1,194,6.1,95,4.5,3,68,3.2,0,2,0,1,3.3,6,20,5,1,4,8,22.2,1,4,1,4,0,4,4,0,0,0
13,13,17,18,1/9/2022,HOU,,TEN,"L, 25-28",*,23,33,11,31.4,373,11.3,197,8.6,6,104,4.5,1,1,0,1,3.1,7,21.9,9,4,1,7,18.4,3,4.7,4,12,0,9,2.3,3,0.8,0
,,,,,,,,11-Feb,,263,394,118,27.8,2851,7.2,1419,5.4,3.6,1245,4.7,11,13,2,12,3.2,66,17.4,121,30,30,91,20.9,10,4.2,18,44,5,37,2.1,7,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
