,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,23,1,1,9/10/2018,LAR,@,OAK,"W, 33-13",*,18,33,13,38.2,330,10,132,7.3,4,101,5.6,0,1,0,2,6.3,7,21.9,6,2,1,4,11.8,0,,1,-1,0,-1,-1,0,0,0
2,24,2,2,9/16/2018,LAR,,ARI,"W, 34-0",*,24,32,14,41.2,302,9.4,205,8.5,6.4,149,6.2,0,3,0,0,0,2,6.9,13,5,3,10,29.4,0,,2,2,1,1,0.5,1,0.5,0
3,25,3,3,9/23/2018,LAR,,LAC,"W, 35-23",*,29,36,18,48.6,212,5.9,165,5.7,4.6,189,6.5,0,1,0,1,2.9,3,8.6,4,0,2,3,7.9,1,16,3,14,1,14,4.7,0,0,0
4,26,4,4,9/27/2018,LAR,,MIN,"W, 38-31",*,26,33,19,55.9,272,8.2,234,9,7.1,231,8.9,0,4,0,0,0,2,6.9,11,5,1,7,20,1,8,2,7,0,7,3.5,0,0,0
5,27,5,5,10/7/2018,LAR,@,SEA,"W, 33-31",*,23,32,17,51.5,271,8.5,139,6,4.3,182,7.9,0,0,0,1,3.1,5,15.6,8,4,2,7,20,2,7.5,5,15,2,15,3,0,0,0
6,28,6,6,10/14/2018,LAR,@,DEN,"W, 23-20",*,14,28,9,27.3,230,8.2,88,6.3,3.1,113,8.1,0,0,0,1,3.6,9,32.1,9,1,0,6,17.1,2,8,4,14,1,14,3.5,0,0,0
7,29,7,7,10/21/2018,LAR,@,SFO,"W, 39-10",*,18,24,10,40,224,9.3,136,7.6,5.7,66,3.7,0,0,0,2,8.3,3,12.5,10,2,1,4,15.4,1,5,3,4,0,4,1.3,0,0,0
8,30,8,8,10/28/2018,LAR,,GNB,"W, 29-27",*,19,35,17,42.5,400,11.4,179,9.4,5.1,116,6.1,0,4,0,1,3.2,4,12.9,15,12,3,20,46.5,3,4,5,7,0,5,1,2,0.4,0
9,31,9,9,11/4/2018,LAR,@,NOR,"L, 35-45",*,28,40,17,42.5,351,8.8,220,7.9,5.5,171,6.1,0,0,0,0,0,6,15,7,8,4,12,27.9,3,5.7,3,17,0,17,5.7,0,0,0
10,32,10,10,11/11/2018,LAR,,SEA,"W, 36-31",*,28,39,17,41.5,271,6.9,171,6.1,4.4,147,5.3,0,3,0,1,2.8,6,16.7,9,2,2,6,14.3,1,4,3,3,0,3,1,0,0,0
11,33,11,11,11/19/2018,LAR,,KAN,"W, 54-51",*,31,49,21,38.9,486,9.9,225,7.3,4.6,188,6.1,0,3,0,1,2.2,9,19.6,17,13,3,21,37.5,2,4,4,6,1,6,1.5,0,0,0
12,34,12,13,12/2/2018,LAR,@,DET,"W, 30-16",*,17,33,12,34.3,348,10.5,149,8.8,4.5,58,3.4,0,1,0,0,0,11,34.4,4,3,2,7,20,0,,2,-2,0,-2,-1,0,0,0
13,35,13,14,12/9/2018,LAR,@,CHI,"L, 6-15",*,20,44,8,17,378,8.6,114,5.7,2.6,66,3.3,0,4,0,2,5,9,22.5,9,4,0,7,14.9,0,,1,5,1,5,5,0,0,0
14,36,14,15,12/16/2018,LAR,,PHI,"L, 23-30",*,35,53,18,32.7,349,6.6,151,4.3,2.8,188,5.4,0,2,1,1,2,10,20,8,2,6,10,17.5,2,5.5,2,11,1,11,5.5,0,0,0
15,37,15,16,12/23/2018,LAR,@,ARI,"W, 31-9",*,19,24,11,42.3,185,7.7,135,7.1,5.6,81,4.3,0,1,0,0,0,1,4.3,16,1,2,5,19.2,0,,2,6,1,4,2,2,1,0
16,38,16,17,12/30/2018,LAR,,SFO,"W, 48-32",*,15,26,12,46.2,256,9.8,119,7.9,4.6,80,5.3,0,2,1,0,0,6,26.1,5,2,2,4,15.4,0,,1,0,0,0,0,0,0,0
,,,,,,,,13-3,,364,561,233,39.2,4865,8.7,2562,7,4.6,2126,5.8,0,29,2,13,2.5,93,17.5,151,66,34,133,21.7,18,6.2,43,108,9,103,2.4,5,0.1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
